record_id,doi,title,prisma_disposition,reason
doi:10.1038/s41467-025-56191-4,10.1038/s41467-025-56191-4,Cross-trait multivariate GWAS confirms health implications of pubertal timing.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41467-025-59441-7,10.1038/s41467-025-59441-7,Synaptic vesicle-omics in mice captures signatures of aging and synucleinopathy,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41467-025-59682-6,10.1038/s41467-025-59682-6,Chromogranin A deficiency attenuates tauopathy by altering epinephrine–alpha-adrenergic receptor signaling in PS19 mice,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41467-025-67223-4,10.1038/s41467-025-67223-4,Revealing the genetic architectures underlying organ-specific aging based on proteomic data,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41467-026-71508-7,10.1038/s41467-026-71508-7,Aging-associated decline of phosphatidylcholine synthesis is a malleable trigger of natural mitochondrial aging.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41467-026-73222-w,10.1038/s41467-026-73222-w,Epigenetic landscapes in human pancreatic islets reveal distinct drivers for adaptation to age and type 2 diabetes,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41514-025-00205-4,10.1038/s41514-025-00205-4,Genetic determinants of proteomic aging,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41514-025-00318-w,10.1038/s41514-025-00318-w,Reversal of proteomic aging with exercise-results from the UK biobank and a 12-week intervention study.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41514-026-00361-1,10.1038/s41514-026-00361-1,Stroke in persistent chronic kidney disease condition alters innate-immunity to escalate mitochondrial dysfunction and aging,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41556-023-01325-3,10.1038/s41556-023-01325-3,FOXO1-mediated lipid metabolism maintains mammalian embryos in dormancy,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41556-025-01804-9,10.1038/s41556-025-01804-9,Polyamines sustain epithelial regeneration in aged intestines by modulating protein homeostasis,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41591-019-0504-5,10.1038/s41591-019-0504-5,Healthspan and lifespan extension by fecal microbiota transplantation into progeroid mice.,meets_full_text_eligibility,The report analyzes gut metagenomic profiles and ileal metabolomics and administers fecal microbiota transplantation in progeroid mice with healthspan/lifespan outcomes.
doi:10.1038/s41593-025-01889-3,10.1038/s41593-025-01889-3,Neuronal polyunsaturated fatty acids are protective in ALS/FTD,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41598-018-28606-4,10.1038/s41598-018-28606-4,Ectopic expression of a Brassica rapa AINTEGUMENTA gene (BrANT-1) increases organ size and stomatal density in Arabidopsis.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41598-022-07397-9,10.1038/s41598-022-07397-9,Reduced ech-6 expression attenuates fat-induced lifespan shortening in C. elegans.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41598-023-42231-w,10.1038/s41598-023-42231-w,Yoga maintains Th17/Treg cell homeostasis and reduces the rate of T cell aging in rheumatoid arthritis: a randomized controlled trial.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41598-024-72281-7,10.1038/s41598-024-72281-7,Proteomic Mendelian randomization to identify protein biomarkers of telomere length.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41598-025-11459-z,10.1038/s41598-025-11459-z,Poneratoxin as a key tool for investigating the relationship between sodium channel hypersensitivity and impaired nerve cell function,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41598-025-96038-y,10.1038/s41598-025-96038-y,Cathepsin D inhibits AGEs-induced phenotypic transformation in vascular smooth muscle cells.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s41598-026-51208-4,10.1038/s41598-026-51208-4,DNA hypermethylation of FGFR2 drives fibrosis in the aging kidney.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s42003-020-01227-2,10.1038/s42003-020-01227-2,Nrf2 contributes to the weight gain of mice during space travel.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s42003-024-06248-9,10.1038/s42003-024-06248-9,Palmitic acid induces lipid droplet accumulation and senescence in nucleus pulposus cells via ER-stress pathway.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s43587-021-00159-8,10.1038/s43587-021-00159-8,Mendelian randomization of genetically independent aging phenotypes identifies LPA and VCAM1 as biological targets for human aging,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s43587-023-00455-5,10.1038/s43587-023-00455-5,Multivariate genome-wide analysis of aging-related traits identifies novel loci and new drug targets for healthy aging,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s43587-023-00538-3,10.1038/s43587-023-00538-3,Longitudinal modeling of human neuronal aging reveals the contribution of the RCAN1-TFEB pathway to Huntington's disease neurodegeneration.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s43587-026-01069-3,10.1038/s43587-026-01069-3,Estropausal gut microbiota transplant improves measures of ovarian function in adult mice,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s43856-025-00942-3,10.1038/s43856-025-00942-3,Protection against APOE4-associated phenotypes with the longevity-promoting intervention 17α-estradiol in middle-aged male mice,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1038/s44319-025-00416-6,10.1038/s44319-025-00416-6,Developmental mitochondrial complex I activity determines lifespan.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1073/pnas.1818348116,10.1073/pnas.1818348116,Cellular senescence in progenitor cells contributes to diminished remyelination potential in progressive multiple sclerosis,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1073/pnas.2102895118,10.1073/pnas.2102895118,Identification of a KLF5-dependent program and drug development for skeletal muscle atrophy.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1089/ten.tea.2010.0085,10.1089/ten.tea.2010.0085,Sox11 is expressed in early progenitor human multipotent stromal cells and decreases with extensive expansion of the cells.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/ehjcvp/pvae038,10.1093/ehjcvp/pvae038,Utilizing genetics and proteomics to assess the role of antihypertensive drugs in human longevity and the underlying pathways: a Mendelian randomization study,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/eurheartj/ehaf1063,10.1093/eurheartj/ehaf1063,Endothelial ZBTB16: a molecular shield against cardiac aging,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/eurheartj/ehag191,10.1093/eurheartj/ehag191,Senescence-associated metabolic alterations aggravate calcific aortic valve disease,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/genetics/iyad073,10.1093/genetics/iyad073,Expression of retrotransposons contributes to aging in Drosophila.,meets_full_text_eligibility,Single-nucleus whole-genome sequencing and RNA-seq are analyzed. TE-specific shRNA reductions are applied and lifespan is measured.
doi:10.1093/gerona/glaf072,10.1093/gerona/glaf072,The Age-dependent Influence of the Infrapatellar Fat Pad on Chondrocyte Extracellular Matrix Production.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/geroni/igaf122.2542,10.1093/geroni/igaf122.2542,Exploring Acetyl-CoA-Mediated Beta-Hydroxybutyrate Enrichment in Yeast: A Mechanistic Link to Longevity,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/geroni/igy023.1445,10.1093/geroni/igy023.1445,CPNE2: A NEW REGULATOR OF LYSOSOMAL-MITOCHONDRIAL FUNCTION INVOLVED IN AGING AND DISEASE,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/hmg/ddab168,10.1093/hmg/ddab168,Coordinated pyruvate kinase activity is crucial for metabolic adaptation and cell survival during mitochondrial dysfunction,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/hmg/ddt365,10.1093/hmg/ddt365,Epigenetic regulation of COL15A1 in smooth muscle cell replicative aging and atherosclerosis.,meets_full_text_eligibility,"The current report performs an epigenome-wide DNA-methylation screen and gene-expression analyses in replicative aging, with demethylation/target perturbation experiments supporting a direct-perturbation anchor."
doi:10.1093/hmg/ddu520,10.1093/hmg/ddu520,Potentiation of neurotoxicity in double-mutant mice with Pink1 ablation and A53T-SNCA overexpression.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/nar/gkae1176,10.1093/nar/gkae1176,Downregulation of MLF1 safeguards cardiomyocytes against senescence-associated chromatin opening.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/nar/gkae426,10.1093/nar/gkae426,The p21CIP1-CDK4-DREAM axis is a master regulator of genotoxic stress-induced cellular senescence.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/nar/gkw802,10.1093/nar/gkw802,The lncRNA HOTAIR impacts on mesenchymal stem cells via triple helix formation.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/narmme/ugaf031,10.1093/narmme/ugaf031,Active chromatin marks and up-regulation of FOXC1 in uterine epithelial cells demarcate the onset of reproductive decline in aging females.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1093/toxsci/kfv243,10.1093/toxsci/kfv243,"An 8-Month Systems Toxicology Inhalation/Cessation Study in Apoe−/− Mice to Investigate Cardiovascular and Respiratory Exposure Effects of a Candidate Modified Risk Tobacco Product, THS 2.2, Compared With Conventional Cigarettes",excluded_after_full_text_assessment,"The stated objectives and endpoints are tobacco-exposure CVD/COPD, atherosclerosis, inflammation and emphysema. Senescence appears among impacted biological-process annotations and is not established as a substantive aging outcome, mechanism or intervention target."
doi:10.1096/fj.202501262rr,10.1096/fj.202501262rr,ZNF384 ‐Driven Fibulin‐1 Exacerbates Vascular Stiffness via TGF ‐β/Smad3‐Mediated Senescence and Fibrosis,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1097/01.hs9.0000967628.88191.88,10.1097/01.hs9.0000967628.88191.88,S179: HNRNPK OVEREXPRESSION DRIVES NUCLEOLAR ABERRANCIES CAUSING RIBOSOMPATHIES,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1097/01.hs9.0000967932.79281.37,10.1097/01.hs9.0000967932.79281.37,S255: CELLULAR SENESCENCE AND INFLAMMATORY PROGRAMS ARE UNINTENDED CONSEQUENCES OF CRISPR-CAS9 GENE EDITING IN HEMATOPOIETIC STEM AND PROGENITOR CELLS,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/153205,10.1101/153205,Doubling healthy lifespan using drug synergy,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2020.02.19.954578,10.1101/2020.02.19.954578,Integrated analysis of the aging brain transcriptome and proteome in tauopathy,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2020.05.11.088625,10.1101/2020.05.11.088625,Titan mice are a unique bred mammalian model to study obesity and aspects of metabolic syndrome,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2020.06.29.133702,10.1101/2020.06.29.133702,Genome-wide association studies identify 137 loci for DNA methylation biomarkers of ageing,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2020.11.02.364760,10.1101/2020.11.02.364760,Reduced ech-6 Expression Attenuates Fat-induced Premature Aging in C. elegans,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2020.12.15.422949,10.1101/2020.12.15.422949,Microbiome and Metabolome driven differentiation of TGF-β producing Tregs leads to Senescence and HIV latency,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2020.12.23.424226,10.1101/2020.12.23.424226,Overexpression of human alpha-Synuclein leads to dysregulated microbiome/metabolites with ageing in a rat model of Parkinson disease,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2021.01.22.427837,10.1101/2021.01.22.427837,Genetically independent phenotype analysis identifies LPA and VCAM1 as drug targets for human ageing,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2021.10.26.465828,10.1101/2021.10.26.465828,Glucose intolerance in aging is mediated by the Gpcpd1-GPC metabolic axis,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2022.01.06.22268846,10.1101/2022.01.06.22268846,"Genome-wide analyses of 200,453 individuals yields new insights into the causes and consequences of clonal hematopoiesis",meets_full_text_eligibility,The report explicitly performs Mendelian-randomization analyses using germline variants as instruments in addition to GWAS/TWAS/epigenomic analyses of age-related clonal hematopoiesis.
doi:10.1101/2022.10.09.511462,10.1101/2022.10.09.511462,Loss of cytoskeletal proteostasis links dysregulation of cell size and mechanotransduction in mesenchymal stem cell senescence,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
