record_id,arm,valid_five_runs,scope_all_tracked_exact,causal_role_required,causal_all_tracked_exact,causal_routing_fields_exact,all_tracked_fields_exact,decision_driving_fields_exact,single_repeat_route_exact,final_decision,final_exclusion_code,retry_success_count
doi:10.1101/2025.10.10.25337775,A0,True,True,True,True,True,True,True,True,exclude,EC5,0
doi:10.1101/2025.11.25.690439,A0,True,False,False,False,False,False,False,False,seek_full_text,none,0
doi:10.1101/2025.11.26.25341007,A0,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1111/acel.70103,A0,True,True,True,True,True,True,True,True,seek_full_text,none,7
doi:10.1111/acel.70351,A0,True,False,False,True,True,False,False,True,seek_full_text,none,1
doi:10.1161/hypertensionaha.123.19943,A0,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1172/jci196094,A0,True,True,False,False,True,True,True,True,exclude,EC3,0
doi:10.1186/s12967-026-08334-4,A0,True,True,False,False,False,True,True,True,exclude,EC1,1
doi:10.1186/s13073-026-01608-y,A0,True,False,False,False,True,False,False,True,seek_full_text,none,1
doi:10.1186/s40001-026-04887-8,A0,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.1186/s43162-026-00676-1,A0,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1186/s44365-026-00039-5,A0,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1210/jc.2014-2222,A0,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.3233/jad-170020,A0,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.3389/fncel.2014.00084,A0,True,False,False,False,True,False,False,True,seek_full_text,none,0
doi:10.3389/fpsyt.2023.1182536,A0,True,True,False,True,True,True,True,True,exclude,EC1,1
doi:10.3390/biology15060504,A0,True,True,False,False,False,True,True,True,exclude,EC4,0
doi:10.3390/clinpract15120233,A0,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3390/diseases14030085,A0,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/ijms262411941,A0,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/microorganisms13010161,A0,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3390/nu18030434,A0,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.52340/gs.2025.07.01.26,A0,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.7150/thno.62302,A0,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1002/cncr.29194,S,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.1007/s00251-026-01409-y,S,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s00335-026-10256-x,S,True,False,False,True,True,False,False,False,seek_full_text,none,0
doi:10.1007/s00592-026-02754-w,S,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12107-z,S,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12182-2,S,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12250-7,S,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s11427-025-3206-7,S,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.1007/s12015-026-11119-3,S,True,True,False,True,True,True,True,True,exclude,EC1,1
doi:10.1007/s12033-025-01416-6,S,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1007/s13205-026-04966-x,S,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1016/j.bbr.2026.116404,S,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1016/j.ccell.2024.09.002,S,True,True,True,False,True,False,True,True,seek_full_text,none,0
doi:10.1016/j.cels.2022.06.006,S,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1016/j.coi.2019.02.005,S,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1016/j.ijbiomac.2025.149976,S,True,True,True,False,True,False,True,True,seek_full_text,none,1
doi:10.1016/j.xcrm.2026.102797,S,True,False,False,True,True,False,False,False,seek_full_text,none,0
doi:10.1017/s1041610210001067,S,True,True,False,True,True,True,True,True,exclude,EC1,1
doi:10.1038/s41467-022-31085-x,S,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41467-026-75605-5,S,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1038/s41568-026-00935-x,S,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1038/s41574-026-01265-6,S,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1038/s41588-026-02639-2,S,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41593-022-01031-7,S,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41598-017-15755-1,S,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1039/d5fo05425g,S,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.1053/j.gastro.2024.12.031,S,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.1056/nejmoa2106516,S,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1080/19490976.2023.2282790,S,True,True,False,True,True,True,True,True,exclude,EC3,3
doi:10.1080/2162402x.2018.1490854,S,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1080/29933935.2025.2605879,S,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1093/hmg/ddu739,S,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1093/nar/gks1155,S,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1093/qjmed/hcaf108,S,True,True,True,True,True,True,True,True,seek_full_text,none,1
doi:10.1101/2023.07.04.547622,S,True,True,True,False,False,False,False,True,seek_full_text,none,0
doi:10.1101/2025.09.18.677241,S,True,True,False,False,False,True,True,True,exclude,EC4,0
doi:10.1101/2025.10.10.25337775,S,True,False,False,True,True,False,False,False,seek_full_text,none,0
doi:10.1101/2025.11.25.690439,S,True,False,False,False,False,False,False,False,seek_full_text,none,0
doi:10.1101/2025.11.26.25341007,S,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1111/acel.70103,S,True,True,True,True,True,True,True,True,seek_full_text,none,4
doi:10.1111/acel.70351,S,True,True,False,True,True,True,True,True,exclude,EC1,1
doi:10.1161/hypertensionaha.123.19943,S,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1172/jci196094,S,True,True,False,False,True,True,True,True,exclude,EC3,0
doi:10.1186/s12967-026-08334-4,S,True,True,False,False,False,True,True,True,exclude,EC1,1
doi:10.1186/s13073-026-01608-y,S,True,False,False,False,True,False,False,True,seek_full_text,none,0
doi:10.1186/s40001-026-04887-8,S,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1186/s43162-026-00676-1,S,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1186/s44365-026-00039-5,S,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1210/jc.2014-2222,S,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.3233/jad-170020,S,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.3389/fncel.2014.00084,S,True,True,False,False,True,True,True,True,exclude,EC3,0
doi:10.3389/fpsyt.2023.1182536,S,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.3390/biology15060504,S,True,True,False,False,False,True,True,True,exclude,EC4,0
doi:10.3390/clinpract15120233,S,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3390/diseases14030085,S,True,True,False,False,False,True,True,True,exclude,EC1,1
doi:10.3390/ijms262411941,S,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/microorganisms13010161,S,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.3390/nu18030434,S,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.52340/gs.2025.07.01.26,S,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.7150/thno.62302,S,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1002/cncr.29194,C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1007/s00251-026-01409-y,C,True,False,False,True,True,False,False,True,seek_full_text,none,1
doi:10.1007/s00335-026-10256-x,C,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.1007/s00592-026-02754-w,C,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12107-z,C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1007/s11033-026-12182-2,C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12250-7,C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1007/s11427-025-3206-7,C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1007/s12015-026-11119-3,C,True,False,False,True,True,False,False,True,seek_full_text,none,1
doi:10.1007/s12033-025-01416-6,C,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1007/s13205-026-04966-x,C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1016/j.bbr.2026.116404,C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1016/j.ccell.2024.09.002,C,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1016/j.cels.2022.06.006,C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1016/j.coi.2019.02.005,C,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1016/j.ijbiomac.2025.149976,C,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1016/j.xcrm.2026.102797,C,True,True,True,False,False,False,False,False,seek_full_text,none,0
doi:10.1017/s1041610210001067,C,True,False,False,True,True,False,False,False,seek_full_text,none,0
doi:10.1038/s41467-022-31085-x,C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41467-026-75605-5,C,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1038/s41568-026-00935-x,C,True,True,False,True,True,True,True,True,exclude,EC1,2
doi:10.1038/s41574-026-01265-6,C,True,True,False,True,True,True,True,True,exclude,EC1,2
doi:10.1038/s41588-026-02639-2,C,True,False,False,True,True,False,False,False,seek_full_text,none,1
doi:10.1038/s41593-022-01031-7,C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41598-017-15755-1,C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1039/d5fo05425g,C,True,False,False,True,True,False,False,False,seek_full_text,none,2
doi:10.1053/j.gastro.2024.12.031,C,True,True,False,True,True,True,True,True,exclude,EC3,2
doi:10.1056/nejmoa2106516,C,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1080/19490976.2023.2282790,C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1080/2162402x.2018.1490854,C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1080/29933935.2025.2605879,C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1093/hmg/ddu739,C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1093/nar/gks1155,C,False,False,False,False,False,False,False,False,manual_review,none,0
doi:10.1093/qjmed/hcaf108,C,True,True,True,True,True,True,True,True,seek_full_text,none,1
doi:10.1101/2023.07.04.547622,C,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1101/2025.09.18.677241,C,True,True,False,True,True,True,True,True,exclude,EC4,0
doi:10.1101/2025.10.10.25337775,C,True,True,True,True,True,True,True,True,exclude,EC5,0
doi:10.1101/2025.11.25.690439,C,True,False,False,False,False,False,False,False,seek_full_text,none,0
doi:10.1101/2025.11.26.25341007,C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1111/acel.70103,C,True,True,True,True,True,True,True,True,seek_full_text,none,3
doi:10.1111/acel.70351,C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1161/hypertensionaha.123.19943,C,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1172/jci196094,C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1186/s12967-026-08334-4,C,True,True,False,True,True,True,True,True,exclude,EC1,1
doi:10.1186/s13073-026-01608-y,C,True,False,False,True,True,False,False,True,seek_full_text,none,1
doi:10.1186/s40001-026-04887-8,C,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.1186/s43162-026-00676-1,C,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1186/s44365-026-00039-5,C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1210/jc.2014-2222,C,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.3233/jad-170020,C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.3389/fncel.2014.00084,C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3389/fpsyt.2023.1182536,C,True,True,False,True,True,True,True,True,exclude,EC1,1
doi:10.3390/biology15060504,C,True,True,False,True,True,True,True,True,exclude,EC4,0
doi:10.3390/clinpract15120233,C,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/diseases14030085,C,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/ijms262411941,C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3390/microorganisms13010161,C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3390/nu18030434,C,True,True,False,False,True,True,True,True,exclude,EC3,0
doi:10.52340/gs.2025.07.01.26,C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.7150/thno.62302,C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1002/cncr.29194,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1007/s00251-026-01409-y,S+C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s00335-026-10256-x,S+C,True,False,False,True,True,False,False,False,seek_full_text,none,1
doi:10.1007/s00592-026-02754-w,S+C,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12107-z,S+C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12182-2,S+C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12250-7,S+C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s11427-025-3206-7,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1007/s12015-026-11119-3,S+C,True,True,False,True,True,True,True,True,exclude,EC1,1
doi:10.1007/s12033-025-01416-6,S+C,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1007/s13205-026-04966-x,S+C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1016/j.bbr.2026.116404,S+C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1016/j.ccell.2024.09.002,S+C,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1016/j.cels.2022.06.006,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1016/j.coi.2019.02.005,S+C,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1016/j.ijbiomac.2025.149976,S+C,True,True,True,True,True,True,True,True,seek_full_text,none,1
doi:10.1016/j.xcrm.2026.102797,S+C,True,False,False,False,False,False,False,False,seek_full_text,none,0
doi:10.1017/s1041610210001067,S+C,True,True,False,True,True,True,True,True,exclude,EC1,1
doi:10.1038/s41467-022-31085-x,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41467-026-75605-5,S+C,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1038/s41568-026-00935-x,S+C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1038/s41574-026-01265-6,S+C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1038/s41588-026-02639-2,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41593-022-01031-7,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41598-017-15755-1,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1039/d5fo05425g,S+C,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.1053/j.gastro.2024.12.031,S+C,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.1056/nejmoa2106516,S+C,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1080/19490976.2023.2282790,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1080/2162402x.2018.1490854,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1080/29933935.2025.2605879,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1093/hmg/ddu739,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1093/nar/gks1155,S+C,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1093/qjmed/hcaf108,S+C,True,True,True,True,True,True,True,True,seek_full_text,none,1
doi:10.1101/2023.07.04.547622,S+C,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1101/2025.09.18.677241,S+C,True,True,False,True,True,True,True,True,exclude,EC4,0
doi:10.1101/2025.10.10.25337775,S+C,True,False,False,True,True,False,False,False,seek_full_text,none,0
doi:10.1101/2025.11.25.690439,S+C,True,False,False,False,False,False,False,False,seek_full_text,none,0
doi:10.1101/2025.11.26.25341007,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1111/acel.70103,S+C,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1111/acel.70351,S+C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1161/hypertensionaha.123.19943,S+C,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1172/jci196094,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1186/s12967-026-08334-4,S+C,True,True,False,True,True,True,True,True,exclude,EC1,1
doi:10.1186/s13073-026-01608-y,S+C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1186/s40001-026-04887-8,S+C,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1186/s43162-026-00676-1,S+C,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1186/s44365-026-00039-5,S+C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1210/jc.2014-2222,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.3233/jad-170020,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.3389/fncel.2014.00084,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.3389/fpsyt.2023.1182536,S+C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.3390/biology15060504,S+C,True,True,False,True,True,True,True,True,exclude,EC4,0
doi:10.3390/clinpract15120233,S+C,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/diseases14030085,S+C,True,True,False,False,False,True,True,True,exclude,EC1,1
doi:10.3390/ijms262411941,S+C,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3390/microorganisms13010161,S+C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.3390/nu18030434,S+C,True,True,False,False,True,True,True,True,exclude,EC3,0
doi:10.52340/gs.2025.07.01.26,S+C,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.7150/thno.62302,S+C,True,True,False,True,True,True,True,True,exclude,EC3,0
