arm,report_id,document_id,work_unit_id,repeat,status,attempts,first_attempt_schema_valid,first_attempt_grounding_valid,terminal_schema_valid,terminal_grounding_valid,analysis_count,returned_evidence_reference_count,resolved_evidence_reference_count,all_field_inventory_sha256,decision_and_grounding_sha256,terminal_path
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-002,1,ok,1,True,True,True,True,2,10,10,18d04c174ae8448964f8f0ce65d3a2842311fd63e39ee7664683bd62a55608d4,be1e24b31a9b2005786b000d0ebea6b40fff36b8eeca98b37b26fd8345b73dc9,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-002/repeat-01/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-002,2,ok,1,True,True,True,True,4,12,12,ad647d5bf90becd7cbc4cda99e5d37e9da2dcf36d139a74b915a97bd8b154c11,dedfb04c7d1fa797e4ff731de0dd2a3283b65439c75f7bdc597be8af3812deca,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-002/repeat-02/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-003,1,ok,1,True,True,True,True,5,17,17,633c2164799d2e4ccbf3b2c63c02b5404963d7c06c74c3925a1cade23d843bb6,0a31fd6bf0ad874bea80850026e27f27379ffd1ae4fbe0679ca7ca869443ca51,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-003/repeat-01/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-003,2,ok,1,True,True,True,True,3,11,11,f58d7cdfe6dc331e631d6dab3e03a7196c3c874794c94e4807ceb4414049b092,8d49d70db6f2f9d83f8c341dab56b164f654707c3a13913374d5321af8f7865c,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-003/repeat-02/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-004,1,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-004/repeat-01/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-004,2,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-004/repeat-02/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-005,1,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-005/repeat-01/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-005,2,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-005/repeat-02/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-006,1,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-006/repeat-01/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-006,2,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-006/repeat-02/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-007,1,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-007/repeat-01/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-007,2,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-007/repeat-02/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-008,1,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-008/repeat-01/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-008,2,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-008/repeat-02/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-009,1,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-009/repeat-01/terminal.json
evidence_atom_id,doi:10.1126/sciadv.adu2294,doi_3a71e49045b4f0b5,analysis-window-009,2,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_3a71e49045b4f0b5/analysis-window-009/repeat-02/terminal.json
evidence_atom_id,doi:10.2147/jir.s545622,doi_a8004e4211e0472d,analysis-window-001,1,ok,1,True,True,True,True,2,11,11,f20356ec6f9c72c3363d15f8028431f0b91451f6dcdd4c0837090e501a52d8f9,1bae5d0cf09995e1b84fa44dc41df5d990678cf8bc6a3bc7394c5921a09d621b,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_a8004e4211e0472d/analysis-window-001/repeat-01/terminal.json
evidence_atom_id,doi:10.2147/jir.s545622,doi_a8004e4211e0472d,analysis-window-001,2,ok,1,True,True,True,True,2,8,8,799210aabd4287f711195eb81b9b7c0d349a7e32d47ef0e1952e1963042ce4f0,1ab281c5a3dc7538c93dc4eb772c555469e10e657ee5bc2c7bc795f73da0973f,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_a8004e4211e0472d/analysis-window-001/repeat-02/terminal.json
evidence_atom_id,doi:10.2147/jir.s545622,doi_a8004e4211e0472d,analysis-window-002,1,ok,1,True,True,True,True,5,17,17,31cdae3a8457b0e5d8d39b1dafe977cb81be4b8a3455e84766108ed246424717,1d33ca3252958828bd6828ef1594c7bc78cb3b56c641b5f751111268e4f9db7e,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_a8004e4211e0472d/analysis-window-002/repeat-01/terminal.json
evidence_atom_id,doi:10.2147/jir.s545622,doi_a8004e4211e0472d,analysis-window-002,2,ok,1,True,True,True,True,6,20,20,5f80faad83afa6c331eb2ccb1b9a69d0ed4463ed3c8ee505eecb56c463073b72,0d052868b025c1ad8e1b71acefdd6341154377672b1892853aa5982efb6d5d72,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_a8004e4211e0472d/analysis-window-002/repeat-02/terminal.json
evidence_atom_id,doi:10.2147/jir.s545622,doi_a8004e4211e0472d,analysis-window-003,1,ok,1,True,True,True,True,3,6,6,3fb4ba767ef959fcdceb8077c2ad5472a96a64fc643636b5191bbe950df6253d,eb5f5c0dddcdc6051452c47e345987f383c3924423fc612da1a33512227dbdc0,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_a8004e4211e0472d/analysis-window-003/repeat-01/terminal.json
evidence_atom_id,doi:10.2147/jir.s545622,doi_a8004e4211e0472d,analysis-window-003,2,ok,1,True,True,True,True,3,12,12,248f862304d919365871b74a2e30c6d9735a41060fcf51e219d938fe6d896ca3,3ee0c9826fa3348a473dc330d1eb13e9dc4edb59b9d850d5b0f52c0d5ea540a6,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_a8004e4211e0472d/analysis-window-003/repeat-02/terminal.json
evidence_atom_id,doi:10.2147/jir.s545622,doi_a8004e4211e0472d,analysis-window-004,1,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_a8004e4211e0472d/analysis-window-004/repeat-01/terminal.json
evidence_atom_id,doi:10.2147/jir.s545622,doi_a8004e4211e0472d,analysis-window-004,2,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_a8004e4211e0472d/analysis-window-004/repeat-02/terminal.json
evidence_atom_id,doi:10.1038/s41413-025-00422-3,doi_af10f681ac31970c,analysis-window-001,1,ok,1,True,True,True,True,8,30,30,822be2aa25f4c1d0af56a95175c519b8700416608753a1c0a4d9a94a589a9813,a337dcff61a29c2c3c6135ed7490735d21165bac57a165c0a9366d6ac5a43bb3,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_af10f681ac31970c/analysis-window-001/repeat-01/terminal.json
evidence_atom_id,doi:10.1038/s41413-025-00422-3,doi_af10f681ac31970c,analysis-window-001,2,ok,1,True,True,True,True,8,36,36,dce53db8e09448b13bf25bcb1ffddf76c7952844ff81e9ef07382bc3241f7179,39a30f7b5e1d4aa3eafab4fec5ac325e3cc6c640bb22737948b3b3f6fd7de858,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_af10f681ac31970c/analysis-window-001/repeat-02/terminal.json
evidence_atom_id,doi:10.1038/s41413-025-00422-3,doi_af10f681ac31970c,analysis-window-002,1,ok,1,True,True,True,True,10,54,54,4277842010b8a4bc52ff8be8eb9b6999003e348380b6670281fce37d60508151,a0f82e1c525ab8ce0d8474ca39cc786583818c8cefc7ec62d7b37cb116672bd1,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_af10f681ac31970c/analysis-window-002/repeat-01/terminal.json
evidence_atom_id,doi:10.1038/s41413-025-00422-3,doi_af10f681ac31970c,analysis-window-002,2,ok,1,True,True,True,True,6,36,36,650b218aa608770795dfe7d1ed0cf46dd04433066a5b5e20d2d575b9714a4bfe,e27822487293feba73dca313e1182ba4399ca91bf82531d259fe8fb20c259e09,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_af10f681ac31970c/analysis-window-002/repeat-02/terminal.json
evidence_atom_id,doi:10.1038/s41413-025-00422-3,doi_af10f681ac31970c,analysis-window-003,1,ok,1,True,True,True,True,3,14,14,efa95ceb33455386cff44f887be59355500d7655fec95190069bbdd6e8caf374,e325577fd27ead20e62e9953822ba107fc09b2c05fac0d2166508689d44fdb5d,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_af10f681ac31970c/analysis-window-003/repeat-01/terminal.json
evidence_atom_id,doi:10.1038/s41413-025-00422-3,doi_af10f681ac31970c,analysis-window-003,2,ok,1,True,True,True,True,1,4,4,331f47be2a43edbde84ed92f3e6745d42eb0109f2a2a134ae354d2b5ea807076,16572a4deb768faad4e184c093cb94331a114935764b7ad0d5621689ff7fc017,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_af10f681ac31970c/analysis-window-003/repeat-02/terminal.json
evidence_atom_id,doi:10.1038/s41413-025-00422-3,doi_af10f681ac31970c,analysis-window-004,1,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_af10f681ac31970c/analysis-window-004/repeat-01/terminal.json
evidence_atom_id,doi:10.1038/s41413-025-00422-3,doi_af10f681ac31970c,analysis-window-004,2,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_af10f681ac31970c/analysis-window-004/repeat-02/terminal.json
evidence_atom_id,doi:10.1038/s41413-025-00422-3,doi_af10f681ac31970c,analysis-window-005,1,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_af10f681ac31970c/analysis-window-005/repeat-01/terminal.json
evidence_atom_id,doi:10.1038/s41413-025-00422-3,doi_af10f681ac31970c,analysis-window-005,2,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_af10f681ac31970c/analysis-window-005/repeat-02/terminal.json
evidence_atom_id,doi:10.1186/s12967-026-07766-2,doi_b9624237438f1188,analysis-window-001,1,ok,1,True,True,True,True,3,18,18,7d48e4e96f7f3e9e60de5a472e11ae58e16e34441a7818638d513d0bd0640e5c,154855d2eacc2109e7382f524f34827cbcd4028cd6661abaaf3a422c06b3e6cb,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_b9624237438f1188/analysis-window-001/repeat-01/terminal.json
evidence_atom_id,doi:10.1186/s12967-026-07766-2,doi_b9624237438f1188,analysis-window-001,2,ok,1,True,True,True,True,3,14,14,47b0b57dcb312ff95c2cd4789fe796a6249a23f10dba0b66a699b610007916bc,a7fcb88c4497177a08d7953379592da98cdda7f86ba7cdca86d1c89701086415,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_b9624237438f1188/analysis-window-001/repeat-02/terminal.json
evidence_atom_id,doi:10.1186/s12967-026-07766-2,doi_b9624237438f1188,analysis-window-002,1,ok,1,True,True,True,True,8,23,23,fc9632345801b6d739c67085972a62c2803a0d17a37b88178f554988530bb276,cd66a5fcbe4576736a03cd2babd604b3652ebd31e6e7cf400ea79ec1e0a5d995,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_b9624237438f1188/analysis-window-002/repeat-01/terminal.json
evidence_atom_id,doi:10.1186/s12967-026-07766-2,doi_b9624237438f1188,analysis-window-002,2,ok,1,True,True,True,True,5,26,26,567b7c20e740f88babb62c4bd04b550fb74dcb56afb214d97117c2c7db16ddf6,7903faf7a2ca4133987fce5b4ea84eada0b3a51ecd7851457be4fc1a4f517591,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_b9624237438f1188/analysis-window-002/repeat-02/terminal.json
evidence_atom_id,doi:10.1186/s12967-026-07766-2,doi_b9624237438f1188,analysis-window-003,1,ok,1,True,True,True,True,4,22,22,508d354ac62b6581cadad28ae54d75f2cc047210cb4da93980e042e69b83b21c,45c59085f2d0cac4612574d54b6b3d24e78b0029bf43cbeade0fb9ce4ab0a8dd,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_b9624237438f1188/analysis-window-003/repeat-01/terminal.json
evidence_atom_id,doi:10.1186/s12967-026-07766-2,doi_b9624237438f1188,analysis-window-003,2,ok,1,True,True,True,True,5,28,28,de896f40bfb58c841ec336712ea4ffcb253564b1faf327aad6bd4015909de7a0,cee268f175099d4029e76f1217e7990c4044c9f62d87c9b17de4bcfaa88ebbd5,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_b9624237438f1188/analysis-window-003/repeat-02/terminal.json
evidence_atom_id,doi:10.1186/s12967-026-07766-2,doi_b9624237438f1188,analysis-window-004,1,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_b9624237438f1188/analysis-window-004/repeat-01/terminal.json
evidence_atom_id,doi:10.1186/s12967-026-07766-2,doi_b9624237438f1188,analysis-window-004,2,ok,1,True,True,True,True,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_b9624237438f1188/analysis-window-004/repeat-02/terminal.json
evidence_atom_id,doi:10.1016/j.ccell.2024.09.002,doi_d6b8a2976255b1df,analysis-window-001,1,ok,1,True,True,True,True,3,11,11,b39c1bce94cdc9cfc2bc0e318927be85b5a6fa32433734e591cd5d52e419fcb3,cf90636ca9f82066529c471130c217b023ae7c7e32b1e3b3e97b40e3bd1361d2,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_d6b8a2976255b1df/analysis-window-001/repeat-01/terminal.json
evidence_atom_id,doi:10.1016/j.ccell.2024.09.002,doi_d6b8a2976255b1df,analysis-window-001,2,ok,1,True,True,True,True,4,11,11,9cf7bf9085f35399220e4b7b6026e23d828deefd76b54cb559f9693267555954,fdaf40d82919277b119c299eff92bed7cabd36a0a7cfdb2536cc1e1519b50c15,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_d6b8a2976255b1df/analysis-window-001/repeat-02/terminal.json
evidence_atom_id,doi:10.1016/j.ccell.2024.09.002,doi_d6b8a2976255b1df,analysis-window-002,1,ok,1,True,True,True,True,4,23,23,c4816481209848ad583327f3e9ab975c775b9959b942f82ac57f68db17bb225d,b790c77dd13c6c3963eb05e116c5d88f0ebe45d5fdce1bafaf58be565cf01631,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_d6b8a2976255b1df/analysis-window-002/repeat-01/terminal.json
evidence_atom_id,doi:10.1016/j.ccell.2024.09.002,doi_d6b8a2976255b1df,analysis-window-002,2,ok,1,True,True,True,True,6,24,24,f1573726874bdd22db1aba51497892c7fa0110cebcad5ea3fc5f987e4a6770bc,6aa4eede2e6105535d70d9530eef3493893a5adb5d19fe2ddc8a7f03a295ee48,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_d6b8a2976255b1df/analysis-window-002/repeat-02/terminal.json
evidence_atom_id,doi:10.1016/j.ccell.2024.09.002,doi_d6b8a2976255b1df,analysis-window-003,1,ok,1,True,True,True,True,7,26,26,92ab254988822edf0dec838cbb34a804c2d3121a285f02dc728815c6e53e3c5f,c1bcaa9967c04100ee9606991d579bbcebb1de060321678f49d3ac8cb2d354c2,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_d6b8a2976255b1df/analysis-window-003/repeat-01/terminal.json
evidence_atom_id,doi:10.1016/j.ccell.2024.09.002,doi_d6b8a2976255b1df,analysis-window-003,2,ok,1,True,True,True,True,2,8,8,a98e7241af30784f177c642601ad108eaa6a0f452f8925135a4c040d5ae4d8ce,9779bdbcf3e2ef1e950b22a30760d67fed1895278b3fda56c799dd65193b4a6a,data/causal_extraction/e0_grounding/v0.1.0_run1/calls/evidence_atom_id/doi_d6b8a2976255b1df/analysis-window-003/repeat-02/terminal.json
