record_id,arm,valid_five_runs,scope_all_tracked_exact,causal_role_required,causal_all_tracked_exact,causal_routing_fields_exact,all_tracked_fields_exact,decision_driving_fields_exact,single_repeat_route_exact,final_decision,final_exclusion_code,retry_success_count
doi:10.1101/2025.10.10.25337775,A0,True,True,True,True,True,True,True,True,exclude,EC5,0
doi:10.1101/2025.11.25.690439,A0,True,False,False,False,False,False,False,False,seek_full_text,none,0
doi:10.1101/2025.11.26.25341007,A0,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1111/acel.70103,A0,True,True,True,True,True,True,True,True,seek_full_text,none,7
doi:10.1111/acel.70351,A0,True,False,False,True,True,False,False,True,seek_full_text,none,1
doi:10.1161/hypertensionaha.123.19943,A0,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1172/jci196094,A0,True,True,False,False,True,True,True,True,exclude,EC3,0
doi:10.1186/s12967-026-08334-4,A0,True,True,False,False,False,True,True,True,exclude,EC1,1
doi:10.1186/s13073-026-01608-y,A0,True,False,False,False,True,False,False,True,seek_full_text,none,1
doi:10.1186/s40001-026-04887-8,A0,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.1186/s43162-026-00676-1,A0,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1186/s44365-026-00039-5,A0,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1210/jc.2014-2222,A0,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.3233/jad-170020,A0,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.3389/fncel.2014.00084,A0,True,False,False,False,True,False,False,True,seek_full_text,none,0
doi:10.3389/fpsyt.2023.1182536,A0,True,True,False,True,True,True,True,True,exclude,EC1,1
doi:10.3390/biology15060504,A0,True,True,False,False,False,True,True,True,exclude,EC4,0
doi:10.3390/clinpract15120233,A0,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3390/diseases14030085,A0,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/ijms262411941,A0,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/microorganisms13010161,A0,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3390/nu18030434,A0,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.52340/gs.2025.07.01.26,A0,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.7150/thno.62302,A0,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1002/cncr.29194,M,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.1007/s00251-026-01409-y,M,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s00335-026-10256-x,M,True,False,False,True,True,False,False,False,seek_full_text,none,0
doi:10.1007/s00592-026-02754-w,M,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12107-z,M,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12182-2,M,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12250-7,M,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s11427-025-3206-7,M,True,True,False,True,True,True,True,True,exclude,EC3,2
doi:10.1007/s12015-026-11119-3,M,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1007/s12033-025-01416-6,M,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1007/s13205-026-04966-x,M,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1016/j.bbr.2026.116404,M,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1016/j.ccell.2024.09.002,M,True,True,True,False,True,False,True,True,seek_full_text,none,0
doi:10.1016/j.cels.2022.06.006,M,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1016/j.coi.2019.02.005,M,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1016/j.ijbiomac.2025.149976,M,True,True,True,False,True,False,True,True,seek_full_text,none,0
doi:10.1016/j.xcrm.2026.102797,M,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1017/s1041610210001067,M,True,False,False,True,True,False,False,False,seek_full_text,none,1
doi:10.1038/s41467-022-31085-x,M,False,False,False,False,False,False,False,False,manual_review,none,0
doi:10.1038/s41467-026-75605-5,M,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1038/s41568-026-00935-x,M,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1038/s41574-026-01265-6,M,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1038/s41588-026-02639-2,M,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41593-022-01031-7,M,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41598-017-15755-1,M,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1039/d5fo05425g,M,True,False,False,True,True,False,False,False,seek_full_text,none,1
doi:10.1053/j.gastro.2024.12.031,M,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.1056/nejmoa2106516,M,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1080/19490976.2023.2282790,M,True,True,False,True,True,True,True,True,exclude,EC3,3
doi:10.1080/2162402x.2018.1490854,M,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1080/29933935.2025.2605879,M,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1093/hmg/ddu739,M,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1093/nar/gks1155,M,True,True,False,True,True,True,True,True,exclude,EC1,2
doi:10.1093/qjmed/hcaf108,M,True,True,True,True,True,True,True,True,seek_full_text,none,1
doi:10.1101/2023.07.04.547622,M,True,True,True,False,False,False,False,True,seek_full_text,none,0
doi:10.1101/2025.09.18.677241,M,True,True,False,False,False,True,True,True,exclude,EC4,0
doi:10.1101/2025.10.10.25337775,M,True,True,True,True,True,True,True,True,exclude,EC5,0
doi:10.1101/2025.11.25.690439,M,True,False,False,False,False,False,False,False,seek_full_text,none,0
doi:10.1101/2025.11.26.25341007,M,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1111/acel.70103,M,True,True,True,True,True,True,True,True,seek_full_text,none,4
doi:10.1111/acel.70351,M,True,True,False,True,True,True,True,True,exclude,EC1,1
doi:10.1161/hypertensionaha.123.19943,M,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.1172/jci196094,M,True,True,False,False,True,True,True,True,exclude,EC3,0
doi:10.1186/s12967-026-08334-4,M,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.1186/s13073-026-01608-y,M,True,False,False,False,True,False,False,True,seek_full_text,none,0
doi:10.1186/s40001-026-04887-8,M,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.1186/s43162-026-00676-1,M,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1186/s44365-026-00039-5,M,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1210/jc.2014-2222,M,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.3233/jad-170020,M,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.3389/fncel.2014.00084,M,True,False,False,False,True,False,False,True,seek_full_text,none,0
doi:10.3389/fpsyt.2023.1182536,M,True,False,False,True,True,False,False,True,seek_full_text,none,1
doi:10.3390/biology15060504,M,True,True,False,False,False,True,True,True,exclude,EC4,1
doi:10.3390/clinpract15120233,M,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3390/diseases14030085,M,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/ijms262411941,M,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/microorganisms13010161,M,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3390/nu18030434,M,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.52340/gs.2025.07.01.26,M,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.7150/thno.62302,M,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1002/cncr.29194,D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1007/s00251-026-01409-y,D,True,False,False,True,True,False,False,True,seek_full_text,none,1
doi:10.1007/s00335-026-10256-x,D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1007/s00592-026-02754-w,D,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12107-z,D,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.1007/s11033-026-12182-2,D,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12250-7,D,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.1007/s11427-025-3206-7,D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1007/s12015-026-11119-3,D,True,False,False,True,True,False,False,True,seek_full_text,none,1
doi:10.1007/s12033-025-01416-6,D,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1007/s13205-026-04966-x,D,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1016/j.bbr.2026.116404,D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1016/j.ccell.2024.09.002,D,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1016/j.cels.2022.06.006,D,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1016/j.coi.2019.02.005,D,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1016/j.ijbiomac.2025.149976,D,True,True,True,False,True,False,True,True,seek_full_text,none,0
doi:10.1016/j.xcrm.2026.102797,D,True,True,True,False,False,False,False,True,seek_full_text,none,0
doi:10.1017/s1041610210001067,D,True,False,False,True,True,False,False,False,seek_full_text,none,0
doi:10.1038/s41467-022-31085-x,D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41467-026-75605-5,D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41568-026-00935-x,D,True,True,False,True,True,True,True,True,exclude,EC1,2
doi:10.1038/s41574-026-01265-6,D,True,True,False,True,True,True,True,True,exclude,EC1,2
doi:10.1038/s41588-026-02639-2,D,True,False,False,True,True,False,False,False,seek_full_text,none,1
doi:10.1038/s41593-022-01031-7,D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41598-017-15755-1,D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1039/d5fo05425g,D,True,False,False,True,True,False,False,False,seek_full_text,none,2
doi:10.1053/j.gastro.2024.12.031,D,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.1056/nejmoa2106516,D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1080/19490976.2023.2282790,D,True,True,False,True,True,True,True,True,exclude,EC3,2
doi:10.1080/2162402x.2018.1490854,D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1080/29933935.2025.2605879,D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1093/hmg/ddu739,D,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1093/nar/gks1155,D,False,False,False,False,False,False,False,False,manual_review,none,0
doi:10.1093/qjmed/hcaf108,D,True,True,True,True,True,True,True,True,seek_full_text,none,1
doi:10.1101/2023.07.04.547622,D,True,True,True,False,False,False,False,True,seek_full_text,none,0
doi:10.1101/2025.09.18.677241,D,True,True,False,False,False,True,True,True,exclude,EC4,0
doi:10.1101/2025.10.10.25337775,D,True,True,True,True,True,True,True,True,exclude,EC5,0
doi:10.1101/2025.11.25.690439,D,True,False,False,False,False,False,False,False,seek_full_text,none,0
doi:10.1101/2025.11.26.25341007,D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1111/acel.70103,D,True,True,True,True,True,True,True,True,seek_full_text,none,3
doi:10.1111/acel.70351,D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1161/hypertensionaha.123.19943,D,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1172/jci196094,D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1186/s12967-026-08334-4,D,True,True,False,False,False,True,True,True,exclude,EC1,1
doi:10.1186/s13073-026-01608-y,D,True,False,False,True,True,False,False,True,seek_full_text,none,1
doi:10.1186/s40001-026-04887-8,D,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.1186/s43162-026-00676-1,D,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1186/s44365-026-00039-5,D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1210/jc.2014-2222,D,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.3233/jad-170020,D,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.3389/fncel.2014.00084,D,True,False,False,True,True,False,False,True,seek_full_text,none,1
doi:10.3389/fpsyt.2023.1182536,D,True,True,False,True,True,True,True,True,exclude,EC1,1
doi:10.3390/biology15060504,D,True,True,False,False,False,True,True,True,exclude,EC4,0
doi:10.3390/clinpract15120233,D,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/diseases14030085,D,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/ijms262411941,D,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/microorganisms13010161,D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3390/nu18030434,D,True,True,False,False,True,True,True,True,exclude,EC3,0
doi:10.52340/gs.2025.07.01.26,D,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.7150/thno.62302,D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1002/cncr.29194,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1007/s00251-026-01409-y,M+D,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s00335-026-10256-x,M+D,True,False,False,True,True,False,False,False,seek_full_text,none,0
doi:10.1007/s00592-026-02754-w,M+D,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12107-z,M+D,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12182-2,M+D,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1007/s11033-026-12250-7,M+D,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1007/s11427-025-3206-7,M+D,True,True,False,True,True,True,True,True,exclude,EC3,1
doi:10.1007/s12015-026-11119-3,M+D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1007/s12033-025-01416-6,M+D,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1007/s13205-026-04966-x,M+D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1016/j.bbr.2026.116404,M+D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1016/j.ccell.2024.09.002,M+D,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1016/j.cels.2022.06.006,M+D,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1016/j.coi.2019.02.005,M+D,True,True,False,False,False,True,True,True,exclude,EC1,0
doi:10.1016/j.ijbiomac.2025.149976,M+D,True,True,True,False,True,False,True,True,seek_full_text,none,0
doi:10.1016/j.xcrm.2026.102797,M+D,True,True,True,False,False,False,False,True,seek_full_text,none,0
doi:10.1017/s1041610210001067,M+D,True,False,False,True,True,False,False,False,seek_full_text,none,1
doi:10.1038/s41467-022-31085-x,M+D,False,False,False,False,False,False,False,False,manual_review,none,0
doi:10.1038/s41467-026-75605-5,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41568-026-00935-x,M+D,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1038/s41574-026-01265-6,M+D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1038/s41588-026-02639-2,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41593-022-01031-7,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1038/s41598-017-15755-1,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1039/d5fo05425g,M+D,True,False,False,True,True,False,False,False,seek_full_text,none,1
doi:10.1053/j.gastro.2024.12.031,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1056/nejmoa2106516,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1080/19490976.2023.2282790,M+D,True,True,False,True,True,True,True,True,exclude,EC3,2
doi:10.1080/2162402x.2018.1490854,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1080/29933935.2025.2605879,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1093/hmg/ddu739,M+D,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.1093/nar/gks1155,M+D,True,True,False,True,True,True,True,True,exclude,EC1,2
doi:10.1093/qjmed/hcaf108,M+D,True,True,True,True,True,True,True,True,seek_full_text,none,1
doi:10.1101/2023.07.04.547622,M+D,True,True,True,False,False,False,False,True,seek_full_text,none,0
doi:10.1101/2025.09.18.677241,M+D,True,True,False,False,False,True,True,True,exclude,EC4,0
doi:10.1101/2025.10.10.25337775,M+D,True,True,True,True,True,True,True,True,exclude,EC5,0
doi:10.1101/2025.11.25.690439,M+D,True,False,False,False,False,False,False,False,seek_full_text,none,0
doi:10.1101/2025.11.26.25341007,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1111/acel.70103,M+D,True,True,True,True,True,True,True,True,seek_full_text,none,0
doi:10.1111/acel.70351,M+D,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1161/hypertensionaha.123.19943,M+D,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.1172/jci196094,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.1186/s12967-026-08334-4,M+D,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.1186/s13073-026-01608-y,M+D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1186/s40001-026-04887-8,M+D,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.1186/s43162-026-00676-1,M+D,True,True,False,True,True,True,True,True,exclude,EC1,0
doi:10.1186/s44365-026-00039-5,M+D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.1210/jc.2014-2222,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
doi:10.3233/jad-170020,M+D,True,True,False,False,False,True,True,True,exclude,EC3,0
doi:10.3389/fncel.2014.00084,M+D,True,False,False,True,True,False,False,True,seek_full_text,none,1
doi:10.3389/fpsyt.2023.1182536,M+D,True,False,False,True,True,False,False,True,seek_full_text,none,1
doi:10.3390/biology15060504,M+D,True,True,False,False,False,True,True,True,exclude,EC4,1
doi:10.3390/clinpract15120233,M+D,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/diseases14030085,M+D,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/ijms262411941,M+D,True,False,False,False,False,False,False,True,seek_full_text,none,0
doi:10.3390/microorganisms13010161,M+D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.3390/nu18030434,M+D,True,True,False,False,True,True,True,True,exclude,EC3,0
doi:10.52340/gs.2025.07.01.26,M+D,True,False,False,True,True,False,False,True,seek_full_text,none,0
doi:10.7150/thno.62302,M+D,True,True,False,True,True,True,True,True,exclude,EC3,0
