source,source_record_id,title,abstract,year,publication_date,doi,pmid,pmcid,authors,venue,document_type,language,url,is_preprint,raw_page,query_branches,local_multiomics_match,local_explicit_multiomics_match,local_layer_pair_match,local_omics_layer_count,local_omics_layers,local_aging_match,local_causal_anchor_match,local_three_block_match
pubmed,42127905,"Healthful plant-based diet, gut enterotype, and cognition in a rural Chinese elderly cohort: A longitudinal multi-omics study.","The gut microbiome may shape how diet influences cognitive aging, but population-based evidence remains limited. In 784 older adults living in rural China (70-98 years old) with fecal metagenomics and structured dietary assessment, a modified healthful plant-based diet index (mHPDI) is associated with distinct gut microbial structure and taxonomic shifts (15 species, 17 genera). Among participants with repeated cognitive measurements, higher mHPDI is associated with better global cognition, with stronger benefits in participants with non-Prevotella-dominant enterotypes (highest versus lowest tertile β = 0.34, 95% confidence interval [CI], 0.16 to 0.52) than in those with a Prevotella-dominant enterotype (0.04, -0.22 to 0.29; p interaction = 0.04). Enterotype-associated differences in microbial metabolic pathways, including preQ0 and L-isoleucine biosynthesis, parallel this heterogeneity. Moreover, 12 circulating microbiota-related metabolites (primarily amino acids and short-chain fatty acids) are linked to mHPDI. A composite score comprising these metabolites mediates 11.0% of the mHPDI-cognition association (p mediation = 0.02), with branched-chain amino acids as major contributors. These findings suggest that gut microbial context may shape diet-cognition associations.",2026,2026-05-12,10.1016/j.xcrm.2026.102797,42127905,PMC13293927,Jie Shen; Zhonghan Sun; Huiling Song; Yanni Pu; Peilu Wang; Gulisiya Hailili; Yuhui Huang; Zhendong Mei; Hui Chen; Liyan Huang; Changzheng Yuan; Xiaofeng Wang; Yan Zheng,Cell reports. Medicine,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/42127905/,False,page_0011.xml.gz,,True,True,True,2,metabolomics;microbiomics,True,True,True
pubmed,42124676,LEMONmethyl-seq: Targeted long-read DNA methylation profiling reveals dynamics of CRISPR epigenome editing and endogenous DNA methylation patterns.,"DNA methylation is the most prevalent epigenetic modification in human cells and undergoes dynamic changes during cell differentiation, disease progression, and aging. Here, we introduce Locus-Enriched Mapping Of Nucleotide methylation (LEMONmethyl-seq): an optimized, cost-effective pipeline for single-nucleotide detection of DNA methylation using locus-specific amplification and long-read DNA sequencing. We apply LEMONmethyl-seq to profile DNA methylation of endogenous gene promoters across different cell types along with DNA methylation establishment and long-range propagation induced by CRISPR epigenome editing technologies. We profile dynamic changes in DNA methylation patterns on transposable element genomic loci during global epigenetic resetting in stem cells, and we identify site-specific enrichment of non-canonical CpH methylation on genomic sites in stem cells and cultured neurons. Lastly, we apply LEMONmethyl-seq to profile DNA methylation across the MGMT promoter, a clinical biomarker for glioblastoma. We identify additional differentially methylated sites correlated with chemotherapeutic sensitivity, which may be clinically relevant. Together, LEMONmethyl-seq serves as a cost-effective, long-read DNA methylation sequencing pipeline that advances methods for detecting DNA methylation patterns and dynamics in mammalian cells. We envision its broad use for studying chromatin pathways, diagnostics, and therapeutic applications.",2026,2026-02-25,10.64898/2026.02.24.707761,42124676,PMC13160167,Anna E Christenson; Nikita S Divekar; Justin P Lubin; Luis G Palma; Peter J Colias; Rithu K Pattali; Da Xu; Akane Hubbard; Katie Lin; Ngan T Phan; Bernardo D Moreno; Sarah E Chasins; S John Liu; James K Nuñez,bioRxiv : the preprint server for biology,Journal Article; Preprint,eng,https://pubmed.ncbi.nlm.nih.gov/42124676/,True,page_0011.xml.gz,,True,False,True,2,epigenomics;genomics,True,False,False
pubmed,42122127,Integrative Analysis of Cellular Senescence-Related Genes Identifies FOLR1 as a Novel Tumor Suppressor and a Potential Therapeutic Target in Lung Adenocarcinoma.,"Background: Cellular senescence is a key regulatory mechanism in tumor initiation and progression, influencing cancer development through modulation of the cell cycle, the immune microenvironment, and inflammatory responses. However, the molecular characteristics and potential clinical value of senescence-related genes in lung adenocarcinoma (LUAD) have not been systematically elucidated. This study aimed to comprehensively characterize the expression patterns, molecular subtypes, and prognostic significance of cellular senescence-related genes in LUAD, and to identify key regulatory determinants. Methods: Transcriptomic data of cellular senescence-related genes were obtained from The Cancer Genome Atlas (TCGA) cohort, and integrated analyses were performed to characterize their mutational landscape, copy number variations, and differential expression profiles. Senescence-related molecular subtypes were established using consensus clustering, followed by gene set variation analysis (GSVA) for pathway enrichment and immune infiltration analyses. A prognostic risk model was subsequently constructed using LASSO-penalized Cox regression, and its predictive performance was systematically evaluated. Candidate key regulators were further prioritized through bioinformatic screening, identifying FOLR1 as a hub gene. The biological function of FOLR1 was validated by qRT-PCR, Western blotting, assessment in clinical specimens, and a subcutaneous xenograft tumor model in mice. Results: Cellular senescence-related genes in LUAD exhibited a high frequency of somatic mutations and copy number alterations, accompanied by marked transcriptional dysregulation. Based on the expression profiles of these genes, LUAD patients could be stratified into three distinct molecular subtypes with significantly different clinical outcomes. These subtypes displayed pronounced heterogeneity in pathway enrichment patterns and immune cell infiltration. The subsequently developed prognostic signature demonstrated robust predictive performance in both the training and validation cohorts. Functional assays showed that FOLR1 was significantly downregulated in LUAD tissues and cell lines; FOLR1 knockdown promoted tumor cell proliferation, whereas restoration of its expression or pharmacological intervention markedly suppressed tumor progression. Consistently, in vivo xenograft experiments further corroborated the tumor-suppressive role of FOLR1 in lung adenocarcinoma. Conclusions: This study systematically delineated the molecular landscape of cellular senescence-related genes in LUAD and elucidated their associations with the tumor immune microenvironment and patient prognosis. Moreover, FOLR1 was identified as a potential tumor suppressor and therapeutic target. These findings provide a theoretical basis for senescence-informed molecular stratification and the development of precision treatment strategies in lung adenocarcinoma.",2026,2026-04-22,10.3390/cancers18091330,42122127,PMC13162693,Fei Wang; Chang Xie; Min Zhang; Xiangyang Wu; Xinqi Sun; Yan Li; Zhibing Ming,Cancers,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/42122127/,False,page_0011.xml.gz,,True,False,True,2,genomics;transcriptomics,True,True,True
pubmed,42119967,ProtPhenoAge: Integrating plasma proteomics to predict Aging-Related disease Risks.,"Plasma proteins reflect the combined influence of both internal and external factors, making proteomics-based aging clocks a promising approach for quantifying the aging process. This study aims to develop and validate a novel proteomics-based aging clock by integrating plasma proteomics with composite biomarkers. We used a prospective cohort of 37,433 participants (median follow-up: 164.73 months) from the UK Biobank (UKB) with Olink Explore data. We calculated biological age (PhenoAge) and used the Boruta-SHAP (SHapley Additive exPlanations) algorithm to select PhenoAge-related proteins. Based on these proteins, six machine learning models were trained to develop a proteomics-based PhenoAge (ProtPhenoAge). We selected the best model as ProtPhenoAge based on the predictive capabilities of each model for PhenoAge and all-cause mortality. Phenome-wide association study (PheWAS) and Mendelian randomization (MR) explored associations between ProtPhenoAge Acceleration (ProtPhenoAgeAccel) and phenotypes. Genome-wide association study (GWAS) and colocalization analysis identified aging-associated loci. A total of 185 PhenoAge-related plasma proteins were used to develop ProtPhenoAge. The ProtPhenoAge model, using extreme gradient boosting (XGBoost), showed strong correlation with PhenoAge (r = 0.96, R 2 = 0.92) and performed well in predicting all-cause mortality [area under the curve (AUC) = 0.76], outperforming previous aging clocks: chronological age (CA), PhenoAge and ProtAge. ProtPhenoAgeAccel was significantly associated with 313 disease phenotypes, covering a broad range of aging-related phenotypes. Compared with previous clocks, it identified more age-independent but aging-related phenotypes. In the GWAS, we identified 10 aging-associated loci. Among them, rs1045929 (P = 2.61 × 10 -9 ) and rs429358 (P = 7.96 × 10 -12 ) are respectively related to epigenetic aging and the well-recognized aging gene APOE. Based on genomic and phenomic evidences, ProtPhenoAge was regarded to better quantifies the aging process by overcoming the limitations of previous clocks, which failed to detect time-independent aging features. These findings suggested that ProtPhenoAge is a reliable tool to assess aging and supporting aging research.",2026,2026-05-11,10.1016/j.jare.2026.05.022,42119967,,Yifan Wang; Yue Sun; Fan Yang; Musu Li; Tianchen Qi; Zixuan Lu; Qian Wang; Qingyin Bu; Longhu Sun; Hongmei Wo; Yang Zhao; Honggang Yi; Juncheng Dai,Journal of advanced research,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/42119967/,False,page_0011.xml.gz,,True,False,True,2,genomics;proteomics,True,True,True
pubmed,42110171,Glucose and Lipid Metabolic Mechanisms in Vascular Aging and Related Therapeutic Strategies.,"Vascular aging represents an independent risk factor for vascular disorders, with underlying cellular and molecular mechanisms closely associated with metabolic dysfunction, particularly disturbances in glucose and lipid metabolism. Therefore, understanding the interplay between disorders in glucose and lipid metabolism, as well as vascular aging, is crucial for preventing vascular disease. Early clinical recognition and targeted intervention are essential for the diagnosis and management of vascular senescence-related conditions. This review evaluates the metabolic mechanism underlying vascular aging, highlights clinical biomarkers and assessment strategies, and summarizes timely therapeutic approaches aimed at improving metabolic function.",2026,2026-04-08,10.31083/rcm45053,42110171,PMC13156010,Fei Han; Zuoshi Wen; Chenxi Li; Ting Chen,Reviews in cardiovascular medicine,Journal Article; Review,eng,https://pubmed.ncbi.nlm.nih.gov/42110171/,False,page_0011.xml.gz,,False,False,False,0,,True,True,False
pubmed,42109464,Network physiology in space: vision and perspectives on exploring physiological networks during spaceflight for the benefit of life on earth.,"Network Physiology provides a unifying framework for understanding how molecular, cellular, and organ-level systems integrate as a network to generate distinct physiological states and sustain human function. Spaceflight offers a unique environment-characterized by microgravity, radiation, isolation, and circadian disruption-that perturbs interconnected physiological systems and networks. Network Physiology in Space, an emerging area of research and clinical practice within the multidisciplinary field of Network Physiology, examines how multiscale interactions, from genomic and metabolic pathways to organ system dynamics, adapt and reorganize in response to spaceflight stressors to maintain homeostasis at the organism level. Using systems biology, multi-omics, nonlinear analyses of physiological systems dynamics, computational modeling, and AI-enhanced analysis, researchers have traditionally focused on individual systems to investigate regulatory mechanisms underpinning adaptations to spaceflight, including muscle and bone loss, cardio-vascular and cardio-respiratory deconditioning, immune function shifts, neuro-vestibular dysregulation, circadian, and sleep fragmentation. However, physiological systems and organs continuously interact across levels to synchronize dynamics and coordinate functions. Changes in a system in response to perturbations are often interlinked with other systems, leading to diversity of effects, which underscores the need for an integrative framework capable of linking molecular signals to system-level physiological function and crew functionality. In this context, Network Physiology provides a unifying theoretical and analytical approach to identify, quantify and model dynamic interactions among physiological systems across spatio-temporal scales, integrating multi-omics, physiological, and behavioral data into dynamical network representations. This systems-level perspective enables spaceflight-induced adaptations to be interpreted as coordinated reconfigurations of interacting physiological networks, rather than isolated responses of individual components. As many adaptations are common with disuse pathology, spaceflight becomes a living laboratory for probing frailty and resilience, revealing principles relevant to aging, metabolic and immune disorders, neurodegeneration, and rehabilitation on Earth. Recent methodological advances in inferring functional forms of coupling and causality in dynamic systems interactions, and novel integrative and adaptive network approaches in Network Physiology offer new perspectives to human and animal studies in space or analogue environments, for the development of translational applications to clinical practice and hybrid mechanistic-machine-learning models that simulate system-wide responses and guide personalized countermeasures strategies and personalized medicine.",2026,2026-04-24,10.3389/fnetp.2026.1817815,42109464,PMC13152824,Nandu Goswami; Jerry Joseph Batzel; Yaopeng J X Ma; Per Morten Fredriksen; David Andrew Green; Plamen Ch Ivanov,Frontiers in network physiology,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/42109464/,False,page_0011.xml.gz,,True,True,False,1,genomics,True,True,True
pubmed,42107160,Identification of MMP14 and FOS as key regulators of vascular smooth muscle cell senescence in diabetic kidney disease: A combined bioinformatics and experimental study.,"Diabetic kidney disease (DKD) is a leading microvascular complication of diabetes in which vascular smooth muscle cell (VSMC) senescence plays a pivotal pathogenic role. This study aimed to identify key genes regulating VSMC senescence in DKD through integrated bioinformatics and machine learning analysis, construct a diagnostic nomogram prediction model, screen candidate therapeutic compounds, and validate findings experimentally. Transcriptomic profiles for DKD (GSE30122, GSE96804, GSE142025) and a VSMC aging dataset (GSE198983) were retrieved from the GEO repository. Genes showing differential expression were determined using limma, succeeded by weighted gene co-expression network analysis (WGCNA) and functional annotation through Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG). Feature selection employed random forest, least absolute shrinkage and selection operator (LASSO), and support vector machine-recursive feature elimination (SVM-RFE) to isolate pivotal genes and develop diagnostic frameworks. Immune cell composition was analyzed via CIBERSORT, and competing endogenous RNA (ceRNA) plus transcription factor networks were assembled. Drug candidates were forecasted using the Connectivity Map platform. Human aortic smooth muscle cells (HASMCs), employed as a surrogate macrovascular smooth muscle cell model, and human renal artery smooth muscle cells (HRASMCs), employed as a kidney-proximal vascular model for cross-validation, underwent hyperglycemic exposure to recapitulate DKD conditions, with proliferation, programmed cell death, and senescence evaluated through CCK-8 assays, flow cytometry, and senescence-associated β-galactosidase (SA-β-gal) detection. Expression of p16, p21, osteopontin (OPN), and osteocalcin (OC) was quantified by Western blotting. Cell cycle distribution was additionally assessed by propidium iodide (PI)-based flow cytometry to elucidate the mechanism of proliferative suppression. A total of 43 candidate genes demonstrated enrichment predominantly in biological aging, cellular senescence, oxidative damage, insulin signaling cascades, and MAPK transduction pathways. MMP14 and FOS emerged consistently as pivotal genes exhibiting potential diagnostic capability. Immune infiltration disclosed marked changes across multiple immune populations, with MMP14 and FOS expression demonstrating associations with various immune cell subsets. The ceRNA architecture computationally predicted MMP14, FOS, NEAT1, and hsa-miR-181a-5p as critical regulatory nodes, with SRF computationally nominated as a shared transcriptional regulator. Five therapeutic candidates (neratinib, linsitinib, amlodipine, forskolin, piceatannol) were computationally identified. linsitinib demonstrated the most favorable in silico binding affinity in molecular docking simulations. This finding has not yet been validated experimentally and requires future in vitro and in vivo confirmation. Under hyperglycemic stress, HASMCs exhibited reduced proliferation, elevated apoptosis and senescence, alongside increased expression of p16, p21, OPN, and OC. Augmentation of MMP14 expression and suppression of FOS promoted cell proliferation while mitigating hyperglycemia-induced apoptosis and senescence. Cell cycle analysis revealed that high glucose induced G0/G1 phase arrest, which was relieved by MMP14 overexpression or FOS knockdown, and further exacerbated by MMP14 knockdown or FOS overexpression. All functional findings were consistently recapitulated in HRASMCs, confirming the conserved regulatory roles of MMP14 and FOS across VSMC subtypes. MMP14 and FOS function as crucial modulators of VSMC senescence in DKD, presenting diagnostic and therapeutic opportunities. The characterized regulatory circuits and identified pharmaceutical agents establish a foundation for precision interventions in DKD management.",2026,2026-05-01,10.1016/j.archger.2026.106285,42107160,,Bo Qu; Yuhua He; Bo Wang; Shanshan Wang; Li Zhou; Bing Mao,Archives of gerontology and geriatrics,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/42107160/,False,page_0011.xml.gz,,True,False,True,2,genomics;transcriptomics,True,True,True
pubmed,42106574,roX1 and roX2 lncRNAs promote heterochromatinization in intestinal stem cells and impair longevity.,"Maintenance of the genome and epigenome stability is vital for animal longevity. Long noncoding RNAs, roX1 and roX2, are known to be important in the male X chromosome dosage complex in Drosophila males. However, their functions in Drosophila females have never been explored. This study demonstrates a role of roX RNAs in promoting heterochromatin formation in intestinal stem cells (ISCs) of Drosophila females under pathogen infection or aging. Increased heterochromatin formation in ISCs and progenitor enteroblasts (EBs) is associated with decreased active epigenetic modifications and global gene repression. Elevation of roX RNAs in ISCs promotes heterochromatinization and represses gene expression by recruiting heterochromatin proteins such as HP1a and Su(var)3-9. Overexpression of roX RNAs promotes ISCs hyperplasia, while their inactivation mitigates ISCs dysplasia and extends lifespan. Moreover, Xist RNA, the functional analog of roX RNAs, also promotes heterochromatin formation and ISCs hyperplasia in Drosophila, and significantly increases in aged people. Therefore, our findings reveal a role of roX RNAs in promoting heterochromatin expansion and controlling animal longevity.",2026,2026-05-09,10.1038/s44319-026-00791-8,42106574,PMC13303914,Kai-Le Li; Chen Wang; Yong-Hao Li; Bo Peng; Li Zheng; Qinyun Che; Xin-Yi Lu; Donglin Li; Yu-Tong Li; Hui-Min Wei; Jian-Feng Chang; Wen-Fei Wang; Mengmeng Liu; Xiangnan Li; Fangfang Jin; Kai Liu; Yabin Li; Li-Wei Liu; Mingyang Li; Jian-Quan Ni; Ting Xie; Fang-Lin Sun,EMBO reports,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/42106574/,False,page_0011.xml.gz,,True,False,True,3,epigenomics;genomics;transcriptomics,True,True,True
pubmed,42105846,Placental DNA methylation as a mediator in the association between maternal prenatal bisphenol analogue exposure and myopia in children: A long-term prospective cohort study.,"Prenatal exposure to bisphenol analogs is becoming increasingly common and may affect the development of myopia in children. However, human evidence and mechanistic studies remain limited. In this study, 370 mother-child pairs from the Shanghai-Minhang Birth Cohort Study (S-MBCS) were analyzed. We measured the concentrations of five bisphenol analogs in maternal urine, quantified genome-wide DNA methylation (DNAm) in placental samples, and assessed the myopia status and spherical equivalent (SE) of school-aged children. Multiple CpG sites with methylation levels significantly associated with SE were identified, and Kyoto Encyclopedia of Genes and Genomes analysis identified cellular senescence as a pathway significantly associated with SE in the left eye. Dozens of differentially methylated regions are associated with the risk of myopia or SE. Prenatal exposure to bisphenol A and bisphenol AF increased the risk of myopia and decreased SE. Guided by a meet-in-the-middle approach, mediation analysis showed that the effects of bisphenol AF exposure on SE might be partially mediated by changes in methylation at the cg23146659 locus (mapping to TDRD3 in the left eye) and a differentially methylated region annotated as MROH1 (in the right eye). Our findings suggest that placental DNAm is associated with myopia development, and that specific DNAm changes may partially explain the association between prenatal chemical exposure and myopia. This study delineates how long-term prenatal exposure to environmental factors influences ocular development in children and informs early identification of myopia risk.",2026,2026-05-07,10.1016/j.envres.2026.124636,42105846,,Shichong Jia; Hongchao Lian; Qian Fan; Junci Zhang; Haohan Zou; Xiuxia Song; Honglei Ji; Yan Wang; Maohua Miao,Environmental research,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/42105846/,False,page_0011.xml.gz,,True,False,True,2,epigenomics;genomics,True,True,True
pubmed,42104358,Multi-omics analysis of the mechanism by ATP13A2 regulates the tumor microenvironment and prognosis in hepatocellular carcinoma.,"Hepatocellular carcinoma (HCC) is a prevalent global cancer. Most patients with HCC are diagnosed at an advanced stage. Therefore, new biomarkers and treatments are urgently needed. We employed eQTL and intersected the results with aging-related genes, ultimately identifying ATP13A2 as the target gene for our study. The expression and intercellular communication of ATP13A2 in HCC were analyzed using single-cell RNA sequencing (scRNA-seq) and spatial transcriptomics sequencing (stRNA-seq). Subsequently, we utilized the Deep Learning Survival Neural Network (DeepSurv) model to construct a prognostic model. Additionally, we performed RNA sequencing (RNA-seq) analysis. In vitro, CCK8, cell wound healing, and flow cytometry assays were used to identify the potential functions of ATP13A2 in HCC cells. ATP13A2 is positively associated with HCC risk. scRNA-seq analysis demonstrated that ATP13A2 + malignant cells exhibited stronger interactions with tumor microenvironment (TME) cells. stRNA-seq analysis revealed that ATP13A2 + malignant cells were significantly spatially correlated with TME cells. The DeepSurv prognostic model indicated that HCC patients with high risk scores had a significantly lower survival rate than those with low risk scores. In vitro, knockdown of ATP13A2 affected the proliferation, apoptosis, and migration of HCC cells. The ATP13A2 gene is closely related to TME, and its high expression is indicative of poor prognosis. ATP13A2 has the potential to serve as a biomarker for prognosis and efficacy assessment of HCC and may offer a new therapeutic target for its treatment.",2026,2026-05-08,10.1186/s12935-026-04315-1,42104358,,Yijie Weng; Changan Chen; Yueqing Cai; Feifei Gao; Jiahua Situ; Jiajian Wu; Guixia Zhang; Xintian Chen; Danxian Jiang,Cancer cell international,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/42104358/,False,page_0011.xml.gz,,True,True,True,2,genomics;transcriptomics,True,True,True
pubmed,42102994,Multi-omics identification of aging-related diagnostic genes and therapeutic targets in renal fibrosis.,"Renal fibrosis is a pathological hallmark of progressive chronic kidney disease, partly driven by aging-related molecular alterations. However, clinically relevant diagnostic biomarkers and therapeutic targets remain limited. We integrated four GEO datasets (GSE76882, GSE65326, GSE22459, GSE7392) to identify aging-related differentially expressed genes (DE-ARGs) in renal fibrosis. Functional enrichment, GSEA, and GSVA were performed to explore biological pathways. A total of 108 machine learning models were constructed to identify optimal diagnostic signatures. Immune infiltration (CIBERSORT), single-cell RNA sequencing (GSE269062), drug-target enrichment, molecular docking, and Mendelian randomization (MR) were used to evaluate key genes. Experimental validation was conducted using RT-PCR and immunohistochemistry in the UUO-induced renal fibrosis mouse model. We identified 84 DE-ARGs enriched in inflammatory, senescence-related, and transcriptional pathways. A 7-gene diagnostic model (MMP7, AGR2, RASSF5, AHR, HIF1A, AXL, PTTG1), constructed using Random Forest and Elastic Net, showed strong predictive performance (AUC = 0.790-0.917). These genes were significantly associated with T cells and macrophages. Single-cell analysis revealed cell-type specificity, such as MMP7 in collecting duct cells and AHR in macrophages. Drug-target analysis identified 1-(5-deoxypentofuranosyl)-5-fluoropyrimidine-2,(1H,3H)-dione as a potential multitarget agent. Molecular docking confirmed stable binding. RT-PCR and IHC confirmed significant upregulation of model genes, especially LCN2. MR further supported LCN2 as a causal plasma protein for renal fibrosis. We identified and validated a robust aging-related diagnostic gene signature for renal fibrosis using integrated bioinformatics and experimental approaches, offering novel insights and actionable targets for future intervention.",2026,2026-05-06,10.1016/j.cca.2026.121058,42102994,,Supei Yin; Jiaojiao Gong; Dongli Huang; Diguang Wen; Zhihui Quan; Chengmei Shu,Clinica chimica acta; international journal of clinical chemistry,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/42102994/,False,page_0011.xml.gz,,True,True,False,1,transcriptomics,True,True,True
pubmed,42102611,FBXO7 protects against osteoarthritis by promoting IL-6 ubiquitination and inhibiting JAK1/STAT3 signaling.,"Osteoarthritis (OA) is a chronic degenerative disease marked by cartilage destruction and subchondral bone remodeling, resulting in functional disability and pain. FBXO7 has been implicated in various inflammatory conditions; however, its functional and molecular participation in OA development and progression remains largely unexplored. This study investigated FBXO7's protective function in cartilage homeostasis and its underlying molecular mechanisms. We investigated FBXO7 expression in articular cartilage from OA patients and destabilization of the medial meniscus (DMM)-induced OA mice using transcriptomic analysis, histology, and immunohistochemistry. Functional studies were performed using human chondrocytes and SW-1353 cells to assess the effects of FBXO7 overexpression and knockdown on cell viability, proliferation, senescence, and matrix homeostasis. Liquid chromatography-tandem mass spectrometry (LC-MS/MS) proteomics, co-immunoprecipitation, and ubiquitination assays were employed to identify FBXO7-interacting proteins and elucidate the underlying molecular mechanisms. In vivo therapeutic efficacy was evaluated using DMM-induced OA mice treated with lenti-FBXO7, and loss-of-function studies were conducted using Fbxo7 conditional knockout mice. FBXO7 was significantly downregulated in OA patients' cartilage tissues and chondrocytes compared to controls, with clear correlation to cartilage deterioration. FBXO7 overexpression significantly reduced chondrocyte apoptosis and senescence while enhancing proliferation and preserving matrix homeostasis by increasing type II collagen and decreasing MMP13 expression. Mechanistically, we demonstrated that FBXO7 physically interacts with interleukin-6 (IL-6) and functions as an E3 ubiquitin ligase targeting IL-6 for K48-linked ubiquitination specifically at lysine 114. This ubiquitination suppresses IL-6-mediated activation of the JAK1/STAT3 signaling pathway, which is crucial for maintaining cartilage homeostasis. In vivo studies confirmed that FBXO7 overexpression effectively attenuated OA progression, while Fbxo7 conditional knockout mice exhibited accelerated cartilage degradation, enhanced synovial inflammation, and increased cellular senescence. Our findings establish FBXO7 as a critical regulator of cartilage homeostasis that protects against OA through K48-linked ubiquitination of IL-6 at lysine 114, thereby suppressing the IL-6/JAK1/STAT3 pathway. The identification of this novel FBXO7-IL-6-JAK1/STAT3 axis provides new mechanistic insights into OA pathogenesis and suggests that targeting FBXO7 or its downstream effectors represents a promising therapeutic approach for OA treatment.",2026,2026-05-08,10.1016/j.intimp.2026.116802,42102611,,ZhuSong Huang; Huiling Guo; XuChao Lin; JinFu Lan; WenHan Zhao; Min Chen,International immunopharmacology,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/42102611/,False,page_0011.xml.gz,,True,False,True,2,proteomics;transcriptomics,True,True,True
pubmed,42098022,[Esophageal Cancer and Gut Microbiome].,"The gut microbiota has recently garnered considerable attention across the medical field, as its involvement has been reported in a broad spectrum of conditions including cancer, obesity, inflammatory bowel disease, and even neuropsychiatric disorders. The human body is composed of approximately 30 trillion human cells and an almost equal number of bacterial cells, forming a highly integrated symbiotic relationship. While the human genome encodes only about 20,000 genes, the gut microbiota harbors several million to tens of millions of genes, offering an overwhelmingly greater genetic repertoire. The composition of the microbiota is influenced by diet, lifestyle, medications, and aging, thereby shaping unique individual - specific patterns. Regional and temporal variations are also recognized, and functional redundancy among different bacterial taxa, known as""functional mimicry,""further underscores its flexibility. Thus, the gut microbiota should be regarded as a dynamic and modifiable ecosystem rather than a fixed entity, making it a promising target for disease prevention and therapeutic intervention. In the context of esophageal cancer, emerging evidence indicates that alterations in the microbiota may affect carcinogenesis, disease progression, and therapeutic responses. These insights highlight the potential of the microbiota as both a biomarker and a therapeutic target, and suggest that integrating microbiome research into clinical oncology could open new avenues for improving patient outcomes.",2026,2026-03-01,,42098022,,Yoshifumi Baba,Gan to kagaku ryoho. Cancer & chemotherapy,Journal Article; Review; English Abstract,jpn,https://pubmed.ncbi.nlm.nih.gov/42098022/,False,page_0011.xml.gz,,True,False,True,2,genomics;microbiomics,True,True,True
pubmed,42096094,"Multivariable genome-wide analysis elucidates the shared genetic architecture, immunosenescence features, and gut-origin therapeutic targets of ulcerative colitis-associated multisystem inflammation.","Over 25% of patients with ulcerative colitis (UC) develop extraintestinal manifestations (EIMs), resulting in significant systemic morbidity. We define the shared genetic foundation of these manifestations as the UC-associated Multisystem Inflammatory Genetic Architecture (UC-MIGA). This study aims to identify shared genomic drivers and actionable immunosenescence therapeutic targets across the UC-EIM spectrum. We applied genomic structural equation modeling (SEM) to seven European-ancestry GWAS datasets (UC, deep vein thrombosis, ankylosing spondylitis, primary sclerosing cholangitis, pyoderma gangrenosum, interstitial lung disease, and erythema nodosum) to identify a shared latent genetic factor (F1). Post-SEM analyses included FUMA mapping, SuSIE/FINEMAP fine-mapping, FUSION/FOCUS transcriptome-wide studies, MAGMA enrichment, CELLECT deconvolution, LDSC partitioned heritability, and single-cell eQTL Mendelian randomization (MR). UC exhibited the highest standardized factor loading (0.9801) on F1, justifying its use as a representative proxy for UC-MIGA in downstream analyses. UC-telomere relationships were assessed via tissue-specific eQTL/sQTL enrichment across 49 GTEx tissues, spatial transcriptomics (gsMap), single-cell profiling (GSE214695, GSE163974), hdWGCNA, and colocalization analyses (eCAVIAR, fastENLOC). SEM identified substantial genetic overlap (CFI = 1.0, SRMR = 0.17). Within the UC-MIGA framework, we identified 17,005 SNPs (P ≤ 1 × 10⁻2⁰⁰), 2,622 risk loci, and 152 high-confidence effector genes. Pathways implicated Th17/Treg imbalance and inflammasome signaling. Super-enhancer regions showed exceptional heritability enrichment (80.16%, fold = 4.79, p = 0.0007). MR identified 35 causal immune cell-gene associations. UC-telomere analyses revealed convergence in colon-specific DNA repair-mitochondrial energetics-telomere maintenance pathways, with B cells prioritized as the core cell type. Colocalization identified NKX2-3 and LINC01475 as high-confidence shared candidates. Embryonic intestinal enrichment supported the developmental origins of this systemic axis. UC-MIGA represents a genetically coherent architecture driven by super-enhancer-mediated epigenetic dysregulation, Th17/Treg imbalance, and immunosenescence features, including telomere dysfunction and B-cell exhaustion. The 'developmental vulnerability-environmental trigger' model explains the gut-origin inflammatory cascade underlying extraintestinal manifestations, with UC-telomere analysis providing a genomic foundation for systemic therapeutic strategies targeting the inflammation-aging nexus.",2026,2026-05-07,10.1007/s00011-026-02257-y,42096094,PMC13152973,Shanneng Tang; Xin Yao; Shanshan Wang; Fanfan Zhu; Wenbin Zeng; Dongping Lai; Xiaobing Meng; Xinyue Zhang; Ziming Zhu; Tao Zhang; Ri'an Xu,Inflammation research : official journal of the European Histamine Research Society ... [et al.],Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/42096094/,False,page_0011.xml.gz,,True,False,True,2,genomics;transcriptomics,True,True,True
