record_id,doi,title,abstract_chars,within_new_maximum
doi:10.1016/j.atherosclerosis.2017.06.892,10.1016/j.atherosclerosis.2017.06.892,"Circulating miR-155, miR-145 and let-7c as diagnostic biomarkers of the coronary artery disease.",6125,True
doi:10.1016/j.biopsych.2013.01.004,10.1016/j.biopsych.2013.01.004,Connectomics Sheds New Light on Alzheimer's Disease,9903,True
doi:10.1016/j.cardiores.2005.03.004,10.1016/j.cardiores.2005.03.004,Aging hearts and vessels: Masters of adaptation and survival,12508,True
doi:10.1016/j.gpb.2015.09.003,10.1016/j.gpb.2015.09.003,Autoimmune Diseases in the Bioinformatics Paradigm,6105,True
doi:10.1016/j.jbc.2022.102437,10.1016/j.jbc.2022.102437,The RNA-binding protein AUF1 facilitates Akt phosphorylation at the membrane,27807,False
doi:10.1016/j.jid.2019.07.004,10.1016/j.jid.2019.07.004,Genome-wide association study of acne inversa in a multi-ethnic cohort,9518,True
doi:10.1016/j.jid.2020.03.360,10.1016/j.jid.2020.03.360,353 A polylysine dendrigraft able to balance acneic and non acneic strains of Cutibacterium acnes to prevent acne and skin imperfections,10000,True
doi:10.1016/j.jid.2024.03.018,10.1016/j.jid.2024.03.018,"Downregulation of OPN3 Gene Induces Ferroptosis, Apoptosis, and Pyroptosis of Human Dermal Fibroblasts In Vitro",20329,False
doi:10.1016/j.joca.2013.02.236,10.1016/j.joca.2013.02.236,FRZB is a critical modulator of canonical WNT signalling in cartilage biology,9194,True
doi:10.1016/j.metop.2023.100229,10.1016/j.metop.2023.100229,Editorial: Special issue: Non-alcoholic fatty liver disease: From molecular basis to therapeutic advances,5865,True
doi:10.1016/j.nbd.2010.02.006,10.1016/j.nbd.2010.02.006,Introduction: Epigenetics and neuropsychiatric diseases,8806,True
doi:10.1016/j.nbd.2021.105333,10.1016/j.nbd.2021.105333,Frontiers in neuroepigenetics.,5614,True
doi:10.1016/j.tig.2022.08.005,10.1016/j.tig.2022.08.005,Insights from multi-omics integration in complex disease primary tissues,29304,False
doi:10.1016/j.xcrm.2024.101650,10.1016/j.xcrm.2024.101650,Patient-derived tumor organoids to model drug response in gastric cancer,12007,True
doi:10.1016/s1063-4584(08)60031-x,10.1016/s1063-4584(08)60031-x,I-21 COMBINED TRANSCRIPTOME AND PROTEOME APPROACHES TO ELUCIDATE GENE EXPRESSION PATTERNS OF SYNOVIAL TISSUES AND SYNOVIAL FLUIDS FROM PATIENTS WITH RHEUMATOID ARTHRITIS VERSUS OSTEOARTHRITIS,8840,True
doi:10.1016/s1063-4584(08)60033-3,10.1016/s1063-4584(08)60033-3,I-23 EPIDEMIOLOGIC EVIDENCE FOR JOINT SHAPE AS A CAUSE OF OA,8840,True
doi:10.1021/cr200295k,10.1021/cr200295k,Bioinformatics and Systems Biology of the Lipidome,7060,True
doi:10.1021/pr070294o.s001,10.1021/pr070294o.s001,Global Quantitative Analysis of the IR Response of p53K317R Knock-in Mouse Thymocytes Differential Recovery of Peptides from Sample Tubes and the Reproducibility of Quantitative Proteomic Data,10000,True
doi:10.1038/msb.2009.12,10.1038/msb.2009.12,A landmark systems analysis of prion disease of the brain,7168,True
doi:10.1038/s41375-021-01184-7,10.1038/s41375-021-01184-7,Map of ubiquitin-like post-translational modifications in chronic lymphocytic leukemia. Role of p53 lysine 120 NEDDylation,11602,True
doi:10.1038/s41375-026-03034-w,10.1038/s41375-026-03034-w,Selective targeting of RSK signaling with PMD-026 suppresses FLT3-activated acute myeloid leukemia while sparing normal hematopoiesis,16823,True
doi:10.1038/s41392-021-00609-0,10.1038/s41392-021-00609-0,Modulating the tumor microenvironment via oncolytic virus and PI3K inhibition synergistically restores immune checkpoint therapy response in PTEN-deficient glioblastoma,5766,True
doi:10.1038/s41392-021-00842-7,10.1038/s41392-021-00842-7,MEOX1: a novel druggable target that orchestrates the activation of fibroblasts in cardiac fibrosis,5675,True
doi:10.1038/s41408-024-01035-5,10.1038/s41408-024-01035-5,Genetically determined telomere length and risk for haematologic diseases: results from large prospective cohorts and Mendelian Randomization analysis,12353,True
doi:10.1038/s41571-023-00852-0,10.1038/s41571-023-00852-0,"BRAF, a tumor-agnostic drug target with lineage-specific dependencies",5113,True
doi:10.1074/jbc.c400477200,10.1074/jbc.c400477200,DNA Methyltransferase Gene dDnmt2 and Longevity of Drosophila,17874,True
doi:10.1074/jbc.r200008200,10.1074/jbc.r200008200,The Ceramide-centric Universe of Lipid-mediated Cell Regulation: Stress Encounters of the Lipid Kind,24185,False
doi:10.1080/21505594.2015.1036218,10.1080/21505594.2015.1036218,Paving the way to acceptance of Galleria mellonella as a new model insect,6893,True
doi:10.1093/af/vfab053,10.1093/af/vfab053,Effects of sperm DNA methylation on domesticated animal performance and perspectives on cross-species epigenetics in animal breeding,24462,False
doi:10.1093/af/vfag005,10.1093/af/vfag005,Molecular composition of meats: a novel look at microRNAs as functional nutrients,20817,False
doi:10.1093/ajhp/zxae134,10.1093/ajhp/zxae134,The times are changing: A primer on novel clinical trial designs and endpoints in critical care research,23819,False
doi:10.1093/annonc/mdz246.051,10.1093/annonc/mdz246.051,A metabolomic recurrence score for risk-stratification of elderly patients (pts) with early colorectal cancer (eCRC),5446,True
doi:10.1093/clinchem/hvae004,10.1093/clinchem/hvae004,Proteomic Identification of Plasma Proteins Associated with Future Dementia Development,16552,True
doi:10.1093/cvr/cvaa294,10.1093/cvr/cvaa294,Ageing is associated with increased variability of cellular reprogramming and wound healing,12499,True
doi:10.1093/cvr/cvac146,10.1093/cvr/cvac146,Finding the culprit for the failure of the immune clock as time goes by,10336,True
doi:10.1093/cvr/cvp165,10.1093/cvr/cvp165,Identifying needs and opportunities for advancing translational research in cardiovascular disease,25053,False
doi:10.1093/eep/dvy012,10.1093/eep/dvy012,"Transgenerational epigenetic inheritance: from biology to society—Summary Latsis Symposium Aug 28–30, 2017, Zürich, Switzerland",21164,False
doi:10.1093/ehjcvp/pvae061,10.1093/ehjcvp/pvae061,Focus on different lipid-lowering treatment and genetic testing for optimal pharmacotherapy use in the clinic,5865,True
doi:10.1093/eurheartj/ehab747,10.1093/eurheartj/ehab747,New targets in vascular biology and new challenges in vascular medicine,14360,True
doi:10.1093/eurheartj/ehac394,10.1093/eurheartj/ehac394,From the garden to the clinic: how Mendelian randomization is shaping up atherosclerotic cardiovascular disease prevention strategies,9945,True
doi:10.1093/eurheartj/ehac621,10.1093/eurheartj/ehac621,Heart failure in cardio-oncology and adult congenital heart disease: new challenges and therapeutic targets,14207,True
doi:10.1093/eurheartj/ehad481,10.1093/eurheartj/ehad481,"Focus on translational vascular biology: new therapeutic targets in hypertension, aortic aneurysm, and atherosclerosis",20904,False
doi:10.1093/eurheartj/ehae038,10.1093/eurheartj/ehae038,Plasma proteins can tell your biological organs’ age (including the heart),9384,True
doi:10.1093/eurheartj/ehae643,10.1093/eurheartj/ehae643,New light shed on the treatment of heart failure and on novel therapeutic targets,19628,True
doi:10.1093/eurheartj/ehaf1019,10.1093/eurheartj/ehaf1019,The growing role of genomics and genetics in the management of cardiovascular diseases,9510,True
doi:10.1093/eurheartj/ehaf433,10.1093/eurheartj/ehaf433,"Leducq-funded network: calcification-omics, molecular elucidation, and therapeutics (COMET)",7013,True
doi:10.1093/eurheartj/ehaf715,10.1093/eurheartj/ehaf715,The future of heart replacement therapy: four frontiers of transformation,9078,True
doi:10.1093/eurheartj/ehaf720,10.1093/eurheartj/ehaf720,The management of heart failure: a brief look into the future,8215,True
doi:10.1093/eurheartj/ehaf920,10.1093/eurheartj/ehaf920,Atherothrombosis: its mechanisms and novel targets,20590,False
doi:10.1093/eurheartj/ehx027,10.1093/eurheartj/ehx027,Transitioning from usual care to biomarker-based personalized and precision medicine in heart failure: call for action,21315,False
doi:10.1093/eurheartj/ehx588,10.1093/eurheartj/ehx588,Stem cell therapy: from translational hurdles to new frontiers,9165,True
doi:10.1093/eurheartj/ehy371,10.1093/eurheartj/ehy371,Prevention: From Lifestyle Changes to Medication,11170,True
doi:10.1093/eurpub/ckaa212,10.1093/eurpub/ckaa212,The future of healthy aging: translation of geroscience discoveries to public health practice,5657,True
doi:10.1093/g3journal/jkab239,10.1093/g3journal/jkab239,The field of neurogenetics: where it stands and where it is going,9806,True
doi:10.1093/gbe/evaf094,10.1093/gbe/evaf094,Highlight: “Jumping Genes” Caught in an Aging Merry-Go-Round,7545,True
doi:10.1093/gerona/glab031,10.1093/gerona/glab031,Translational Gerontology Research to Understand the Effects of Medications in Older Adults,9579,True
doi:10.1093/gerona/gln058,10.1093/gerona/gln058,Current Thoughts on the Role of Mitochondria and Free Radicals in the Biology of Aging,15620,True
doi:10.1093/gerona/glp212,10.1093/gerona/glp212,The Role of mTOR Signaling in Controlling Mammalian Life Span: What a Fungicide Teaches Us About Longevity,22269,False
doi:10.1093/gerona/glz159,10.1093/gerona/glz159,Drosophila Flies in the Face of Aging,11019,True
doi:10.1093/humrep/deab137,10.1093/humrep/deab137,Association of medically assisted reproduction with offspring cord blood DNA methylation across cohorts.,5131,True
doi:10.1093/humrep/deaf252,10.1093/humrep/deaf252,Contribution of endometrial microbiome to inflammation-mediated infertility in women undergoing ART,5524,True
doi:10.1093/humrep/deag047,10.1093/humrep/deag047,Decoding serotonin in endometriosis: unveiling its role in disease pathogenesis via the gut-reproductive microbiota axis.,5337,True
doi:10.1093/icb/icad098,10.1093/icb/icad098,Octopus death and dying,16582,True
doi:10.1093/ije/30.4.661,10.1093/ije/30.4.661,Epidemiology and the genetic basis of disease,20224,False
doi:10.1093/ije/dyaa075,10.1093/ije/dyaa075,Cohort Profile: The Leipzig Research Center for Civilization Diseases–Heart Study (LIFE-Heart),18774,True
doi:10.1093/ije/dyaa231,10.1093/ije/dyaa231,The human exposome and health in the Anthropocene,22918,False
doi:10.1093/ije/dyad026,10.1093/ije/dyad026,Cohort Profile: The Northern Ireland Cohort for the Longitudinal Study of Ageing (NICOLA),23407,False
doi:10.1093/ije/dyae051,10.1093/ije/dyae051,Cohort Profile Update: The Glostrup Population Studies 1964–2024,28217,False
doi:10.1093/ije/dyaf139,10.1093/ije/dyaf139,"Cohort Profile Update: The Norwegian Mother, Father and Child Cohort (MoBa)",20790,False
doi:10.1093/ije/dyp240,10.1093/ije/dyp240,"Birth cohort studies: past, present and future",21042,False
doi:10.1093/ije/dyv198,10.1093/ije/dyv198,"From stem cells to the law courts: DNA methylation, the forensic epigenome and the possibility of a biosocial archive",24284,False
doi:10.1093/ije/dyx190,10.1093/ije/dyx190,Cohort Profile: Pregnancy And Childhood Epigenetics (PACE) Consortium,25078,False
doi:10.1093/ije/dyz073,10.1093/ije/dyz073,"Cohort Profile: Extended Cohort for E-health, Environment and DNA (EXCEED)",24777,False
doi:10.1093/ije/dyz174,10.1093/ije/dyz174,"Cohort Profile: East London Genes & Health (ELGH), a community-based population genomics and health study in British Bangladeshi and British Pakistani people",16723,True
doi:10.1093/ije/dyz254,10.1093/ije/dyz254,Polygenic risk scores and the prediction of common diseases,10990,True
doi:10.1093/ilar.38.1.32,10.1093/ilar.38.1.32,Transgenic Technology and Laboratory Animal Science,24321,False
doi:10.1093/ilar.38.3.124,10.1093/ilar.38.3.124,Use of Transgenic Mice in Aging Research,25236,False
doi:10.1093/infdis/jiac388,10.1093/infdis/jiac388,"Cognitive Health in Persons With Human Immunodeficiency Virus: The Impact of Early Treatment, Comorbidities, and Aging",22768,False
doi:10.1093/jxb/erag079,10.1093/jxb/erag079,Seed biology: the birth of plant life,14214,True
doi:10.1093/jxb/eru104,10.1093/jxb/eru104,A tribute to Ko Shimamoto (1949–2013),19682,True
doi:10.1093/jxb/ery070,10.1093/jxb/ery070,Plant autophagy: mechanisms and functions,18207,True
doi:10.1093/lifemedi/lnac018,10.1093/lifemedi/lnac018,The secret of youth: how is systemic rejuvenation achieved at the single cell level?,9850,True
doi:10.1093/lifemedi/lnac022,10.1093/lifemedi/lnac022,When spermatogenesis meets human aging and elevated body mass,5687,True
doi:10.1093/lifemedi/lnac041,10.1093/lifemedi/lnac041,Retrotransposon: a versatile player in human preimplantation development and health,10307,True
doi:10.1093/lifemedi/lnae020,10.1093/lifemedi/lnae020,Unlocking heart anti-aging potential: the SIRT2-STAT3-CDKN2B pathway as a bridge between fiction and reality,9485,True
doi:10.1093/lifemeta/load012,10.1093/lifemeta/load012,Glutathione restoration: a sword to combat skeletal muscle stem cell aging,9172,True
doi:10.1093/lifemeta/loae020,10.1093/lifemeta/loae020,Genome-wide CRISPR screens identify PTPN21 and WDR26 as modulators of the mitochondrial stress-induced ISR,23913,False
doi:10.1093/ndt/gfy244,10.1093/ndt/gfy244,Is vitamin D3 bad for the kidney?,9189,True
doi:10.1093/neuonc/noab260,10.1093/neuonc/noab260,Long telomeres in need of a SNP: Germline contributions of telomere maintenance to glioma,7148,True
doi:10.1093/neuonc/now196,10.1093/neuonc/now196,Highlights from the Literature,14670,True
doi:10.1093/neuonc/nox074,10.1093/neuonc/nox074,Highlights from the Literature,18163,True
doi:10.1093/neuonc/noy148.258,10.1093/neuonc/noy148.258,COMP-03. TUMOR CONNECTOME: INSIGHT INTO THE IMPACT OF CNS NEOPLASIA AND THERAPY ON THE BRAIN NETWORK,8091,True
doi:10.1093/nsr/nwaf225,10.1093/nsr/nwaf225,AIM: AI for microbiology,9963,True
doi:10.1093/nsr/nwx146,10.1093/nsr/nwx146,cGAS-STING pathway in senescence-related inflammation,9922,True
doi:10.1093/nsr/nwy136,10.1093/nsr/nwy136,Genome tagging project: tag every protein in mice through ‘artificial spermatids’,10558,True
doi:10.1093/ntr/ntae035,10.1093/ntr/ntae035,Deciphering the Multidimensional Effects of Tobacco Smoke and E-cigarette Aerosol in Humans and Rodents: From Behavior to Inflammation and Beyond,6061,True
doi:10.1093/nutrit/nuy054,10.1093/nutrit/nuy054,Introduction to the Fifth Global Summit on the Health Effects of Yogurt,10012,True
doi:10.1093/plphys/kiaa059,10.1093/plphys/kiaa059,On the Inside,10916,True
doi:10.1093/plphys/kiac182,10.1093/plphys/kiac182,A bZIP transcription factor accelerates the transition to reproductive tuber growth and aging in Solanum tuberosum,8082,True
doi:10.1093/procel/pwad012,10.1093/procel/pwad012,CRISPR-based screening identifies XPO7 as a positive regulator of senescence,22250,False
doi:10.1093/procel/pwae047,10.1093/procel/pwae047,A promising clinical technique to rescue women’s ovarian aging: engineered stem cell-based therapy with the help of AI,22550,False
doi:10.1093/qjmed/hcad072,10.1093/qjmed/hcad072,Scientific Business Abstracts,21834,False
doi:10.1093/sleep/zsab107,10.1093/sleep/zsab107,"Sleep and Big Data : harnessing data, technology, and analytics for monitoring sleep and improving diagnostics, prediction, and interventions—an era for Sleep-Omics ?",20084,False
doi:10.1093/treephys/tpy026,10.1093/treephys/tpy026,Branching out: a new era of investigating physiological processes in forest trees using genomic tools,21450,False
doi:10.1095/biolreprod.113.108498,10.1095/biolreprod.113.108498,WORLD OF REPRODUCTIVE BIOLOGY: Silent No More,11665,True
doi:10.1095/biolreprod.113.108647,10.1095/biolreprod.113.108647,WORLD OF REPRODUCTIVE BIOLOGY: Retroviruses May Drive Placental Diversity,11665,True
doi:10.1095/biolreprod.113.108704,10.1095/biolreprod.113.108704,WORLD OF REPRODUCTIVE BIOLOGY: Dysfunctional DNA Does In Female Fertility,11665,True
doi:10.1095/biolreprod.113.108985,10.1095/biolreprod.113.108985,WORLD OF REPRODUCTIVE BIOLOGY: Epigenetics: Get Them While They're Young,11665,True
doi:10.1095/biolreprod.113.109199,10.1095/biolreprod.113.109199,World of Reproductive Biology,11665,True
doi:10.1095/biolreprod.114.117291,10.1095/biolreprod.114.117291,WORLD OF REPRODUCTIVE BIOLOGY: IVF--It's the Hormones,15252,True
doi:10.1095/biolreprod.114.117317,10.1095/biolreprod.114.117317,WORLD OF REPRODUCTIVE BIOLOGY: Single-Cell Technique Peers into Oocyte DNA,15252,True
doi:10.1095/biolreprod.114.117887,10.1095/biolreprod.114.117887,WORLD OF REPRODUCTIVE BIOLOGY: Mendel Meets Imprinting,15252,True
doi:10.1095/biolreprod.114.118208,10.1095/biolreprod.114.118208,WORLD OF REPRODUCTIVE BIOLOGY: A Little Seminal Fluid Goes a Long Way,15252,True
doi:10.1095/biolreprod.114.118216,10.1095/biolreprod.114.118216,World of Reproductive Biology,15252,True
doi:10.1096/fj.202002065,10.1096/fj.202002065,"The 2020 FASEB Science Research Conference on Translational Neuroimmunology: From Mechanisms to Therapeutics, June 29‐30, 2020",10544,True
doi:10.1096/fj.202100317,10.1096/fj.202100317,"The 2020 FASEB virtual Catalyst Conference on Integrative Approach for Complex Diseases Prevention and Management and Beyond, December 16, 2020",6157,True
doi:10.1096/fj.202201027,10.1096/fj.202201027,"The 2022 FASEB virtual Catalyst Conference on B Cells in Injury and Regeneration, March 30, 2022",13924,True
doi:10.1097/00029330-200708020-00021,10.1097/00029330-200708020-00021,2007 Changsha International Symposium on Lupus,10901,True
doi:10.1097/01.cot.0000314394.41199.d1,10.1097/01.cot.0000314394.41199.d1,Invasive Bladder Cancer,20010,False
doi:10.1097/01.cot.0001017128.07056.c1,10.1097/01.cot.0001017128.07056.c1,Shop Talk,20004,False
doi:10.1097/01.jcma.0001096048.54396.64,10.1097/01.jcma.0001096048.54396.64,Title Index,19298,True
doi:10.1097/01.jcma.0001177672.68128.57,10.1097/01.jcma.0001177672.68128.57,Title Index,16258,True
doi:10.1097/01.qai.0000532481.31513.89,10.1097/01.qai.0000532481.31513.89,Speaker Schedule,24837,False
doi:10.1097/aln.0000000000001180,10.1097/aln.0000000000001180,Fallacy…. Really?,6909,True
doi:10.1097/aln.0000000000005112,10.1097/aln.0000000000005112,"Science, Medicine, and the Anesthesiologist",16799,True
doi:10.1097/bs9.0000000000000041,10.1097/bs9.0000000000000041,"The convergence of hematology and immunology (November 13–15; Tianjin, China)",19428,True
doi:10.1097/bs9.0000000000000147,10.1097/bs9.0000000000000147,"The eighth International Forum on Stem Cells: virtual meeting, October 20–21, 2022",23750,False
doi:10.1097/cm9.0000000000001829,10.1097/cm9.0000000000001829,Akkermansia muciniphila in inflammatory bowel disease and colorectal cancer,13233,True
doi:10.1097/cm9.0000000000002473,10.1097/cm9.0000000000002473,Identification of novel candidate genes in East Asian COPD patients by the functional summary-based imputation and the unified test for molecular signatures: a transcriptome-wide association study,10872,True
doi:10.1097/cm9.0000000000003715,10.1097/cm9.0000000000003715,Global challenges and development of heart transplantation: Wuhan Protocol development and clinical implementation,9210,True
doi:10.1097/fjc.0000000000000863,10.1097/fjc.0000000000000863,Deciphering the Mechanisms Behind Cardiovascular Disease: Long Noncoding RNAs as Key Molecular Signaling Hubs and Biomarkers of Atherosclerosis,11176,True
doi:10.1097/gox.0000000000005319,10.1097/gox.0000000000005319,PSTM Abstract Supplement Table of Contents,21664,False
doi:10.1097/hjh.0b013e32834ee23c,10.1097/hjh.0b013e32834ee23c,Essential hypertension,15848,True
doi:10.1097/hm9.0000000000000141,10.1097/hm9.0000000000000141,World’s top 50 high-impact research studies in traditional medicine in 2024,16000,True
doi:10.1097/hs9.0000000000000036,10.1097/hs9.0000000000000036,Stem Cells Spirited Away by Alcohol‐Induced DNA Damage,7239,True
doi:10.1097/hs9.0000000000000635,10.1097/hs9.0000000000000635,The EHA Research Roadmap: Malignant Myeloid Diseases,24402,False
doi:10.1097/hs9.0000000000000643,10.1097/hs9.0000000000000643,The EHA Research Roadmap: Blood Coagulation and Hemostatic Disorders,24376,False
doi:10.1097/hs9.0000000000000669,10.1097/hs9.0000000000000669,The EHA Research Roadmap: Normal Hematopoiesis,24949,False
doi:10.1097/hs9.0000000000000671,10.1097/hs9.0000000000000671,The EHA Research Roadmap: Hematopoietic Stem Cell Gene Therapy,24917,False
doi:10.1097/hs9.0000000000000714,10.1097/hs9.0000000000000714,The EHA Research Roadmap: Hematopoietic Stem Cells and Allotransplantation,19385,True
doi:10.1097/hs9.0000000000000816,10.1097/hs9.0000000000000816,Reporting From the First EHA Research Conference: Exciting Science With Panoramic Views,9798,True
doi:10.1097/hs9.0000000000000947,10.1097/hs9.0000000000000947,Genetic Predisposition to Clonal Hematopoiesis,20287,False
doi:10.1097/imna-d-25-00063,10.1097/imna-d-25-00063,Vascular Calcification in Chronic Kidney Disease: Targeting Cellular Senescence with Traditional Chinese Medicines,10672,True
doi:10.1097/jbr.0000000000000140,10.1097/jbr.0000000000000140,"A new ""single"" era of biomedicine and implications in disease research",24074,False
doi:10.1097/jd9.0000000000000068,10.1097/jd9.0000000000000068,Pathogenesis of Photoaging in Human Dermal Fibroblasts,19475,True
doi:10.1097/jd9.0000000000000087,10.1097/jd9.0000000000000087,Beta Human Papillomavirus and Merkel Cell Polyomavirus in Skin Neoplasms,22885,False
doi:10.1097/md.0000000000029313,10.1097/md.0000000000029313,Proceedings of the 25th Annual Meeting of the Portuguese Society of Human Genetics (SPGH – Sociedade Portuguesa de Genética Humana),22656,False
