source,source_record_id,title,abstract,year,publication_date,doi,pmid,pmcid,authors,venue,document_type,language,url,is_preprint,raw_page,local_multiomics_match,local_explicit_multiomics_match,local_layer_pair_match,local_omics_layer_count,local_omics_layers,local_aging_match,local_causal_anchor_match,local_three_block_match
springernature,doi:10.1007/s11103-026-01738-2,Genomics assisted breeding for mildew resistance in cucumber: from gene discovery to future innovations,"Key Message Powdery mildew (PM) and downy mildew (DM) are major foliar diseases of cucumber that severely affect productivity and fruit quality worldwide. In this review, we highlighted the genetic resources, screening strategies, disease scoring systems, inheritance patterns, resistance-associated QTLs, molecular markers and candidate genes involved in cucumber mildew resistance. Furthermore, we discussed genome-assisted breeding approaches, including QTL mapping, genome-wide association studies, marker-assisted selection, CRISPR/Cas9-mediated genome editing, transgenic approaches and high-throughput phenotyping tools for improving resistance breeding efficiency. Therefore, this review focuses on integrating conventional breeding, molecular mapping, functional genomics and precise phenotyping approaches to understand PM and DM resistance mechanisms and accelerate the development of durable, broad-spectrum mildew-resistant cucumber cultivars. Cucumber is an economically important vegetable crop cultivated worldwide, but its productivity is severely affected by destructive foliar diseases particularly powdery mildew and downy mildew. These pathogens cause significant yield and quality losses and the continuous emergence of new races makes disease management increasingly challenging. Conventional approaches including cultural, biological and chemical control often provide limited and short-term effectiveness. Therefore, the development of host plant resistance remains the most sustainable and environmentally sound strategy for long-term disease control. Recent advances in cucumber genomics and molecular breeding have enabled the identification of resistance-associated loci through SNP genotyping, QTL mapping, genome-wide association studies and marker-assisted selection. Furthermore, multi-omics approaches such as transcriptomics, proteomics and metabolomics combined with innovative technologies like CRISPR/Cas-mediated genome editing, genomic selection and speed breeding are transforming resistance breeding. Therefore, by integrating advanced molecular tools with omics-driven insights, this review aims to accelerate genetic gains and facilitate the development of durable, broad-spectrum mildew-resistant cucumber cultivars for sustainable and resilient production systems. Graphical abstract",2026,2026-07-22,10.1007/s11103-026-01738-2,,,"Dhall, Rajinder Kumar; Rana, Neha; Kaur, Gurpreet; Mandyal, Sahil Singh",Plant Molecular Biology,ReviewPaper; Review,en,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11103-026-01738-2,False,page_0005.json.gz,True,True,True,4,genomics;metabolomics;proteomics;transcriptomics,False,True,False
springernature,doi:10.1007/s10654-026-01430-1,EPIC4ND—European Prospective Investigation into Cancer and Nutrition follow-up for neurodegenerative diseases,"The ‘European Prospective Investigation into Cancer and Nutrition’ cohort (EPIC) is a prospective study including ~ 520,000 participants recruited across Europe (1991–2000) with in-depth baseline data on nutritional, lifestyle, medical, and anthropometric variables, and baseline blood samples. Here we introduce EPIC4ND, a case-cohort study within EPIC designed to identify biomarkers predicting a future onset of dementia, Alzheimer’s disease (AD), Parkinson’s disease (PD), and amyotrophic lateral sclerosis (ALS). EPIC4ND comprises 6415 initially non-diseased participants (aged 35–80 years, mean age at baseline: 54 ± 9, 64% women) including 1899 incident cases with up to 30 years of follow-up and data on at least one omics domain available from pre-disease blood samples. EPIC4ND includes 4604 subcohort members (4441 non-cases and 163 incident cases) and 1811 additional incident cases ascertained from the broader EPIC cohort. Among the incident cases, there are 1190 dementia cases (818 AD ), 610 PD cases, and 199 ALS cases. Additionally, 72 prevalent PD cases and 118 incident Parkinsonism cases are available for comparison. Molecular data generated encompass proteomics, genome-wide DNA methylation, and SNP genotyping with 4127 EPIC4ND participants (including 1635 incident cases) having data on all three domains. Smaller studies include data on metals, metabolites, and environmental chemicals, while ongoing efforts focus on ultrasensitive targeted biomarker measurements and small RNA sequencing. Genome-wide association studies and analyses of epidemiological risk factors validate the dataset by confirming many known risk factors. Leveraging these extensive pre-disease multi-layered omics data offers a unique opportunity to identify biomarker signatures predicting neurodegenerative diseases and to explore their interplay with epidemiological risk factors.",2026,2026-07-22,10.1007/s10654-026-01430-1,,,"Lill, Christina M.; Homann, Jan; Ohlei, Olena; Smith-Byrne, Karl; Viallon, Vivian; Huerta, Jose Maria; Artaud, Fanny; Zhao, Yujia; Britten, Abigail; Deecke, Laura; Dobricic, Valerija; Mokoroa, Olatz; Guevara, Marcela; Petrova, Dafina; Trupp, Miles; Sabin, Jara; Gröninger, Mareike; Colorado-Yohar, Sandra M.; Alonso-Martin, Sonia; Cabrera-Castro, Natalia; Groppa, Sergiu; Robinson, Oliver; Hansen, Johnni; Eriksson, Sture; Sieri, Sabina; Jimenez, Ana; Tong, Tammy Y. N.; Kaaks, Rudolph; Severi, Gianluca; Travis, Ruth; Wareham, Nick; Benedet, Andréa L.; Zetterberg, Henrik; Franke, Andre; Elbaz, Alexis; Bertram, Lars; Vermeulen, Roel; Middleton, Lefkos; Masala, Giovanna; Sacerdote, Carlotta; Peters, Susan; Katzke, Verena; Ferrari, Pietro; Gunter, Marc J.; Riboli, Elio",European Journal of Epidemiology,OriginalPaper; COHORT PROFILE,en,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10654-026-01430-1,False,page_0005.json.gz,True,False,True,5,epigenomics;genomics;metabolomics;proteomics;transcriptomics,False,False,False
springernature,doi:10.1007/s11103-026-01740-8,Non-coding RNAs as central regulators of phytohormone signaling in plant abiotic stress responses,"Plants are continuously exposed to a wide range of abiotic stresses, including drought, salinity, temperature extremes, nutrient deficiency, and heavy metal toxicity, which severely constrain growth and productivity. To cope with these challenges, plants have evolved sophisticated regulatory networks involving phytohormones and non-coding RNAs (ncRNAs). This review provides a comprehensive overview of the biogenesis and functional roles of major ncRNA classes’ microRNAs (miRNAs), long non-coding RNAs (lncRNAs), and circular RNAs (circRNAs) and their dynamic interplay with phytohormonal signaling pathways under stress conditions. We highlight how ncRNAs modulate key hormonal pathways, including abscisic acid, auxin, jasmonic acid, ethylene, and gibberellins, to fine-tune stress-responsive gene expression and maintain cellular homeostasis. Special emphasis is placed on nutrient stress and heavy metal toxicity, where ncRNA-mediated regulation influences ion transport, autophagy, reactive oxygen species detoxification, and metabolic reprogramming. Emerging evidence on circRNAs as miRNA sponges further reveals an additional regulatory layer linking developmental processes with stress adaptation. The review also integrates recent advances in high-throughput sequencing, multi-omics approaches, and bioinformatics tools that have enabled large-scale identification and functional annotation of stress-responsive ncRNAs. Furthermore, the application of artificial intelligence and machine learning models in predicting ncRNA target interactions and regulatory networks is discussed as a transformative approach in plant stress biology. Collectively, this synthesis provides a systems-level understanding of ncRNA-phytohormone cross-talk and underscores its potential in developing climate-resilient crops through advanced molecular and computational strategies. ncRNA-mediated phytohormone signaling coordinates stress-responsive regulatory networks, providing a promising strategy to enhance plant resilience under abiotic stress.",2026,2026-07-22,10.1007/s11103-026-01740-8,,,"Shah, Sajid Ali; Chowhan, Alisa; Aslam, Saima",Plant Molecular Biology,ReviewPaper; Review,en,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11103-026-01740-8,False,page_0005.json.gz,True,True,False,1,transcriptomics,False,True,False
springernature,doi:10.1007/s10522-026-10476-3,"From matrix to nucleus: CD44 as a central regulator of inflammaging, autophagy, and tissue homeostasis","Aging is characterized by a progressive decline in cellular and tissue function, shaped in part by disruptions in communication between the extracellular matrix (ECM) and intracellular signaling networks. The cell surface receptor CD44 functions as a molecular hub, integrating signals from a remodeled ECM to regulate core aging programs including senescence, inflammation, and metabolic balance. This review synthesizes evidence that CD44, through its structural domains, isoform diversity, and proteolytic processing, integrates extracellular cues to modulate key pathways such as STAT3, NF-κB, and the class III PI3K complex. Mechanistically, HA-fragment engagement of CD44 activates the CD44-STAT3 axis in vascular tissue, suppressing autophagic flux and promoting endothelial senescence. Concurrently, ECM-derived ligand binding to CD44 drives NF-κB signaling that amplifies chronic inflammation in a tissue and context-dependent manner, contributing to inflammaging. Functional outcomes are context-dependent, shaped by isoform switching and γ-secretase-mediated release of CD44-ICD, which may drive degeneration or support repair and proteostasis. Emerging single-cell and spatial transcriptomics reveal spatiotemporal CD44 dysregulation across vasculature, brain, adipose tissue, kidney, and liver. This review establishes CD44 as a mechanistic link connecting ECM remodeling to nuclear responses in aging and outlines therapeutic strategies including ligand competition, antibody blockade, and γ-secretase modulation to mitigate age-related pathology and extend health span. These insights provide a coherent framework for understanding aging biology and guiding future translational interventions targeting CD44 signaling pathways effectively.",2026,2026-07-22,10.1007/s10522-026-10476-3,,,"Ali, Syeda Ayesha; Qiang, Pengfei; Zhou, Xiaojun; Yang, Xiaoting; Li, Shang; Shen, Yunpeng; Chen, Zhiqiang; Zhang, Lu",Biogerontology,ReviewPaper; Review Article,en,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10522-026-10476-3,False,page_0005.json.gz,False,False,False,1,transcriptomics,True,True,False
springernature,doi:10.1038/s44320-026-00228-3,Complex assembly and activity states as multifaceted protein attributes explaining phenotypic variability,"The state of a cell depends not only on protein abundance, but also on the biochemical and cellular activities of proteins, which are largely invisible to abundance profiling alone. Here, we introduce a multi-omics framework that infers context-specific protein activities from transcriptomic, phosphoproteomic, and protein correlation-based protein-protein interaction data, integrating modality-specific algorithms via network diffusion. Applying it to a panel of phenotypically diverse HeLa cell lines, whose genetic drift provides a natural perturbation system, we make three findings. First, physical separation of monomeric and assembled protein fractions by protein correlation profiling provides direct evidence that complex assembly buffers variation in gene copy number and transcription, a mechanism previously only inferred from bulk measurements. Second, using Let7 perturbation data, CRISPR gene dependency scores, and subcellular localization, we orthogonally validate that inferred protein activities capture functional regulation linked to cellular phenotypes inaccessible from abundance data alone. Third, differential analysis of context-specific activity profiles identifies molecular mechanisms underlying phenotypic divergence, including a WIPF1/WIPF2--Arp2/3 axis governing invadopodium formation and infection susceptibility, and an immunoproteasome switch linked to immune adaptation. A multi-omics framework infers protein activities from co-fractionation, phosphoproteomic, and transcriptomic data. Applied to a panel of HeLa cell lines, it reveals how protein complex assembly buffers genetic variation and drives phenotypic divergence. Physical separation of monomeric and assembled protein fractions by SEC-SWATH-MS provides direct evidence that complex assembly buffers gene copy number and transcriptional variation. Orthogonal validation using CRISPR gene dependency scores, subcellular localization data, and Let7 perturbation responses confirms that inferred protein activities capture functional regulation inaccessible from abundance data alone. Network diffusion across three complementary activity layers (protein complex dynamics, kinase/phosphatase signaling, and transcription factor activity) identifies a WIPF1/WIPF2–Arp2/3 cytoskeletal axis governing invadopodium formation and Salmonella infection susceptibility. Differential proteasome complex stoichiometry reveals an immunoproteasome switch linked to immune adaptation and antigen presentation. A multi-omics framework infers protein activities from co-fractionation, phosphoproteomic, and transcriptomic data. Applied to a panel of HeLa cell lines, it reveals how protein complex assembly buffers genetic variation and drives phenotypic divergence.",2026,2026-07-22,10.1038/s44320-026-00228-3,,,"Rosenberger, George; Xue, Peng; Bludau, Isabell; Martelli, Claudia; Williams, Evan; Collins, Ben C; Califano, Andrea; Liu, Yansheng; Aebersold, Ruedi",Molecular Systems Biology,OriginalPaper; Article,en,http://link.springer.com/openurl/fulltext?id=doi:10.1038/s44320-026-00228-3,False,page_0005.json.gz,True,True,True,2,proteomics;transcriptomics,False,True,False
springernature,doi:10.1007/s11357-026-02430-5,The PERK paradox in aging: how ER stress shapes senescence and neurodegeneration,"Endoplasmic reticulum (ER) stress and activation of the unfolded protein response (UPR) are now recognized as integral components of the proteostasis network that preserves cellular and tissue function across the lifespan. With aging, increasing oxidative load, metabolic imbalance, and Ca^2⁺ dysregulation elevate the burden of misfolded proteins in the ER, leading to progressive UPR engagement. When ER stress is mild or transient, UPR signaling restores folding capacity, restrains translation, and enhances redox and degradative programs, thereby promoting cellular resilience. In contrast, persistent or repeatedly unresolved ER stress narrows this adaptive window and biases UPR outputs toward chronic inflammation, stable growth arrest, and cell loss processes that collectively drive inflammaging, stem/progenitor exhaustion, tissue degeneration, and vulnerability to neurodegenerative disease. This review synthesizes evidence that ER stress is not merely a correlation of aging but a mechanistic contributor to age-related decline, with senescence emerging as a major downstream fate in multiple tissues. It also highlights how context- and duration-dependent PERK signaling can be protective early, yet maladaptive when chronically engaged, shaping senescence programs and influencing neuronal survival and neurodegenerative disease progressions. Finally, this review discusses therapeutic opportunities and open questions centered on restoring adaptive PERK/ISR dynamics to support healthy aging.",2026,2026-07-22,10.1007/s11357-026-02430-5,,,"Pandey, Vivek; Sachdeva, Rahul; Despa, Sanda",GeroScience,ReviewPaper; REVIEW,en,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11357-026-02430-5,False,page_0005.json.gz,False,False,False,0,,True,False,False
springernature,doi:10.1007/s00431-026-07191-z,"Genetic and biological mechanisms of pediatric enuresis: integrating pathophysiology, GWAS associations, and multi-omics research","Pediatric enuresis is a common developmental disorder involving involuntary nocturnal voiding. This review synthesizes current evidence on its neurodevelopmental, renal, circadian, and genetic underpinnings. Traditional classification into monosymptomatic and non-monosymptomatic forms guides treatment but does not fully capture underlying biological heterogeneity. Genome-wide association studies have identified risk loci on chromosomes 6 and 13, implicating pathways in neuronal signaling, circadian regulation, and renal water handling, though these represent associations rather than proven causal variants. Multi-omics data, including urinary aquaporin-2 levels and neurotransmitter-related metabolites, further highlight disruptions in the brain–bladder–kidney axis. Persistent enuresis beyond school age, especially treatment refractory cases, likely reflects distinct biological endotypes beyond simple maturational delay. Integrating GWAS findings with transcriptomic, proteomic, and metabolomic approaches, alongside advanced computational methods such as polygenic risk scoring, offers promise for precision pediatrics. Future studies should stratify by age, severity, and persistence while combining population-based and clinical cohorts to advance targeted therapies. What is Known: • Pediatric enuresis is a common developmental disorder characterized by involuntary nocturnal urination in children aged ≥ 5 years. • The condition is clinically classified into monosymptomatic nocturnal enuresis (MNE) and non-monosymptomatic nocturnal enuresis (NMNE), which differ in associated lower urinary tract symptoms and treatment approaches. • Existing evidence indicates that enuresis is strongly influenced by neurodevelopmental delay, circadian dysregulation, impaired nocturnal arginine vasopressin (AVP) secretion, altered bladder function, and elevated arousal thresholds during sleep. • Family and twin studies have demonstrated substantial heritability, supporting an important genetic contribution to disease susceptibility. What is New: • This review provides the first comprehensive integration of pediatric enuresis pathophysiology with recent GWAS findings (particularly risk loci on chromosomes 6 and 13) and emerging multi-omics data, framing the disorder within a systems biology “brain–bladder–kidney axis” model. • We highlight biological heterogeneity beyond the classic maturational delay hypothesis, emphasizing that persistent, severe, or treatment refractory enuresis after age 7 likely represents distinct endotypes driven by genetic susceptibility, impaired circadian regulation, and altered neuronal signaling rather than simple developmental lag. • By synthesizing candidate gene studies, GWAS results, neuroimaging, circadian biology, and renal physiology while stressing the need for age- and severity-stratified analyses, this work lays the conceptual foundation for precision pediatrics approaches, including polygenic risk scoring and targeted multi-omics-guided therapies. • We underscore critical methodological gaps in existing literature (e.g., small samples, lack of developmental stratification, and recruitment bias) and propose a unified framework to guide future research combining population-based, family, and tertiary cohorts.",2026,2026-07-22,10.1007/s00431-026-07191-z,,,"Wu, Pei; Chen, Jia; Chen, Zhu",European Journal of Pediatrics,ReviewPaper; REVIEW,en,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00431-026-07191-z,False,page_0005.json.gz,True,True,True,4,genomics;metabolomics;proteomics;transcriptomics,False,True,False
springernature,doi:10.1038/s41594-026-01830-7,PLA2G2F suppresses ferroptosis through phospholipid remodeling,"Ferroptosis is an iron-dependent form of regulated cell death driven by phospholipid peroxidation, and it has emerged as a potential therapeutic vulnerability of cancer. Here we identify the secretory phospholipase PLA2G2F (phospholipase A_2 group IIF) as a ferroptosis suppressor in bladder cancer and elucidate its regulation and mechanism of action. PLA2G2F functions through an intracellular mechanism by localizing to the endoplasmic reticulum to inhibit ferroptosis. Our genetic and pharmacological analyses reveal that peroxisome proliferator-activated receptor γ (PPARG), a nuclear hormone receptor and transcription factor previously implicated in ferroptosis regulation, upregulates PLA2G2F and that PPARG-mediated ferroptosis resistance is largely dependent on PLA2G2F in bladder cancer. Further, lipidomic profiling suggests that PLA2G2F preferentially acts on ether-linked phospholipids containing polyunsaturated fatty acids, thereby reducing the pool of peroxidation-prone polyunsaturated fatty acid-containing phospholipids. Together, our findings establish PLA2G2F as an endoplasmic reticulum-resident ferroptosis suppressor regulated by PPARG and show that inhibiting PPARG signaling or PLA2G2F activity can sensitize bladder cancer cells to ferroptosis induction. Hu et al. identify the secretory phospholipase PLA2G2F as an endoplasmic reticulum-resident ferroptosis suppressor in bladder cancer and provide evidence that PLA2G2F acts on ether-linked phospholipids containing polyunsaturated fatty acids, reducing the pool of these peroxidation-prone phospholipids.",2026,2026-07-22,10.1038/s41594-026-01830-7,,,"Hu, Yingying; Csuka, Joleen; Rajbhandari, Presha; Huang, Penghsuan; Carbone, Nicholas; Liang, Deguang; Gu, Wei; Ordureau, Alban; Stockwell, Brent R.; Jiang, Xuejun",Nature Structural & Molecular Biology,OriginalPaper; Article,en,https://www.nature.com/articles/s41594-026-01830-7,False,page_0005.json.gz,False,False,False,1,metabolomics,False,True,False
springernature,doi:10.1007/s43032-026-02155-y,A Miswired Ovarian Ecosystem: LIF/JAK/STAT3 Distortion in PCOS,"Polycystic ovary syndrome (PCOS) is a complex reproductive and metabolic disorder characterized by hyperandrogenism, anovulation, insulin resistance, and chronic low-grade inflammation. The LIF/JAK/STAT3 pathway is very important for coordinating folliculogenesis, endometrial receptivity, and metabolic homeostasis. The LIF–LIFR–gp130–JAK1–STAT3 signaling pathway supports the survival of granulosa cells, follicle recruitment, ovulation, implantation, and mitochondrial function under physiological conditions. In polycystic ovary syndrome (PCOS), hyperandrogenism, hyperinsulinemia, and pro-inflammatory cytokines destabilize the LIFR/gp130 heterodimer, impede LIF and JAK1 signaling, and redirect STAT3 activation towards JAK2-mediated IL-6/leptin-dominated inflammatory pathways. This pathological rewiring promotes hyperandrogenic steroidogenesis by increasing the levels of LHCGR and CYP17A1 and decreasing the levels of FSHR and CYP19A1. It also causes follicular arrest and decreases the ability of the endometrium to accept an embryo by deregulating the LIF/STAT3–MUC1–IGF1 axis. Epigenetic alterations, such as hypomethylation of the first intron of JAK2 and hypermethylation of the SOCS3 promoter, in conjunction with the participation of regulatory non-coding RNAs (miR-181a/b, miR-199a-5p, lncRNA H19, circRNAs), facilitate the amplification of JAK2/STAT3 signaling and the suppression of inhibitory feedback mechanisms. Dysregulated mitochondrial STAT3 leads to impaired oxidative phosphorylation, modified glycolytic pathways, heightened oxidative stress, and worsened insulin resistance. The connections between the MAPK/ERK, PI3K/AKT, TLR4/NF-κB, Wnt/β-catenin, and Hippo/Notch/YAP pathways make this pathological signaling network even stronger. The LIF/JAK/STAT3 axis is a key regulator and a promising target for precision therapies tailored to specific phenotypes in PCOS. Therapeutic strategies, encompassing preclinical JAK inhibitors, metabolic modulators, and clinically validated pathway-directed agents, underscore its potential as a pivotal therapeutic nexus. Graphical Abstract",2026,2026-07-22,10.1007/s43032-026-02155-y,,,"Sharma, Anisha; Singh, Shalini; Rajan, Ravi Kumar; Bhatacharjee, Ananya; Chakraborty, Manodeep",Reproductive Sciences,ReviewPaper; Reproductive Endocrinology: Review,en,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s43032-026-02155-y,False,page_0005.json.gz,False,False,False,0,,False,True,False
springernature,doi:10.1038/s41467-026-73370-z,AI digital pathology as a key tool providing in-depth understanding of the progression and regression of MASH and fibrosis in male mouse models,"Optimizing murine models for studying Metabolic Dysfunction-Associated Steatohepatitis (MASH) and fibrosis is crucial for understanding disease mechanisms and evaluating therapies. In this study, we characterized diet-induced male murine models of MASH and liver fibrosis using an AI-digital pathology (DP) pipeline for zone-specific analysis and spatial (co)-localization of key MASH features within the liver microarchitecture, providing insights beyond standard histology. Model characterization included an integrative omics-based approach, standard blood-chemistry, and traditional histology. AI-DP revealed previously unknown temporal events leading to MASH, emphasizing the interplay between inflammation and dysmetabolism in disease progression. We also noted distinct morphometric characteristics of granulomas and their correlation with fibrosis. In efficacy studies of clinically-validated treatments, Semaglutide (GLP-1RA), Resmetirom (THRβ-agonist), and MK-4074 (Acetyl-CoA-carboxylase inhibitor), AI-DP demonstrated differential effects on macrosteatosis, microsteatosis, and colocalized fibrosis. Overall, integrating AI enables identification of fit-for-purpose disease models for therapeutic testing, and facilitates robust preclinical study designs for advancing effective therapeutic strategies. AI-driven multimodal pathology enables zone-resolved colocalization and objective reproducible scoring of spatial and treatment-specific effects to improve murine MASH model characterization.",2026,2026-07-22,10.1038/s41467-026-73370-z,,,"Saigal, Ashmita; Abdurrachim, Desiree; Tso, Emily; Hendra, Christopher; Ong, Charlene Zhi Lin; Kimball, Sonya; Blumenschein, Wendy; Liu, Yang; Jiang, Xueyuan; Sanyal, Arun J.; Ali, Asad Abu Bakar; Talukdar, Saswata",Nature Communications,OriginalPaper; Article,en,https://www.nature.com/articles/s41467-026-73370-z,False,page_0005.json.gz,True,True,False,0,,False,False,False
springernature,doi:10.1038/s41392-026-02874-3,Decoding the regulatory genome: single-cell four-omics integration,,2026,2026-07-22,10.1038/s41392-026-02874-3,,,"Kim, Hakjin; Byun, Jongwon; Kwon, Taeho",Signal Transduction and Targeted Therapy,BriefCommunication; Research Highlight,en,https://www.nature.com/articles/s41392-026-02874-3,False,page_0005.json.gz,False,False,False,1,genomics,False,False,False
springernature,doi:10.1007/s11357-026-02412-7,A metabolomic clock of population ageing: cross-cohort validation and associations with frailty and cognitive function,"Understanding the links between metabolism, ageing, and age-related phenotypes may clarify the role of ageing in disease onset and improve risk prediction. We conducted a cross-cohort assessment of biological age using broad-spectrum LC–MS metabolomics of 3,686 plasma samples in 2,295 participants, aged 20–89, from the UK Airwave study ( N = 960) and the Irish Longitudinal Study of Ageing ( N = 1,335). The nucleoside N_2,N_2-dimethylguanosine, C-glycosyltryptophan, bile acid glucuronides, and the antioxidant zeta-carotene were associated with chronological age, frailty, and mortality. The noradrenergic metabolite 3-methoxy-4-hydroxyphenylglycol sulphate and the oligosaccharide sialyllactose were strongly associated with both age and mortality. We developed a metabolomic clock that was highly predictive of chronological age ( r = 0.92) in test samples. Metabolomic age acceleration was strongly correlated between study visits ( r > 0.6). Each standard deviation increase in metabolomic age acceleration (~ 5 years) was associated with 43% higher mortality risk, 27% higher risk of mild cognitive impairment, and 10% increased risk of a higher frailty score in fully adjusted models. The metabolites identified here may link ageing and age-related vulnerability and should be further investigated in mechanistic studies. The metabolomic clock has potential for translational applications, including as a prognostic and response marker of generalised age-related disease risk.",2026,2026-07-21,10.1007/s11357-026-02412-7,,,"Lau, Chung-Ho E.; Chekmeneva, Elena; Pinto, Rui; O’Halloran, Aisling M.; Chu, Daniel K. H.; Dehghan, Abbas; Tzoulaki, Ioanna; Elliott, Paul; Kenny, Rose Anne; McCrory, Cathal; Robinson, Oliver",GeroScience,OriginalPaper; ORIGINAL ARTICLE,en,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11357-026-02412-7,False,page_0005.json.gz,False,False,False,1,metabolomics,True,False,False
springernature,doi:10.1186/s43162-026-00678-z,"The gut mycobiome in endocrine and metabolic disorders: mechanistic insights and clinical implications in obesity, insulin resistance, and PMOS: a narrative review","Background The gut microbiome has long been recognized as a critical regulator of host metabolism, yet the fungal component the mycobiome remains comparatively understudied. Emerging evidence implicates gut fungi in endocrine and metabolic homeostasis through distinct mechanisms including bile acid modification, immune modulation, and cross-kingdom interactions with bacteria. Objective This narrative review synthesizes current evidence on the role of the gut mycobiome in obesity, insulin resistance (IR), and polyendocrine metabolic ovarian syndrome (PMOS), with emphasis on mechanistic pathways, clinical implications, and therapeutic potential. Key Findings The healthy gut mycobiome is characterized by dominance of Candida , Saccharomyces , Cladosporium , and Malassezia genera, though considerable variability exists based on geography, diet, age, and sex. Fungal dysbiosis typically manifesting as reduced diversity and overgrowth of pro-inflammatory taxa such as Candida albicans has been consistently documented in obesity, IR, and PMOS. Mechanistically, fungi influence host metabolism through: (1) production of bioactive metabolites (short-chain fatty acids, tryptophan derivatives); (2) modulation of bile acid pools and farnesoid X receptor (FXR) signaling; (3) immune priming via β-glucan-mediated Th17 responses; and (4) regulation of gut barrier integrity through fungal-bacterial crosstalk. In PMOS specifically, mycobiome alterations correlate with hyperandrogenemia, insulin resistance, and chronic inflammation, with emerging evidence implicating the gut-brain-ovary axis. Therapeutic strategies under investigation include probiofungals ( Saccharomyces boulardii ), dietary modulation, and selective antifungal interventions. Conclusion The gut mycobiome represents a novel, modifiable determinant of metabolic health with particular relevance to obesity, IR, and PMOS. Future research priorities include longitudinal cohort studies, mechanistic validation in gnotobiotic models, and randomized controlled trials of mycobiome-targeted interventions. Integration of mycobiome assessment into clinical practice may enable personalized approaches to metabolic disease management.",2026,2026-07-21,10.1186/s43162-026-00678-z,,,"Abady, Eslam; AbuEl-Enien, Hazem; Saleem, Noor ul Ain; Albarari, Shams Samih Ahmad; Karam, Karrar Naem; Samadi, Yahya; Lohano, Gaaitri; Yasin, Zarqa",The Egyptian Journal of Internal Medicine,ReviewPaper; Review,en,http://link.springer.com/openurl/fulltext?id=doi:10.1186/s43162-026-00678-z,False,page_0005.json.gz,True,False,True,2,metabolomics;microbiomics,False,True,False
springernature,doi:10.1007/s10787-026-02346-8,Natural products targeting cytokine-regulated SASP inflammation networks in Ovarian cancer: Implications on immune escape and molecular resistance,"Ovarian cancer (OC) is one of the most lethal gynecological malignancies, with incidence and mortality rates increasing markedly among women aged 65 years and older. Aging-associated biological alterations, including genomic instability, telomere attrition, oxidative stress, mitochondrial dysfunction, and chronic inflammation, contribute to ovarian carcinogenesis and influence responses to chemotherapy, PARP inhibitors, and immune checkpoint blockade. A central feature linking aging and OC progression is cellular senescence, a state of irreversible growth arrest accompanied by the development of SASP. SASP comprises a complex network of pro-inflammatory cytokines, chemokines, growth factors, and matrix-remodelling enzymes that reshape the tumor microenvironment. In OC, SASP-mediated cytokine signalling promotes epithelial-to-mesenchymal transition, angiogenesis, extracellular matrix remodelling, immune evasion, and therapeutic resistance. Furthermore, SASP-driven reprogramming of immune cells establishes an immunosuppressive microenvironment that facilitates tumor progression and limits treatment efficacy. Consequently, cytokine-regulated SASP networks have emerged as promising therapeutic targets for overcoming age-associated disease progression and molecular resistance. Natural products represent a growing class of senotherapeutic agents capable of modulating senescence-associated pathways. Several phytochemicals and bioactive secondary metabolites exhibit senolytic or senostatic activities, enabling selective elimination of senescent cells or suppression of detrimental SASP signalling. Emerging nanotechnology-based delivery systems and receptor-targeted approaches further enhance the bioavailability, specificity, and therapeutic potential of these compounds. This review summarizes the role of cytokine-regulated SASP networks in OC progression, immune escape, and therapy resistance, while highlighting natural-product-derived senotherapeutics as promising strategies for precision immuno-oncology and geriatric OC management. Graphical abstract",2026,2026-07-21,10.1007/s10787-026-02346-8,,,"Paul, Benedict Mathews; Kannan, Gowtham; Karuppasamy, Arunachalam; Thangaraj, Parimelazhagan",Inflammopharmacology,ReviewPaper; Review,en,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10787-026-02346-8,False,page_0006.json.gz,True,False,True,2,genomics;metabolomics,True,True,True
