source,source_record_id,title,abstract,year,publication_date,doi,pmid,pmcid,authors,venue,document_type,language,url,is_preprint,raw_page,query_branches,local_multiomics_match,local_explicit_multiomics_match,local_layer_pair_match,local_omics_layer_count,local_omics_layers,local_aging_match,local_causal_anchor_match,local_three_block_match
scopus,SCOPUS_ID:84994420131,Epigenetics and aging,,2016,2016-01-01,10.1126/sciadv.1600584,27482540,,Pal S.,Science Advances,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84994420131&origin=inward,False,page_0001.json.gz,,False,False,False,0,,True,False,False
scopus,SCOPUS_ID:84856389498,CHO cells in biotechnology for production of recombinant proteins: Current state and further potential,,2012,2012-02-01,10.1007/s00253-011-3758-5,22159888,,Kim J.Y.,Applied Microbiology and Biotechnology,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84856389498&origin=inward,False,page_0001.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85110472282,Bifidobacteria-mediated immune system imprinting early in life,,2021,2021-07-22,10.1016/j.cell.2021.05.030,34143954,,Henrick B.M.,Cell,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85110472282&origin=inward,False,page_0001.json.gz,,False,False,False,0,,False,True,False
scopus,SCOPUS_ID:85077697294,Genome-wide association and Mendelian randomisation analysis provide insights into the pathogenesis of heart failure,,2020,2020-12-01,10.1038/s41467-019-13690-5,31919418,,Shah S.,Nature Communications,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077697294&origin=inward,False,page_0001.json.gz,,False,False,False,1,genomics,False,True,False
scopus,SCOPUS_ID:85054773146,Glyphosate perturbs the gut microbiota of honey bees,,2018,2018-10-09,10.1073/pnas.1803880115,30249635,,Motta E.V.S.,Proceedings of the National Academy of Sciences of the United States of America,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054773146&origin=inward,False,page_0001.json.gz,,False,False,False,0,,False,True,False
scopus,SCOPUS_ID:85070235329,Healthspan and lifespan extension by fecal microbiota transplantation into progeroid mice,,2019,2019-08-01,10.1038/s41591-019-0504-5,31332389,,Bárcena C.,Nature Medicine,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070235329&origin=inward,False,page_0001.json.gz,,False,False,False,0,,True,False,False
scopus,SCOPUS_ID:84899768899,Epigenomic profiling of young and aged HSCs reveals concerted changes during aging that reinforce self-renewal,,2014,2014-05-01,10.1016/j.stem.2014.03.002,24792119,,Sun D.,Cell Stem Cell,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899768899&origin=inward,False,page_0001.json.gz,,False,False,False,1,epigenomics,True,False,False
scopus,SCOPUS_ID:85048428753,"Multiscale Analysis of Independent Alzheimer's Cohorts Finds Disruption of Molecular, Genetic, and Clinical Networks by Human Herpesvirus",,2018,2018-07-11,10.1016/j.neuron.2018.05.023,29937276,,Readhead B.,Neuron,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048428753&origin=inward,False,page_0001.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85095582146,Spermidine improves gut barrier integrity and gut microbiota function in diet-induced obese mice,,2020,2020-11-09,10.1080/19490976.2020.1832857,33151120,,Ma L.,Gut Microbes,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85095582146&origin=inward,False,page_0001.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:84923123965,Oocyte environment: Follicular fluid and cumulus cells are critical for oocyte health,,2015,2015-02-01,10.1016/j.fertnstert.2014.11.015,25497448,,Dumesic D.A.,Fertility and Sterility,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84923123965&origin=inward,False,page_0001.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85088139246,Alveolar regeneration through a Krt8+ transitional stem cell state that persists in human lung fibrosis,,2020,2020-12-01,10.1038/s41467-020-17358-3,32678092,,Strunz M.,Nature Communications,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088139246&origin=inward,False,page_0001.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:84931575689,Review article: Dietary fibre-microbiota interactions,,2015,2015-07-01,10.1111/apt.13248,26011307,,Simpson H.L.,Alimentary Pharmacology and Therapeutics,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84931575689&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:84986630284,Sleep Health: Reciprocal Regulation of Sleep and Innate Immunity,,2017,2017-01-01,10.1038/npp.2016.148,27510422,,Irwin M.R.,Neuropsychopharmacology,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84986630284&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:84954301970,Cryptochromes Interact Directly with PIFs to Control Plant Growth in Limiting Blue Light,,2016,2016-01-14,10.1016/j.cell.2015.12.018,26724867,,Pedmale U.V.,Cell,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84954301970&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85169521965,Biomarkers of aging for the identification and evaluation of longevity interventions,,2023,2023-08-31,10.1016/j.cell.2023.08.003,37657418,,Moqri M.,Cell,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85169521965&origin=inward,False,page_0002.json.gz,,False,False,False,0,,True,True,False
scopus,SCOPUS_ID:84992343671,NAD+ Replenishment Improves Lifespan and Healthspan in Ataxia Telangiectasia Models via Mitophagy and DNA Repair,,2016,2016-10-11,10.1016/j.cmet.2016.09.004,27732836,,Fang E.F.,Cell Metabolism,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84992343671&origin=inward,False,page_0002.json.gz,,False,False,False,0,,True,False,False
scopus,SCOPUS_ID:85050340347,Bilophila wadsworthia aggravates high fat diet induced metabolic dysfunctions in mice,,2018,2018-12-01,10.1038/s41467-018-05249-7,30022049,,Natividad J.M.,Nature Communications,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050340347&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85076556660,Plant gene editing through de novo induction of meristems,,2020,2020-01-01,10.1038/s41587-019-0337-2,31844292,,Maher M.F.,Nature Biotechnology,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076556660&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:84920995923,Endogenous hydrogen sulfide production is essential for dietary restriction benefits,,2015,2015-01-15,10.1016/j.cell.2014.11.048,25542313,,Hine C.,Cell,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84920995923&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85063110620,Specific Bacteria and Metabolites Associated With Response to Fecal Microbiota Transplantation in Patients With Ulcerative Colitis,,2019,2019-04-01,10.1053/j.gastro.2018.12.001,30529583,,Paramsothy S.,Gastroenterology,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063110620&origin=inward,False,page_0002.json.gz,,False,False,False,1,metabolomics,False,False,False
scopus,SCOPUS_ID:85118945011,Mapping the proteo-genomic convergence of human diseases,,2021,2021-11-12,10.1126/science.abj1541,34648354,,Pietzner M.,Science,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118945011&origin=inward,False,page_0002.json.gz,,False,False,False,1,genomics,False,False,False
scopus,SCOPUS_ID:85095819080,Identification of Required Host Factors for SARS-CoV-2 Infection in Human Cells,,2021,2021-01-07,10.1016/j.cell.2020.10.030,33147445,,Daniloski Z.,Cell,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85095819080&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85014576938,Enhanced Protein Translation Underlies Improved Metabolic and Physical Adaptations to Different Exercise Training Modes in Young and Old Humans,,2017,2017-03-07,10.1016/j.cmet.2017.02.009,28273480,,Robinson M.M.,Cell Metabolism,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85014576938&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85057214063,Macrophage de novo NAD+ synthesis specifies immune function in aging and inflammation,,2019,2019-01-01,10.1038/s41590-018-0255-3,30478397,,Minhas P.S.,Nature Immunology,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057214063&origin=inward,False,page_0002.json.gz,,False,False,False,0,,True,False,False
scopus,SCOPUS_ID:85045136951,Simultaneous lineage tracing and cell-type identification using CrIsPr-Cas9-induced genetic scars,,2018,2018-06-01,10.1038/nbt.4124,29644996,,Spanjaard B.,Nature Biotechnology,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85045136951&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:84907704625,Diet and the development of the human intestinal microbiome,,2014,2014-01-01,10.3389/fmicb.2014.00494,,,Voreades N.,Frontiers in Microbiology,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84907704625&origin=inward,False,page_0002.json.gz,,False,False,False,1,microbiomics,False,False,False
scopus,SCOPUS_ID:85034014730,Genetic insights into the neurodevelopmental origins of schizophrenia,,2017,2017-12-01,10.1038/nrn.2017.125,29070826,,Birnbaum R.,Nature Reviews Neuroscience,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85034014730&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:61449126060,Novel long non-protein coding RNAs involved in Arabidopsis differentiation and stress responses,,2009,2009-01-01,10.1101/gr.080275.108,18997003,,Amor B.B.,Genome Research,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=61449126060&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:84898746219,Epigenetic modification and inheritance in sexual reversal of fish,,2014,2014-01-01,10.1101/gr.162172.113,24487721,,Shao C.,Genome Research,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84898746219&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85070196486,Nicotinamide Riboside Augments the Aged Human Skeletal Muscle NAD+ Metabolome and Induces Transcriptomic and Anti-inflammatory Signatures,,2019,2019-08-13,10.1016/j.celrep.2019.07.043,31412242,,Elhassan Y.S.,Cell Reports,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070196486&origin=inward,False,page_0002.json.gz,,True,False,True,2,metabolomics;transcriptomics,False,False,False
scopus,SCOPUS_ID:85073976669,"The role of lipid metabolism in aging, lifespan regulation, and age-related disease",,2019,2019-12-01,10.1111/acel.13048,31560163,,Johnson A.A.,Aging Cell,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073976669&origin=inward,False,page_0002.json.gz,,False,False,False,0,,True,False,False
scopus,SCOPUS_ID:80855128461,Cellular senescence: A link between cancer and age-related degenerative disease?,,2011,2011-12-01,10.1016/j.semcancer.2011.09.001,21925603,,Campisi J.,Seminars in Cancer Biology,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80855128461&origin=inward,False,page_0002.json.gz,,False,False,False,0,,True,False,False
scopus,SCOPUS_ID:85096043878,Senescent cells promote tissue NAD+ decline during ageing via the activation of CD38+ macrophages,,2020,2020-11-01,10.1038/s42255-020-00305-3,33199924,,Covarrubias A.J.,Nature Metabolism,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096043878&origin=inward,False,page_0002.json.gz,,False,False,False,0,,True,False,False
scopus,SCOPUS_ID:85045327964,Transcriptome-wide association study of schizophrenia and chromatin activity yields mechanistic disease insights,,2018,2018-04-01,10.1038/s41588-018-0092-1,29632383,,Gusev A.,Nature Genetics,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85045327964&origin=inward,False,page_0002.json.gz,,True,False,True,2,epigenomics;transcriptomics,False,False,False
scopus,SCOPUS_ID:85047542527,Identification and therapeutic modulation of a pro-inflammatory subset of disease-associated-microglia in Alzheimer's disease,,2018,2018-05-21,10.1186/s13024-018-0254-8,29784049,,Rangaraju S.,Molecular Neurodegeneration,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047542527&origin=inward,False,page_0002.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:84964374813,Metabolomics-assisted proteomics identifies succinylation and SIRT5 as important regulators of cardiac function,,2016,2016-04-19,10.1073/pnas.1519858113,27051063,,Sadhukhan S.,Proceedings of the National Academy of Sciences of the United States of America,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84964374813&origin=inward,False,page_0002.json.gz,,True,False,True,2,metabolomics;proteomics,False,False,False
scopus,SCOPUS_ID:85031791032,Genomic adaptation to polyphagy and insecticides in a major East Asian noctuid pest,,2017,2017-11-01,10.1038/s41559-017-0314-4,28963452,,Cheng T.,Nature Ecology and Evolution,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85031791032&origin=inward,False,page_0003.json.gz,,False,False,False,1,genomics,False,False,False
scopus,SCOPUS_ID:85027304537,Influence of gut microbiota on neuropsychiatric disorders,,2017,2017-08-14,10.3748/wjg.v23.i30.5486,28852308,,Cenit M.C.,World Journal of Gastroenterology,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027304537&origin=inward,False,page_0003.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85108940645,"Inflammation, epigenetics, and metabolism converge to cell senescence and ageing: the regulation and intervention",,2021,2021-12-01,10.1038/s41392-021-00646-9,34176928,,Zhu X.,Signal Transduction and Targeted Therapy,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108940645&origin=inward,False,page_0003.json.gz,,False,False,False,0,,True,True,False
scopus,SCOPUS_ID:84855549488,System-wide perturbation analysis with nearly complete coverage of the yeast proteome by single-shot ultra HPLC runs on a bench top orbitrap,,2012,2012-01-01,10.1074/mcp.m111.013722,22021278,,Nagaraj N.,Molecular and Cellular Proteomics,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84855549488&origin=inward,False,page_0003.json.gz,,False,False,False,1,proteomics,False,True,False
scopus,SCOPUS_ID:84934775028,Metabolic and metagenomic outcomes from early-life pulsed antibiotic treatment,,2015,2015-06-30,10.1038/ncomms8486,26123276,,Nobel Y.R.,Nature Communications,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84934775028&origin=inward,False,page_0003.json.gz,,False,False,False,1,microbiomics,False,False,False
scopus,SCOPUS_ID:85042701019,Interactions Between Diet and the Intestinal Microbiota Alter Intestinal Permeability and Colitis Severity in Mice,,2018,2018-03-01,10.1053/j.gastro.2017.11.030,29174952,,Llewellyn S.,Gastroenterology,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042701019&origin=inward,False,page_0003.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:84940197691,"Synechococcus elongatus UTEX 2973, a fast growing cyanobacterial chassis for biosynthesis using light and CO2",,2015,2015-01-01,10.1038/srep08132,25633131,,Yu J.,Scientific Reports,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84940197691&origin=inward,False,page_0003.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:84873635293,Genome instability and aging,,2013,2013-02-10,10.1146/annurev-physiol-030212-183715,23398157,,Vijg J.,Annual Review of Physiology,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84873635293&origin=inward,False,page_0003.json.gz,,False,False,False,1,genomics,True,False,False
scopus,SCOPUS_ID:85164040686,Multi-omics profiling for health,,2023,2023-01-01,10.1016/j.mcpro.2023.100561,37119971,,Babu M.,Molecular and Cellular Proteomics,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164040686&origin=inward,False,page_0003.json.gz,,True,True,False,0,,False,False,False
scopus,SCOPUS_ID:84868008258,"The role of DNA methylation in aging, rejuvenation, and age-related disease",,2012,2012-10-01,10.1089/rej.2012.1324,23098078,,Johnson A.A.,Rejuvenation Research,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84868008258&origin=inward,False,page_0003.json.gz,,False,False,False,1,epigenomics,True,False,False
scopus,SCOPUS_ID:85083072235,A multidimensional systems biology analysis of cellular senescence in aging and disease,,2020,2020-04-07,10.1186/s13059-020-01990-9,32264951,,Avelar R.A.,Genome Biology,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083072235&origin=inward,False,page_0003.json.gz,,False,False,False,0,,True,False,False
scopus,SCOPUS_ID:85137975701,The inter-relationship between delirium and dementia: the importance of delirium prevention,,2022,2022-10-01,10.1038/s41582-022-00698-7,36028563,,Fong T.G.,Nature Reviews Neurology,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85137975701&origin=inward,False,page_0003.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85018525950,Multi-tissue DNA methylation age predictor in mouse,,2017,2017-04-11,10.1186/s13059-017-1203-5,28399939,,Stubbs T.M.,Genome Biology,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018525950&origin=inward,False,page_0003.json.gz,,False,False,False,1,epigenomics,False,False,False
scopus,SCOPUS_ID:85047558885,An exclusive metabolic niche enables strain engraftment in the gut microbiota,,2018,2018-05-17,10.1038/s41586-018-0092-4,29743671,,Shepherd E.S.,Nature,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047558885&origin=inward,False,page_0003.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85020664399,"The Reactive Species Interactome: Evolutionary Emergence, Biological Significance, and Opportunities for Redox Metabolomics and Personalized Medicine",,2017,2017-10-01,10.1089/ars.2017.7083,28398072,,Cortese-Krott M.M.,Antioxidants and Redox Signaling,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85020664399&origin=inward,False,page_0003.json.gz,,False,False,False,1,metabolomics,False,False,False
scopus,SCOPUS_ID:36048951040,Antisense RNA Stabilization Induces Transcriptional Gene Silencing via Histone Deacetylation in S. cerevisiae,,2007,2007-11-16,10.1016/j.cell.2007.09.014,18022365,,Camblong J.,Cell,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=36048951040&origin=inward,False,page_0003.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85083660060,Altered gut microbial profile is associated with abnormal metabolism activity of Autism Spectrum Disorder,,2020,2020-09-02,10.1080/19490976.2020.1747329,32312186,,Dan Z.,Gut Microbes,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083660060&origin=inward,False,page_0003.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85056876436,The role of DNA methylation in epigenetics of aging,,2019,2019-03-01,10.1016/j.pharmthera.2018.11.001,30419258,,Unnikrishnan A.,Pharmacology and Therapeutics,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056876436&origin=inward,False,page_0003.json.gz,,False,False,False,1,epigenomics,True,False,False
scopus,SCOPUS_ID:84857483338,A gene regulatory network for root epidermis cell differentiation in Arabidopsis,,2012,2012-01-01,10.1371/journal.pgen.1002446,22253603,,Bruex A.,Plos Genetics,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84857483338&origin=inward,False,page_0003.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:84942739564,Alterations in the vaginal microbiome by maternal stress are associated with metabolic reprogramming of the offspring gut and brain,,2015,2015-09-01,10.1210/en.2015-1177,26079804,,Jašarević E.,Endocrinology United States,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84942739564&origin=inward,False,page_0003.json.gz,,False,False,False,1,microbiomics,False,False,False
scopus,SCOPUS_ID:79952847690,Aging and immune function: Molecular mechanisms to interventions,,2011,2011-04-15,10.1089/ars.2010.3228,20812785,,Ponnappan S.,Antioxidants and Redox Signaling,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79952847690&origin=inward,False,page_0003.json.gz,,False,False,False,0,,True,True,False
scopus,SCOPUS_ID:85076928124,Mitochondrial oxidative capacity and NAD+ biosynthesis are reduced in human sarcopenia across ethnicities,,2019,2019-12-01,10.1038/s41467-019-13694-1,31862890,,Migliavacca E.,Nature Communications,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076928124&origin=inward,False,page_0003.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85092260011,Rational design of a microbial consortium of mucosal sugar utilizers reduces Clostridiodes difficile colonization,,2020,2020-12-01,10.1038/s41467-020-18928-1,33037214,,Pereira F.C.,Nature Communications,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092260011&origin=inward,False,page_0003.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85063389989,Treatment of Active Crohn's Disease With an Ordinary Food-based Diet That Replicates Exclusive Enteral Nutrition,,2019,2019-04-01,10.1053/j.gastro.2018.12.002,30550821,,Svolos V.,Gastroenterology,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063389989&origin=inward,False,page_0003.json.gz,,False,False,False,0,,False,False,False
scopus,SCOPUS_ID:85016942859,Using DNA Methylation Profiling to Evaluate Biological Age and Longevity Interventions,,2017,2017-04-04,10.1016/j.cmet.2017.03.016,28380383,,Petkovich D.A.,Cell Metabolism,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85016942859&origin=inward,False,page_0003.json.gz,,False,False,False,1,epigenomics,True,True,False
