record_id,source,title,abstract,year,document_type,doi,proposed_design_family
doi:10.1038/s41467-023-37729-w,semantic_scholar,Multi-omic underpinnings of epigenetic aging and human longevity,"Biological aging is accompanied by increasing morbidity, mortality, and healthcare costs; however, its molecular mechanisms are poorly understood. Here, we use multi-omic methods to integrate genomic, transcriptomic, and metabolomic data and identify biological associations with four measures of epigenetic age acceleration and a human longevity phenotype comprising healthspan, lifespan, and exceptional longevity (multivariate longevity). Using transcriptomic imputation, fine-mapping, and conditional analysis, we identify 22 high confidence associations with epigenetic age acceleration and seven with multivariate longevity. FLOT1 , KPNA4 , and TMX2 are novel, high confidence genes associated with epigenetic age acceleration. In parallel, cis-instrument Mendelian randomization of the druggable genome associates TPMT and NHLRC1 with epigenetic aging, supporting transcriptomic imputation findings. Metabolomics Mendelian randomization identifies a negative effect of non-high-density lipoprotein cholesterol and associated lipoproteins on multivariate longevity, but not epigenetic age acceleration. Finally, cell-type enrichment analysis implicates immune cells and precursors in epigenetic age acceleration and, more modestly, multivariate longevity. Follow-up Mendelian randomization of immune cell traits suggests lymphocyte subpopulations and lymphocytic surface molecules affect multivariate longevity and epigenetic age acceleration. Our results highlight druggable targets and biological pathways involved in aging and facilitate multi-omic comparisons of epigenetic clocks and human longevity. Here, the authors integrate genomic, bulk and single-cell transcriptomic, and metabolomic data sets to compare the biological underpinning of four epigenetic clocks and human longevity, offering novel insights into aging biology.",2023,JournalArticle,10.1038/s41467-023-37729-w,genetic_instrument
doi:10.1038/s41467-024-52310-9,europepmc,"A metabolomic profile of biological aging in 250,341 individuals from the UK Biobank.","The metabolomic profile of aging is complex. Here, we analyse 325 nuclear magnetic resonance (NMR) biomarkers from 250,341 UK Biobank participants, identifying 54 representative aging-related biomarkers associated with all-cause mortality. We conduct genome-wide association studies (GWAS) for these 325 biomarkers using whole-genome sequencing (WGS) data from 95,372 individuals and perform multivariable Mendelian randomization (MVMR) analyses, discovering 439 candidate ""biomarker - disease"" causal pairs at the nominal significance level. We develop a metabolomic aging score that outperforms other aging metrics in predicting short-term mortality risk and exhibits strong potential for discriminating aging-accelerated populations and improving disease risk prediction. A longitudinal analysis of 13,263 individuals enables us to calculate a metabolomic aging rate which provides more refined aging assessments and to identify candidate anti-aging and pro-aging NMR biomarkers. Taken together, our study has presented a comprehensive aging-related metabolomic profile and highlighted its potential for personalized aging monitoring and early disease intervention.",2024,"Research Support, Non-U.S. Gov't; research-article; Journal Article",10.1038/s41467-024-52310-9,genetic_instrument
doi:10.1038/s41467-024-52909-y,europepmc,Systems biology approaches identify metabolic signatures of dietary lifespan and healthspan across species.,"Dietary restriction (DR) is a potent method to enhance lifespan and healthspan, but individual responses are influenced by genetic variations. Understanding how metabolism-related genetic differences impact longevity and healthspan are unclear. To investigate this, we used metabolites as markers to reveal how different genotypes respond to diet to influence longevity and healthspan traits. We analyzed data from Drosophila Genetic Reference Panel (DGRP) strains raised under AL and DR conditions, combining metabolomic, phenotypic, and genome-wide information. We employed two computational and complementary methods across species-random forest modeling within the DGRP as our primary analysis and Mendelian randomization in human cohorts as a secondary analysis. We pinpointed key traits with cross-species relevance as well as underlying heterogeneity and pleiotropy that influence lifespan and healthspan. Notably, orotate was linked to parental age at death in humans and blocked the DR lifespan extension in flies, while threonine supplementation extended lifespan, in a strain- and sex-specific manner. Thus, utilizing natural genetic variation data from flies and humans, we employed a systems biology approach to elucidate potential therapeutic pathways and metabolomic targets for diet-dependent changes in lifespan and healthspan.",2024,"research-article; Journal Article; Research Support, N.I.H., Extramural",10.1038/s41467-024-52909-y,genetic_instrument
doi:10.1038/s41467-024-52967-2,europepmc,Depletion of loss-of-function germline mutations in centenarians reveals longevity genes.,"While previous studies identified common genetic variants associated with longevity in centenarians, the role of the rare loss-of-function (LOF) mutation burden remains largely unexplored. Here, we investigated the burden of rare LOF mutations in Ashkenazi Jewish individuals from the Longevity Genes Project and LonGenity study cohorts using whole-exome sequencing data. We found that centenarians had a significantly lower burden (11-22%) of LOF mutations compared to controls. Similar effects were also observed in their offspring. Gene-level burden analysis identified 35 genes with depleted LOF mutations in centenarians, with 14 of these validated in the UK Biobank. Mendelian randomization and multi-omic analyses on these genes identified RGP1, PCNX2, and ANO9 as longevity genes with consistent causal effects on multiple aging-related traits and altered expression during aging. Our findings suggest that a protective genetic background, characterized by a reduced burden of damaging variants, contributes to exceptional longevity, likely acting in concert with specific protective variants to promote healthy aging.",2024,"research-article; Journal Article; Research Support, N.I.H., Extramural",10.1038/s41467-024-52967-2,genetic_instrument
doi:10.1038/s41467-025-59964-z,europepmc,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk.,"Multi-organ biological aging clocks across different organ systems have been shown to predict human disease and mortality. Here, we extend this multi-organ framework to plasma metabolomics, developing five organ-specific metabolome-based biological age gaps (MetBAGs) using 107 plasma non-derivatized metabolites from 274,247 UK Biobank participants. Our age prediction models achieve a mean absolute error of approximately 6 years (0.25 -8 /5). Using SBayesS, we estimate the SNP-based heritability (0.09< hSNP2 < 0.18), negative selection signatures (-0.93 < S < -0.76), and polygenicity (0.001<Pi < 0.003) for the 5 MetBAGs. Genetic correlation and Mendelian randomization analyses reveal potential causal links between the 5 MetBAGs and cardiometabolic conditions (e.g., metabolic disorders and hypertension). Integrating multi-organ and multi-omics features improves disease category and mortality predictions. The 5 MetBAGs extend existing biological aging clocks to study human aging and disease across multiple biological scales. All results are publicly available at https://labs-laboratory.com/medicine/ .",2025,research-article; Journal Article,10.1038/s41467-025-59964-z,genetic_instrument
doi:10.1038/s41467-025-66217-6,pubmed,"Egr1 is a sex-dependent regulator of neuronal chromatin, structural plasticity, and behaviour.","Sex differences are found in brain structure and function across species, and across brain disorders in humans. A major source of brain sex differences is differential secretion of steroid hormones from the gonads across the lifespan. Specifically, ovarian hormones oestrogens and progesterone are known to dynamically change structure and function of the adult female brain, having a major impact on psychiatric risk. However, due to limited molecular studies in female rodents, very little is still known about molecular drivers of female-specific brain and behavioural plasticity. Here we show that ventral hippocampal (vHIP) overexpression of Egr1, an oestrous cycle-dependent transcription factor, induces sex-dependent changes in vHIP neuronal chromatin, gene expression, and structural plasticity, along with female-specific effects on vHIP-dependent behaviours. Importantly, Egr1 overexpression and knockdown partially mimic the vHIP chromatin state associated with the high and low-oestrogenic phase of the oestrous cycle, respectively. We demonstrate that Egr1 directs neuronal chromatin opening across the sexes, although with limited genomic overlap. Our study not only reveals a sex-dependent chromatin regulator in the brain, but also provides functional evidence that this sex-dependent gene regulation drives structural and behavioural plasticity, informing sex-based treatments for brain disorders.",2025,Journal Article,10.1038/s41467-025-66217-6,direct_perturbation
doi:10.1038/s41467-026-69412-1,pubmed,Opposite effects of chronic HIV infection and antiretroviral medication on organismal and organ-specific biological aging.,"People with HIV (PWH) on combination antiretroviral therapy have an elevated risk for aging-related non-AIDS comorbidities. We assess whether HIV infection accelerates biological aging in two independent cohorts of PWH using six organ-specific and three organism-wide aging clocks derived from plasma proteomics of healthy individuals. Proteomic age acceleration significantly correlates with DNA methylation age and is linked to comorbidities and mortality. HIV infection accelerates systemic biological aging, with Mendelian randomization demonstrating causality between organ aging and inflammatory or metabolic complications. Accelerated aging in PWH is further related to the total HIV reservoir, and specific antiretroviral drugs reduce age acceleration. These data reveal important causal effects between chronic HIV infection, antiretroviral medication, biological aging and age-associated diseases, highlighting targets for improving health span in PWH.",2026,Journal Article,10.1038/s41467-026-69412-1,genetic_instrument
doi:10.1038/s41467-026-72381-0,europepmc,"An antagonistically pleiotropic gene regulates vertebrate growth, maturity, and lifespan.","The antagonistic pleiotropy theory of aging predicts genetic trade-offs between early-life and late-life fitness. However, empirical evidence for such trade-offs in vertebrates remains scarce, particularly from causal genetic experiments. Here, combining genetic perturbation with longitudinal phenotyping in the turquoise killifish (Nothobranchius furzeri), we identify vestigial-like 3 (vgll3), previously linked by GWAS to age at maturity in humans and male Atlantic salmon, as a gene with antagonistically pleiotropic effects. Selective disruption of vgll3 isoforms accelerates male growth and maturation in a dose-dependent manner. Transcriptomic and cellular analyses indicated increased cell division, corroborated in vivo by elevated germline and intestinal stem-cell proliferation. However, early-life maturation incurs a late-life cost, linked to altered DNA damage response. Older mutant males develop melanoma-like tumors, validated via transplantation into immunodeficient rag2 models, and exhibit a shortened lifespan. Thus, we identify vgll3 as a key regulator of life-history variation with antagonistic effects across ages, balancing early-life fitness against late-life mortality.",2026,"Research Support, Non-U.S. Gov't; research-article; Journal Article",10.1038/s41467-026-72381-0,direct_perturbation
doi:10.1038/s41514-025-00205-4,europepmc,Genetic determinants of proteomic aging.,"Changes in the proteome and its dysregulation have long been known to be a hallmark of aging. We derived a proteomic aging trait using data on 1459 plasma proteins from 44,435 UK Biobank individuals measured using an antibody-based assay. This metric is strongly associated with four age-related disease outcomes, even after adjusting for chronological age. Survival analysis showed that one-year older proteomic age, relative to chronological age, increases all-cause mortality hazard by 13 percent. We performed a genome-wide association analysis of proteomic age acceleration (proteomic aging trait minus chronological age) to identify its biological determinants. Proteomic age acceleration showed modest genetic correlations with four epigenetic clocks (R g = 0.17 to 0.19) and telomere length (R g = -0.2). Once we removed associations that were explained by a single pQTL, we were left with three signals mapping to BRCA1, POLR2A and TET2 with apparent widespread effects on plasma proteomic aging. Genetic variation at these three loci has been shown to affect other omics-related aging measures. Mendelian randomisation analyses showed causal effects of higher BMI and type 2 diabetes on faster proteomic age acceleration. This supports the idea that obesity and other features of metabolic syndrome have an adverse effect on the processes of human aging.",2025,research-article; Journal Article,10.1038/s41514-025-00205-4,genetic_instrument
doi:10.1038/s41586-026-10524-5,europepmc,Sleep chart of biological ageing clocks in middle and late life.,"Optimal sleep has a vital role in promoting healthy ageing and enhancing longevity. Here we propose Sleep Chart to assess the relationship between self-reported sleep duration and 23 biological ageing clocks derived from in vivo imaging 1 , plasma proteomics 2 and metabolomics 3 . First, a systemic, U-shaped pattern emerges between sleep duration and biological age gaps across nine brain and body systems and three omics technologies. The sample-specific lowest biological age gaps are achieved between 6.4 and 7.8 h of sleep duration, varying by organ and sex in the UK Biobank (aged 37-84 years). Furthermore, short ( 8 h) sleep duration, compared with a normal sleep duration (6-8 h), are associated with increased risk of systemic diseases beyond the brain and all-cause mortality, with evidence from genetic correlations and time-to-incident survival predictions, such as depression and diabetes. Finally, the pathways by which long and short sleep duration are associated with late-life depression differ: ageing clocks may partially mediate the pathway for long sleep duration, while short sleep duration shows a more direct link. Although Mendelian randomization does not provide strong evidence that disease causally affects sleep, it cannot completely exclude such reverse causality. Our findings suggest a cross-organ, multi-omics U-shaped relationship between sleep duration and biological ageing clocks, highlighting the potential of sleep optimization to promote healthy ageing, lower disease risk and extend longevity.",2026,Journal Article,10.1038/s41586-026-10524-5,genetic_instrument
doi:10.1038/s41591-025-03999-8,semantic_scholar,MRI-based multi-organ clocks for healthy aging and disease assessment,"Biological aging clocks across organ systems and tissues have advanced understanding of human aging and disease. In this study, we expand this framework to develop seven magnetic resonance imaging-based multi-organ biological age gaps (MRIBAGs), including the brain, heart, liver, adipose tissue, spleen, kidney and pancreas. Using data from 313,645 individuals curated by the MULTI Consortium, we link the seven MRIBAGs to 2,923 plasma proteins, 327 metabolites and 6,477,810 common genetic variants. Genome-wide associations identify 53 MRIBAG−locus pairs (P < 5 × 10−8). Genetic correlation and Mendelian randomization analyses support organ-specific and cross-organ interconnection, including 24 non-MRI biological aging clocks and 525 disease endpoints. Through functional gene mapping and Bayesian co-localization multi-omics evidence, we prioritize nine druggable genes as targets for future anti-aging treatments. Furthermore, the seven MRIBAGs are linked to future risk of systemic disease endpoints (for example, diabetes mellitus) and all-cause mortality. Finally, participants with more youthful versus more aged brain profiles exhibited distinct cognitive decline trajectories over 240 weeks of treatment with the Alzheimer’s disease drug solanezumab, although this heterogeneity cannot be fully attributed to the drug. In summary, we developed seven MRIBAGs that enhance the existing multi-organ biological aging framework, and we demonstrate their clinical potential to advance aging research. A new study combines MRI data with proteomic, metabolomic and RNA data to develop and examine seven organ-specific MRI-based aging clocks, uncovering links to overall mortality and organ-specific diseases.",2025,JournalArticle,10.1038/s41591-025-03999-8,genetic_instrument
doi:10.1038/s41593-025-01889-3,semantic_scholar,Neuronal polyunsaturated fatty acids are protective in ALS/FTD,"Here we report a conserved transcriptomic signature of reduced fatty acid and lipid metabolism gene expression in a Drosophila model of C9orf72 repeat expansion, the most common genetic cause of amyotrophic lateral sclerosis and frontotemporal dementia (ALS/FTD), and in human postmortem ALS spinal cord. We performed lipidomics on C9 ALS/FTD Drosophila, induced pluripotent stem (iPS) cell neurons and postmortem FTD brain tissue. This revealed a common and specific reduction in phospholipid species containing polyunsaturated fatty acids (PUFAs). Feeding C9 ALS/FTD flies PUFAs yielded a modest increase in survival. However, increasing PUFA levels specifically in neurons of C9 ALS/FTD flies, by overexpressing fatty acid desaturase enzymes, led to a substantial extension of lifespan. Neuronal overexpression of fatty acid desaturases also suppressed stressor-induced neuronal death in iPS cell neurons of patients with both C9 and TDP-43 ALS/FTD. These data implicate neuronal fatty acid saturation in the pathogenesis of ALS/FTD and suggest that interventions to increase neuronal PUFA levels may be beneficial. Lipidomics revealed that neurons of patients with ALS/FTD have reduced levels of polyunsaturated fatty acid (PUFA)-containing phospholipids. Increasing neuronal PUFA levels increased survival of Drosophila models of ALS/FTD and patient neurons, suggesting that interventions that increase neuronal PUFA levels in patients with ALS/FTD may also be beneficial.",2025,JournalArticle,10.1038/s41593-025-01889-3,direct_perturbation
doi:10.1038/s41598-023-31115-8,europepmc,Mendelian randomization analyses reveal causal relationships between the human microbiome and longevity.,"Although recent studies have revealed the association between the human microbiome especially gut microbiota and longevity, their causality remains unclear. Here, we assess the causal relationships between the human microbiome (gut and oral microbiota) and longevity, by leveraging bidirectional two-sample Mendelian randomization (MR) analyses based on genome-wide association studies (GWAS) summary statistics of the gut and oral microbiome from the 4D-SZ cohort and longevity from the CLHLS cohort. We found that some disease-protected gut microbiota such as Coriobacteriaceae and Oxalobacter as well as the probiotic Lactobacillus amylovorus were related to increased odds of longevity, whereas the other gut microbiota such as colorectal cancer pathogen Fusobacterium nucleatum, Coprococcus, Streptococcus, Lactobacillus, and Neisseria were negatively associated with longevity. The reverse MR analysis further revealed genetically longevous individuals tended to have higher abundances of Prevotella and Paraprevotella but lower abundances of Bacteroides and Fusobacterium species. Few overlaps of gut microbiota-longevity interactions were identified across different populations. We also identified abundant links between the oral microbiome and longevity. The additional analysis suggested that centenarians genetically had a lower gut microbial diversity, but no difference in oral microbiota. Our findings strongly implicate these bacteria to play a role in human longevity and underscore the relocation of commensal microbes among different body sites that would need to be monitored for long and healthy life.",2023,"Research Support, Non-U.S. Gov't; research-article; Journal Article; Research Support, N.I.H., Extramural",10.1038/s41598-023-31115-8,genetic_instrument
doi:10.1038/s41598-024-72281-7,europepmc,Proteomic Mendelian randomization to identify protein biomarkers of telomere length.,"Shortening of telomere length (TL) is correlated with many age-related disorders and is a hallmark of biological aging. This study used proteome-wide Mendelian randomization to identify the protein biomarkers associated with telomere length. Protein quantitative trait loci (pQTL) were derived from two studies, the deCODE Health study (4907 plasma proteins) and the UK Biobank Pharma Proteomics Project (2923 plasma proteins). Summary data from genome-wide association studies (GWAS) for TL were obtained from the UK Biobank (472,174 cases) and GWAS Catalog (418,401 cases). The association between proteins and TL was further assessed using colocalization and summary data-based Mendelian randomization (SMR) analyses. The protein-protein network, druggability assessment, and phenome-wide MR were used to further evaluate the potential biological effects, druggability, and safety of the target proteins. Proteome-wide MR analysis identified 22 plasma proteins that were causally associated with telomere length. Five of these proteins (APOE, SPRED2, MAX, RALY, and PSMB1) had the highest evidence of association with TL and should be prioritized. This study revealed telomere length-related protein biomarkers, providing new insights into the development of new treatment targets for chronic diseases and anti-aging intervention strategies.",2024,research-article; Journal Article,10.1038/s41598-024-72281-7,genetic_instrument
doi:10.1038/s43587-021-00159-8,europepmc,Mendelian randomization of genetically independent aging phenotypes identifies LPA and VCAM1 as biological targets for human aging.,"Length and quality of life are important to us all, yet identification of promising drug targets for human aging using genetics has had limited success. In the present study, we combine six European-ancestry genome-wide association studies of human aging traits-healthspan, father and mother lifespan, exceptional longevity, frailty index and self-rated health-in a principal component framework that maximizes their shared genetic architecture. The first principal component (aging-GIP1) captures both length of life and indices of mental and physical wellbeing. We identify 27 genomic regions associated with aging-GIP1, and provide additional, independent evidence for an effect on human aging for loci near HTT and MAML3 using a study of Finnish and Japanese survival. Using proteome-wide, two-sample, Mendelian randomization and colocalization, we provide robust evidence for a detrimental effect of blood levels of apolipoprotein(a) and vascular cell adhesion molecule 1 on aging-GIP1. Together, our results demonstrate that combining multiple aging traits using genetic principal components enhances the power to detect biological targets for human aging.",2022,"Research Support, Non-U.S. Gov't; Journal Article; Research Support, N.I.H., Extramural",10.1038/s43587-021-00159-8,genetic_instrument
doi:10.1038/s43587-026-01069-3,europepmc,Estropausal gut microbiota transplant improves measures of ovarian function in adult mice.,"The decline in ovarian function with age affects fertility and is associated with increased risk of age-related diseases, including osteoporosis and dementia. Notably, earlier menopause is linked to shorter lifespan, yet the molecular mechanisms underlying ovarian aging remain poorly understood. Recent evidence suggests the gut microbiota may influence ovarian health. Here we show that ovarian aging is associated with distinct gut microbial profiles in female mice and that the gut microbiome can directly influence ovarian health. Using fecal microbiota transplantation from young or estropausal female mice, we demonstrate that heterochronic microbiota transfer remodels the ovarian transcriptome, reduces inflammation-related gene expression and induces transcriptional features consistent with ovarian rejuvenation. These molecular changes are accompanied by enhanced ovarian health and increased fertility. Integrating metagenomics-based causal mediation analyses with serum untargeted metabolomics, we identify candidate microbial species and metabolites that may contribute to the observed effects. Our findings reveal a direct link between the gut microbiota and ovarian health.",2026,research-article; Journal Article,10.1038/s43587-026-01069-3,formal_mediation
doi:10.1038/s44319-026-00791-8,europepmc,roX1 and roX2 lncRNAs promote heterochromatinization in intestinal stem cells and impair longevity.,"Maintenance of the genome and epigenome stability is vital for animal longevity. Long noncoding RNAs, roX1 and roX2, are known to be important in the male X chromosome dosage complex in Drosophila males. However, their functions in Drosophila females have never been explored. This study demonstrates a role of roX RNAs in promoting heterochromatin formation in intestinal stem cells (ISCs) of Drosophila females under pathogen infection or aging. Increased heterochromatin formation in ISCs and progenitor enteroblasts (EBs) is associated with decreased active epigenetic modifications and global gene repression. Elevation of roX RNAs in ISCs promotes heterochromatinization and represses gene expression by recruiting heterochromatin proteins such as HP1a and Su(var)3-9. Overexpression of roX RNAs promotes ISCs hyperplasia, while their inactivation mitigates ISCs dysplasia and extends lifespan. Moreover, Xist RNA, the functional analog of roX RNAs, also promotes heterochromatin formation and ISCs hyperplasia in Drosophila, and significantly increases in aged people. Therefore, our findings reveal a role of roX RNAs in promoting heterochromatin expansion and controlling animal longevity.",2026,Journal Article,10.1038/s44319-026-00791-8,direct_perturbation
doi:10.1073/pnas.1720673115,semantic_scholar,Sirt4 is a mitochondrial regulator of metabolism and lifespan in Drosophila melanogaster,"Significance Sirtuins are a class of proteins known to regulate aspects of genomic stability, metabolism, and lifespan in many organisms. In this study, we show that the mitochondrial sirtuin Sirt4 plays an important role in regulating the organismal response to fasting as well as ensuring normal lifespan in Drosophila. Flies lacking Sirt4 are short-lived, while flies overexpressing Sirt4 are long-lived. Flies lacking Sirt4 display a number of metabolic defects, including sensitivity to starvation; decreased fertility and activity; and an inability to utilize energy stores, particularly long-chain fatty acids, suggesting Sirt4 is important for maintaining metabolic homeostasis. Our results suggest that boosting mitochondrial sirtuin activity may be an important avenue for treating age-related metabolic decline and preserving healthy lifespan. Sirtuins are an evolutionarily conserved family of NAD+-dependent deacylases that control metabolism, stress response, genomic stability, and longevity. Here, we show the sole mitochondrial sirtuin in Drosophila melanogaster, Sirt4, regulates energy homeostasis and longevity. Sirt4 knockout flies have a short lifespan, with increased sensitivity to starvation and decreased fertility and activity. In contrast, flies overexpressing Sirt4 either ubiquitously or specifically in the fat body are long-lived. Despite rapid starvation, Sirt4 knockout flies paradoxically maintain elevated levels of energy reserves, including lipids, glycogen, and trehalose, while fasting, suggesting an inability to properly catabolize stored energy. Metabolomic analysis indicates several specific pathways are affected in Sirt4 knockout flies, including glycolysis, branched-chain amino acid metabolism, and impaired catabolism of fatty acids with chain length C18 or greater. Together, these phenotypes point to a role for Sirt4 in mediating the organismal response to fasting, and ensuring metabolic homeostasis and longevity.",2018,JournalArticle,10.1073/pnas.1720673115,direct_perturbation
doi:10.1080/17460913.2024.2417608,europepmc,Causal associations between gut <i>Bifidobacteriaceae</i> and transplant failure: a Mendelian randomization study.,"Aim: Transplant rejection and failure are the primary causes of shortened lifespan in transplant patients and are closely associated with the status of the human immune system. Gut microbiota have the capacity to modulate the human immune system. However, it remains unclear whether any gut microbiota can influence the risk of transplant failure. Materials & methods: A Mendelian randomization study was conducted to explore the causal relationship between gut microbiota and transplant failure. This study utilized three Genome-Wide Association Study results focusing on the gut microbiome, transplant failure and transplantation status. Single nucleotide polymorphisms that were strongly associated with gut microbiota abundance were selected as instrumental variables. Results: The abundance of Bifidobacteriaceae demonstrated a significant causal relationship with transplant failure (inverse variance weighted [IVW] p = 0.049, OR = 0.658, 95% CI: 0.433-0.998), but was not related to the risk of transplantation status (IVW p > 0.200). Notably, a higher intestinal abundance of Bifidobacteriaceae corresponded to a decreased risk of transplant failure. Bifidobacteriaceae instrumental variables were enriched in pathways related to synapses and membranes. Conclusion: The Bifidobacteriaceae may play a crucial role in the mechanism of transplant failure. These study results contribute to elucidating the mechanisms underlying transplant failure.",2025,"Research Support, Non-U.S. Gov't; research-article; Journal Article",10.1080/17460913.2024.2417608,genetic_instrument
doi:10.1093/ehjcvp/pvae038,europepmc,Utilizing genetics and proteomics to assess the role of antihypertensive drugs in human longevity and the underlying pathways: a Mendelian randomization study.,"Background Antihypertensive drugs are known to lower cardiovascular mortality, but the role of different types of antihypertensive drugs in lifespan has not been clarified. Moreover, the underlying mechanisms remain unclear. Methods and results To minimize confounding, we used Mendelian randomization to assess the role of different antihypertensive drug classes in longevity and examined the pathways via proteins. Genetic variants associated with systolic blood pressure (SBP) corresponding to drug-target genes were used as genetic instruments. The genetic associations with lifespan were obtained from a large genome-wide association study including 1 million European participants from UK Biobank and LifeGen. For significant antihypertensive drug classes, we performed sex-specific analysis, drug-target analysis, and colocalization. To examine the mediation pathways, we assessed the associations of 2291 plasma proteins with lifespan, and examined the associations of drug classes with the proteins affecting lifespan. After correcting for multiple testing, genetically proxied beta-blockers (BBs), calcium channel blockers (CCBs), and vasodilators were related to longer life years (BBs: 2.03, 95% CI 0.78-3.28 per 5 mmHg reduction in SBP, CCBs: 3.40, 95% CI 1.47-5.33, and vasodilators: 2.92, 95% CI 1.08-4.77). The beneficial effects of BBs and CCBs were more obvious in men. ADRB1, CACNA2D2, CACNB3, CPT1A, CPT2, and EDNRA genes were related to extended lifespan, with CPT2 further supported by colocalization evidence. Eighty-six proteins were related to lifespan, of which four proteins were affected by CCBs. CDH1 may mediate the association between CCBs and lifespan. Conclusions Beta-blockers, CCBs, and vasodilators may prolong lifespan, with potential sex differences for BBs and CCBs. The role of CCBs in lifespan is partly mediated by CDH1. Prioritizing the potential protein targets can provide new insights into healthy aging.",2024,Comparative Study; Journal Article,10.1093/ehjcvp/pvae038,genetic_instrument
doi:10.1093/hmg/ddae189,europepmc,Integrated multi-omics analysis revealed the molecular networks and potential targets of cellular senescence in Alzheimer's disease.,"Cellular senescence (CS) is a hallmark of Alzheimer's disease (AD). However, the mechanisms through which CS contributes to AD pathogenesis remain poorly understood. We found that CS level in AD was higher compared with the healthy control group. Transcriptome-based differential expression analysis identified 113 CS-related genes in blood and 410 in brain tissue as potential candidate genes involved in AD. To further explore the causal role of these genes, an integrative mendelian randomization analysis was conducted, combining AD genome-wide association study summary statistics with expression quantitative trait loci (eQTL) and DNA methylation quantitative trait loci (mQTL) data from blood samples, which identified five putative AD-causal genes (CENPW, EXOSC9, HSPB11, SLC44A2, and SLFN12) and 18 corresponding DNA methylation probes. Additionally, integrative analysis between eQTLs and mQTLs from blood uncovered two genes and 12 corresponding regulatory elements involved in AD. Furthermore, two genes (CDKN2B and ITGAV) were prioritized as putative causal genes in brain tissue and were validated through in vitro experiments. The multi-omics integration study revealed the potential role and underlying biological mechanisms of CS driven by genetic predisposition in AD. This study contributed to fundamental understanding of CS in AD pathogenesis and facilitated the identification of potential therapeutic targets for AD prevention and treatment.",2025,Journal Article,10.1093/hmg/ddae189,genetic_instrument
doi:10.1093/jmcb/mjag001,europepmc,Integrated single-nucleus transcriptomic and chromatin accessibility analysis reveals key molecular basis of human testicular aging.,"The human testis, a crucial organ in male reproduction, is mainly responsible for spermatogenesis and androgen production. As men age, testicular function declines, yet the underlying molecular mechanisms are still not well understood. To elucidate the mechanisms of human testicular aging, we performed an integrated analysis of single-nucleus transcriptomes and chromatin accessibility (snRNA-seq and snATAC-seq) on pathologically confirmed non-tumor testicular tissues from young and aged individuals. Our integrated multi-omic analysis reveals significant age-induced alterations in the testis transcriptome, particularly affecting genes linked to spermatogenesis. Significant age-related changes were also observed in Sertoli and Leydig cells, with Sertoli cells exhibiting increased sensitivity to environmental influences as age. Furthermore, the expression of Wntless (WLS), a Wnt transporter, was substantially upregulated in Sertoli cells of aged testes, which was correlated with cellular senescence and the disruption of tight junctions. Overexpression of WLS in Sertoli cells significantly accelerated senescence in vitro, implying a potential role for WLS in testicular aging. Our study provides a detailed multi-omic map of the transcriptomic and chromatin accessibility changes in the human testis during aging, offering insights into the cellular and molecular mechanisms behind these changes, and identifying potential therapeutic targets for interventions against age-related declines in male reproductive health.",2026,Journal Article,10.1093/jmcb/mjag001,direct_perturbation
