record_id,title,final_decision,final_exclusion_code,decision_reason,scope_all_fields_exact,causal_evaluated,causal_all_fields_exact,all_evaluated_fields_exact,five_request_route_sequence,five_request_route_exact,disagreement_fields
doi:10.1016/j.jid.2019.07.004,Genome-wide association study of acne inversa in a multi-ethnic cohort,exclude,EC3,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3""]",True,
doi:10.1016/j.jnutbio.2023.109498,L-Isoleucine reverses hyperammonemia-induced myotube mitochondrial dysfunction and post-mitotic senescence,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.1016/j.jot.2025.05.010,Activation of LAMP1-mediated lipophagy by sulforaphane inhibits cellular senescence and intervertebral disc degeneration,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,False,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,causal_method_reviewer.design_families
doi:10.1016/j.mcpro.2024.100882,Single-Cell Multi-Omics Analysis of In Vitro Post-Ovulatory–Aged Oocytes Revealed Aging-Dependent Protein Degradation,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.1016/j.phymed.2025.156697,Vaccarin ameliorates osteoarthritis by suppressing the c-Jun N-terminal kinase (JNK)-serum amyloid A2 (SAA2) pathway mediating chondrocyte senescence.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1016/j.psj.2026.107043,Dietary supplementation with Cuscuta chinensis improves ovarian function and production performance in aged laying hens via modulation of steroid hormone biosynthesis and gut microbiota,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1016/j.ymthe.2025.12.035,Targeting KAT8 Alleviates Vascular Senescence by Modulating the INHBA/TGF-β Pathway.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s41392-026-02799-x,Multiomic profiling of responses to clinical and novel bisphosphonates reveals extraskeletal effects on ageing related signatures,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,False,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,causal_method_reviewer.design_families
doi:10.1038/s41413-025-00422-3,Sirt6 deficiency promotes senescence and age-associated intervertebral disc degeneration in mice,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s41421-025-00860-7,IGF2BP3-dependent glutamine/BCAA metabolic rewiring rejuvenates aged human adipose-derived stem cells for enhanced tissue regeneration,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s41438-020-00420-y,Multiomics analyses unveil the involvement of microRNAs in pear fruit senescence under high- or low-temperature conditions,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.1038/s41467-021-23545-7,Restoration of energy homeostasis by SIRT6 extends healthy lifespan,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.multiomics_evidence
doi:10.1038/s41467-023-37729-w,Multi-omic underpinnings of epigenetic aging and human longevity,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s41467-024-46037-w,Reducing the metabolic burden of rRNA synthesis promotes healthy longevity in Caenorhabditis elegans,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s41467-024-52967-2,Depletion of loss-of-function germline mutations in centenarians reveals longevity genes,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s41467-025-59964-z,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.1038/s41467-025-61433-6,Immuno-metabolic stress responses control longevity from mitochondrial translation inhibition in C. elegans,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.1038/s41467-026-69424-x,Lack of MDA5 delays hematopoietic aging by modulating inflammaging and proteostasis in mice,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s41536-026-00490-x,Multi-omics profiling reveals systemic rejuvenation of the aged kidney through senolytic therapy.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s41586-025-09873-4,Transient hepatic reconstitution of trophic factors enhances aged immunity,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.1038/s41586-026-10524-5,Sleep chart of biological ageing clocks in middle and late life,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s41598-025-17390-7,Aqueous extract of Acer truncatum leaves retards Drosophila melanogaster senescence by regulating amino acid metabolism and gut microbiota,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s42003-025-08296-1,NHE7 drives endometrial cancer progression by delaying senescence through cAMP/CREB/GRIN2B axis-mediated Ca²⁺ influx,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.1038/s42255-020-0200-2,NFYB-1 regulates mitochondrial function and longevity via lysosomal prosaposin.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s42255-026-01515-x,Redox rhythms promote fitness by modulating ageing-dependent reprogramming.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s43587-023-00451-9,Multi-omic rejuvenation and lifespan extension upon exposure to youthful circulation,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s43587-023-00460-8,Impaired BCAA catabolism in adipose tissues promotes age-associated metabolic derangement.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1038/s43587-026-01100-7,Multiomic single-cell perturbation screens reveal critical lncRNA regulators of senescence.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1080/15548627.2025.2561073,Urolithin Α modulates inter-organellar communication via calcium-dependent mitophagy to promote healthy ageing,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1093/bib/bbag271,StackAge: an ensemble-based clock for precise quantification of biological age using multi-omics data,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1093/brain/awaf282,Compensatory roles of STT3A and ALG5 in glucose metabolism of aged macaque hippocampus.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1093/eurheartj/ehad361,Subclinical atherosclerosis and accelerated epigenetic age mediated by inflammation: a multi-omics study,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1093/geroni/igaa057.414,Metabolic Regulation of Longevity by One-Carbon Metabolism and Flavin-Containing Monooxygenase,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1093/geroni/igac059.2661,OXR1 STABILIZES THE RETROMER TO EXTEND LIFESPAN AND NEURONAL HEALTH BY DIETARY RESTRICTION,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.1093/geroni/igad104.1942,BIOLOGICAL AGE REDUCTION AND LIFESPAN EXTENSION UPON YOUTHFUL CIRCULATION EXPOSURE,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1093/geroni/igae098.2630,MULTIMODEL APPROACHES IDENTIFY CONSERVED ROLE OF TRP CATABOLIC PATHWAY IN THE REGULATION OF LIFE- AND HEALTHSPAN,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1093/geroni/igaf122.3850,Targeting Vascular Aging in Progeria by mTOR Inhibitors from Multi-Omics Screening,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.1093/ije/dyaa075,Cohort Profile: The Leipzig Research Center for Civilization Diseases–Heart Study (LIFE-Heart),exclude,EC3,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3""]",True,
doi:10.1093/lifemedi/lnac018,The secret of youth: how is systemic rejuvenation achieved at the single cell level?,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC1"", ""manual_review:scope_unresolved"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",False,scope_reviewer.multiomics_evidence;scope_reviewer.report_type
doi:10.1093/lifemedi/lnac022,When spermatogenesis meets human aging and elevated body mass,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.1093/lifemedi/lnae020,Unlocking heart anti-aging potential: the SIRT2-STAT3-CDKN2B pathway as a bridge between fiction and reality,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.1093/neuonc/noab260,Long telomeres in need of a SNP: Germline contributions of telomere maintenance to glioma,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.1093/neuonc/noy148.258,COMP-03. TUMOR CONNECTOME: INSIGHT INTO THE IMPACT OF CNS NEOPLASIA AND THERAPY ON THE BRAIN NETWORK,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC1""]",False,scope_reviewer.report_type
doi:10.1093/nsr/nwx146,cGAS-STING pathway in senescence-related inflammation,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.1093/nsr/nwy136,Genome tagging project: tag every protein in mice through ‘artificial spermatids’,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC3"", ""exclude:EC1"", ""exclude:EC1""]",False,scope_reviewer.current_report_layer_use;scope_reviewer.layer_candidates;scope_reviewer.report_type
doi:10.1093/plphys/kiaa034,Multi-omics approach reveals the contribution of KLU to leaf longevity and drought tolerance.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1093/plphys/kiaa059,On the Inside,exclude,EC1,five_of_five_same_full_text_scope_exclusion,False,False,False,False,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,scope_reviewer.aging_process_relevance
doi:10.1096/fj.202100317,"The 2020 FASEB virtual Catalyst Conference on Integrative Approach for Complex Diseases Prevention and Management and Beyond, December 16, 2020",manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC3"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC3""]",False,scope_reviewer.report_type
doi:10.1097/01.jcma.0001096048.54396.64,Title Index,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.1097/hjh.0b013e32834ee23c,Essential hypertension,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.1097/md.0000000000047376,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1101/2025.06.19.660635,Downregulation of LATS1/2 Drives Endothelial Senescence-Associated Stemness (SAS) and Atherothrombotic Lesion Formation,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1101/2025.10.29.685384,The Age-Dependent Resident Myonuclear Multi-Omic Response to a Skeletal Muscle Hypertrophic Stimulus,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1104/pp.104.900273,On the Inside,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.1104/pp.110.161430,Flavonoids and Isoflavonoids: From Plant Biology to Agriculture and Neuroscience,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC3"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",False,scope_reviewer.current_report_layer_use;scope_reviewer.multiomics_evidence;scope_reviewer.report_type
doi:10.1104/pp.113.900456,On the Inside,exclude,EC1,five_of_five_same_full_text_scope_exclusion,False,False,False,False,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,scope_reviewer.aging_process_relevance
doi:10.1104/pp.17.00972,On the Inside,exclude,EC1,five_of_five_same_full_text_scope_exclusion,False,False,False,False,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,scope_reviewer.aging_process_relevance
doi:10.1111/1751-7915.12181,Silent clusters – speak up!,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC1"", ""exclude:EC3""]",False,scope_reviewer.report_type
doi:10.1111/acel.13497,A trans-omic Mendelian randomization study of parental lifespan uncovers novel aging biology and therapeutic candidates for chronic diseases.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1111/acel.13852,Dysregulated cellular redox status during hyperammonemia causes mitochondrial dysfunction and senescence by inhibiting sirtuin‐mediated deacetylation,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1111/acel.70064,Aged Gut Microbiota Contributes to Cognitive Impairment and Hippocampal Synapse Loss in Mice,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.1111/acel.70103,Multi-Omics Analysis Reveals Biomarkers That Contribute to Biological Age Rejuvenation in Response to Single-Blinded Randomized Placebo-Controlled Therapeutic Plasma Exchange.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1111/acel.70328,Multi-Omics Analysis Reveals Photodynamic Therapy Ameliorating Skin Photoaging by Improving Cellular Senescence Through Mitohormesis-Mediated Reduction of Citrate Content.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1111/acel.70498,Multi-Omics Reveals Mechanisms of Metabolic Rejuvenation in Aged Mice and Pre-Frail Older Men by Losartan.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1111/acel.70564,Sex-Specific Regulation of the Turandot Gene Family Modulates Temperature-Dependent Lifespan in Drosophila melanogaster.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,False,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,causal_method_reviewer.design_families
doi:10.1111/bjd.21182,P60: Merkel cell cancer: the need to standardize care,exclude,EC3,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3""]",True,
doi:10.1111/exd.12771,All is balanced: inter‐ α ‐trypsin inhibitors as unseen extracellular matrix proteins in epidermal morphology and differentiation,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC1"", ""exclude:EC3"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",False,scope_reviewer.report_type
doi:10.1111/gbb.12646,Sex differences in mechanisms of disease,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
