record_id,doi,title,proposed_design_family,ai_empirical_primary,ai_bio_health_scope,ai_aging_eligible,ai_multiomics_eligible,ai_causal_method_eligible,ai_preliminary_status,ai_first_failed_criterion,model_route,model_exclusion_code,report_type_consensus,aging_relevance_consensus,multiomics_evidence_consensus,current_layer_use_consensus,layer_candidates_consensus,causal_basis_consensus,design_families_consensus,causal_information_sufficiency_consensus,scope_all_tracked_5_of_5,causal_all_tracked_5_of_5,all_assessed_fields_5_of_5,evidence_spans_json,human_expert_status
doi:10.1016/j.mrrev.2015.03.003,10.1016/j.mrrev.2015.03.003,G-quadruplexes: A possible epigenetic target for nutrition.,,no,yes,no,no,unclear,preliminary_exclude,EC1,exclude,EC1,nonempirical,no,single_or_no_layer,no,,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""title"", ""quote"": ""A possible epigenetic target""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""secondary DNA structures""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""The relevance of G4 structures in ageing may be further implicated""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""The current knowledge advocates""}, {""criterion"": ""report_type"", ""source"": ""title"", ""quote"": ""A possible epigenetic target for nutrition.""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""The current knowledge advocates""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""The current knowledge advocates""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""We propose""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""epigenetic target for nutrition""}, {""criterion"": ""report_type"", ""source"": ""title"", ""quote"": ""G-quadruplexes: A possible epigenetic target for nutrition.""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""may be further implicated""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""DNA structures""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""The current knowledge""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""The current knowledge""}]",pending
doi:10.1016/j.msard.2023.105020,10.1016/j.msard.2023.105020,"Dysregulation of humoral immunity, iron homeostasis, and lipid metabolism is associated with multiple sclerosis progression",,yes,yes,no,yes,unclear,preliminary_exclude,EC3,exclude,EC3,empirical_primary,no,two_or_more_layers,yes,transcriptomics;lipidomics,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Our study aims to identify""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""multiple sclerosis progression""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""matched for age and disease-duration""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""microarrays, flow cytometry, and lipidomics""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""transcriptomic profile""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""microarrays, flow cytometry, and lipidomics""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Results. We found""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""multiple sclerosis""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""transcriptomic and immunological differences""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""BMS shows a different transcriptomic profile than SPMS.""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""lipidomics""}]",pending
doi:10.1016/j.mtbio.2026.103453,10.1016/j.mtbio.2026.103453,Compressive stress-driven mechanosignaling in chondrocytes: From molecular mechanism to scaffold engineering and translational opportunities,,no,yes,no,no,unclear,preliminary_exclude,EC1,exclude,EC1,nonempirical,no,single_or_no_layer,no,,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""This review""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""chondrocytes""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""patient-specific factors (age, gender, disease severity)""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""Future endeavors should prioritize the elucidation of multi-pathway synergistic networks using multi-omics approaches""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""Future endeavors should prioritize the elucidation of multi-pathway synergistic networks using multi-omics approaches""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""This review systematically dissects""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""chondrocyte responses to mechanical cues""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""Articular cartilage""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""chondrocyte regulation""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""This review""}]",pending
doi:10.1016/j.nbd.2010.02.006,10.1016/j.nbd.2010.02.006,Introduction: Epigenetics and neuropsychiatric diseases,,unclear,unclear,unclear,unclear,unclear,preliminary_unclear,none,seek_full_text,none,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,none,not_assessed,false,[],pending
doi:10.1016/j.nbd.2014.11.002,10.1016/j.nbd.2014.11.002,Comparative pathway and network analysis of brain transcriptome changes during adult aging and in Parkinson's disease.,,yes,yes,yes,yes,no,preliminary_exclude,EC5,exclude,EC5,empirical_primary,yes,two_or_more_layers,yes,disagreement,association_or_prediction_only,,sufficient,true,true,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""we use a statistical meta-analysis""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""human brain transcriptomics data""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""adult brain aging""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""human brain transcriptomics data""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""PD-associated sequence variants from genome-wide association studies""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""The analyses identify""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""human brain""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""during adult aging""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""sequence variants from genome-wide association studies""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""human brain transcriptomics data""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Here, we use a statistical meta-analysis of human brain transcriptomics data""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""mechanistic relationships between adult brain aging and PD pathogenesis""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""between adult brain aging and PD pathogenesis""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""we use a statistical meta-analysis of human brain transcriptomics data""}, {""criterion"": ""current_report_application"", ""source"": ""abstract"", ""quote"": ""The analyses identify statistically significant shared pathway and network alterations""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""statistical meta-analysis of human brain transcriptomics data""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""analyzing the regulatory network""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""an enrichment in PD-associated sequence variants""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""we use a statistical meta-analysis of human brain transcriptomics data""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""Here, we use a statistical meta-analysis of human brain transcriptomics data""}]",pending
doi:10.1016/j.nbd.2018.07.021,10.1016/j.nbd.2018.07.021,"Effects of aging, hypertension and diabetes on the mouse brain and heart vasculomes.",,yes,yes,yes,no,unclear,preliminary_exclude,EC4,exclude,EC4,empirical_primary,yes,single_or_no_layer,yes,transcriptomics,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Four overall patterns arose from these comparative analyses.""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""mouse brain and heart""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""For aging, we compared 5 mo vs 15 mo old C57BL6 male mice.""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""their transcriptomes were profiled with microarrays.""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""their transcriptomes were profiled with microarrays.""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""Microvascular endothelial cells""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""mouse brain and heart vasculomes""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""their transcriptomes were profiled with microarrays.""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""Microvascular endothelial cells were isolated from mouse brain and heart""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""their transcriptomes were profiled with microarrays""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""their transcriptomes were profiled with microarrays""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""their transcriptomes were profiled with microarrays""}]",pending
doi:10.1016/j.nbd.2019.04.005,10.1016/j.nbd.2019.04.005,An integrated transcriptomics and proteomics analysis reveals functional endocytic dysregulation caused by mutations in LRRK2,,yes,yes,no,unclear,unclear,preliminary_exclude,EC3,seek_full_text,none,empirical_primary,no,disagreement,yes,transcriptomics;proteomics,not_assessed,not_assessed,not_assessed,false,not_assessed,false,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Results Our integrated -omics analysis revealed""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""iPSC-derived dopaminergic neurons""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""aged LRRK2 BAC transgenic rats""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""integrated transcriptomics and proteomics approach""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""integrated transcriptomics and proteomics approach""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Methods A novel integrated transcriptomics and proteomics approach was used""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""striatal tissue of aged LRRK2 BAC transgenic rats""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""Our integrated -omics analysis""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""integrated transcriptomics and proteomics""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Results Our integrated -omics analysis revealed highly significant dysregulation of the endocytic pathway""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""A novel integrated transcriptomics and proteomics approach""}]",pending
doi:10.1016/j.nbd.2021.105333,10.1016/j.nbd.2021.105333,Frontiers in neuroepigenetics.,,unclear,unclear,unclear,unclear,unclear,preliminary_unclear,none,seek_full_text,none,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,none,not_assessed,false,[],pending
doi:10.1016/j.nbd.2026.107522,10.1016/j.nbd.2026.107522,CDKN1A protects medium spiny neurons from Huntington's disease pathology.,,yes,yes,no,yes,unclear,preliminary_exclude,EC3,exclude,EC3,empirical_primary,no,explicit_multiomics,yes,transcriptomics;epigenomics,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Multi-omics analysis integrating RNA-seq and ATAC-seq revealed reduced CDKN1A expression""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""Huntington's disease pathology""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""preserving donor age signatures""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""Multi-omics analysis integrating RNA-seq and ATAC-seq""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""patient-derived MSNs from fibroblasts""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""RNA-seq and ATAC-seq""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""medium spiny neurons""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""Multi-omics analysis integrating RNA-seq and ATAC-seq""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""particularly those linked to aging, remain unclear""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""integrating RNA-seq and ATAC-seq""}]",pending
doi:10.1016/j.neubiorev.2023.105320,10.1016/j.neubiorev.2023.105320,The interactive effects of psychosocial stress and diet composition on health in primates.,,no,yes,yes,no,unclear,preliminary_exclude,EC1,exclude,EC1,nonempirical,yes,single_or_no_layer,no,,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""This paper reviews""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""nonhuman primates""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""accelerated aging""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""This paper reviews""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""This paper reviews""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""This paper reviews effects of psychosocial stress and diet composition""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""health in primates""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""This paper reviews effects of psychosocial stress and diet composition""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""primates""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""This paper reviews effects of psychosocial stress and diet composition on health in nonhuman primates""}]",pending
doi:10.1016/j.neuint.2013.06.005,10.1016/j.neuint.2013.06.005,Biomarkers in Parkinson's disease (recent update).,,no,yes,no,no,unclear,preliminary_exclude,EC1,exclude,EC1,nonempirical,no,single_or_no_layer,no,,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""This brief review describes""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""Parkinson's disease""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""affecting the aging population over sixty""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""This brief review describes""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""This brief review describes""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""This brief review""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""Parkinson's disease (PD)""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""aging population over sixty""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""This brief review""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""This brief review""}]",pending
doi:10.1016/j.neuint.2021.105143,10.1016/j.neuint.2021.105143,Fatty acids and beyond: Age and Alzheimer's disease related changes in lipids reveal the neuro-nutraceutical potential of lipids in cognition.,,no,yes,unclear,no,unclear,preliminary_exclude,EC1,seek_full_text,none,nonempirical,disagreement,single_or_no_layer,no,,not_assessed,not_assessed,not_assessed,false,not_assessed,false,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""In this review""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""maintaining brain function""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""changes in specific lipid types with aging and AD""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""In this review""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""In this review""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""brain function""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""In this review, we briefly discuss""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""In this review, we briefly discuss""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""the changing lipid profile in AD""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""Lipid analyses and lipidomic studies reveal changes in specific lipid types with aging and AD""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""changes in specific lipid types with aging""}]",pending
doi:10.1016/j.neures.2022.02.003,10.1016/j.neures.2022.02.003,Differential gene expression by RNA-seq during Alzheimer's disease-like progression in the Drosophila melanogaster model.,,yes,yes,yes,no,unclear,preliminary_exclude,EC4,exclude,EC4,empirical_primary,yes,single_or_no_layer,yes,transcriptomics,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""In this study, we evaluated""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""Drosophila melanogaster model""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""during aging and AD progression""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""differential gene expression during AD progression due to the amylodoigenic pathway using RNA-seq""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""using RNA-seq""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""we evaluated the climbing ability and differential gene expression""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""Drosophila melanogaster""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""during aging and AD progression were evaluated""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""differential gene expression during AD progression""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""differential gene expression""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""using RNA-seq""}]",pending
doi:10.1016/j.neuro.2012.06.008,10.1016/j.neuro.2012.06.008,Integration of genome-wide expression and methylation data: relevance to aging and Alzheimer's disease.,,unclear,yes,no,unclear,unclear,preliminary_exclude,EC3,seek_full_text,none,disagreement,no,disagreement,disagreement,,not_assessed,not_assessed,not_assessed,false,not_assessed,false,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""In this paper we describe a method to integrate and analyze gene expression and methylation arrays.""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""Alzheimer's disease.""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""relevance to aging and Alzheimer's disease.""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""an integrative study of global gene expression and methylation profiles is essential.""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""an integrative study of global gene expression and methylation profiles is essential.""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""In this paper we describe a method""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""Alzheimer's disease (AD)""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""we describe a method to integrate and analyze gene expression and methylation arrays.""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""we describe a method to integrate and analyze gene expression and methylation arrays.""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""we describe a method to integrate and analyze gene expression and methylation arrays""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""relevance to aging and Alzheimer's disease""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""an integrative study of global gene expression and methylation profiles is essential""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""we describe a method to integrate and analyze gene expression and methylation arrays""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""Alzheimer's disease""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""In this paper we describe a method to integrate and analyze gene expression and methylation arrays.""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""In this paper we describe a method to integrate and analyze gene expression and methylation arrays.""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""relevance to aging""}]",pending
doi:10.1016/j.neurobiolaging.2014.12.023,10.1016/j.neurobiolaging.2014.12.023,Blood methylomic signatures of presymptomatic dementia in elderly subjects with type 2 diabetes mellitus.,,yes,yes,no,no,unclear,preliminary_exclude,EC3,exclude,EC3,empirical_primary,no,single_or_no_layer,yes,epigenomics,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Here, we present a longitudinal study""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""whole blood""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""18 elderly individuals""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""genome-wide DNA methylation""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""genome-wide DNA methylation""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Here, we present a longitudinal study of genome-wide DNA methylation in whole blood""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""whole blood from 18 elderly individuals with type 2 diabetes""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""Due to an aging population, the incidence of dementia is steadily rising.""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""genome-wide DNA methylation in whole blood""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""genome-wide DNA methylation in whole blood""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""We identified""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""elderly individuals""}]",pending
doi:10.1016/j.neurobiolaging.2020.09.019,10.1016/j.neurobiolaging.2020.09.019,Mendelian randomization integrating GWAS and mQTL data identified novel pleiotropic DNA methylation loci for neuropathology of Alzheimer's disease.,,yes,yes,no,yes,unclear,preliminary_exclude,EC3,exclude,EC3,empirical_primary,no,two_or_more_layers,yes,disagreement,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""We performed GWASs of DNA methylation in brain tissues from 592 participants""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""brain tissues""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""the neuropathologies of AD""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""integrating genome-wide association studies (GWASs) and DNA methylation quantitative trait locus data""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""integrating genome-wide association studies (GWASs) and DNA methylation quantitative trait locus data""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""We found that 18 of the 47 CpGs were in cis associated with 25 mRNAs/genes""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""The pathogenesis of Alzheimer's disease (AD)""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""Rush Memory and Aging Project""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""AD neuropathologies""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""used gene expression data from 537 individuals""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""We performed GWASs of DNA methylation in brain tissues from 592 participants""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""neuropathologies of AD""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""We performed GWASs of DNA methylation in brain tissues""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""we identified 47 CpGs""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""gene expression data from 537 individuals""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""we undertook a Mendelian randomization approach""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""Alzheimer's disease (AD)""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""used gene expression data""}]",pending
doi:10.1016/j.neurobiolaging.2026.07.001,10.1016/j.neurobiolaging.2026.07.001,"Lipid metabolism is a key central, systemic and gut microbial feature of the decline in rat hippocampal function during middle age.",,yes,yes,yes,yes,yes,preliminary_include,none,seek_full_text,none,empirical_primary,yes,two_or_more_layers,yes,proteomics;metabolomics;microbiomics,named_causal_effect_design,direct_perturbation,sufficient,true,true,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""young adult and middle-aged rats were assessed""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""rats""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""brain ageing""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""CSF and serum proteomic and metabolomic analyses""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""16S rRNA sequencing revealed reduced abundance of bacteria""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""rat hippocampal function""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""Proteomic profiling of the hippocampus""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""decline in hippocampal function""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""proteomic, metabolic, and gut microbiota differences""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""CSF and serum proteomic and metabolomic analyses""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""rats were assessed""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""decline in rat hippocampal function during middle age""}, {""criterion"": ""current_report_application"", ""source"": ""abstract"", ""quote"": ""faecal microbiota transfer from young to middle aged rats""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""faecal microbiota transfer from young to middle aged rats was not sufficient to robustly improve hippocampus-dependent spatial memory""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""faecal microbiota transfer from young to middle aged rats""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""was not sufficient to robustly improve hippocampus-dependent spatial memory""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""young adult and middle-aged rats were assessed for behavioural, proteomic, metabolic, and gut microbiota differences""}]",pending
