record_id,title,strict_final_decision,manual_review_reason,strict_causal_evidence_level,five_run_level_sequence,five_run_level_signature_exact,five_run_level_exact,five_run_stable_level,disagreement_fields
doi:10.1016/j.exger.2025.112815,Acupuncture modulates ovarian senescence through metabolic reprogramming: A multi-omics investigation in chemotherapy - induced POF model.,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,eligibility_reviewer.aging_role
doi:10.1016/j.jare.2026.07.047,Bioorthogonal epigenetic anchoring of heterochromatin to the nuclear lamina reverses senescence and osteoarthritis.,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.primary_design_family;causal_evidence_reviewer.supporting_design_families
doi:10.1016/j.jhazmat.2026.142949,Gestational exposure to PP-NPs promotes premature placental ageing through global reprogramming of the trophoblast phosphoproteome,manual_review,five_run_decisive_criterion_disagreement,,"[0, 0, 0, 0, 0]",True,True,0,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.primary_design_family;causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength;eligibility_reviewer.aging_role
doi:10.1016/j.jnutbio.2023.109498,L-Isoleucine reverses hyperammonemia-induced myotube mitochondrial dysfunction and post-mitotic senescence,manual_review,five_run_decisive_criterion_disagreement,,"[3, 2, 3, 3, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.aging_role
doi:10.1016/j.jot.2025.05.010,Activation of LAMP1-mediated lipophagy by sulforaphane inhibits cellular senescence and intervertebral disc degeneration,manual_review,five_run_decisive_criterion_disagreement,,"[0, null, 0, 0, 0]",False,False,,causal_evidence_reviewer.estimand_complete;eligibility_reviewer.aging_role;eligibility_reviewer.first_failed_criterion;eligibility_reviewer.integration_mode;eligibility_reviewer.multiomics_status
doi:10.1016/j.mcpro.2024.100882,Single-Cell Multi-Omics Analysis of In Vitro Post-Ovulatory–Aged Oocytes Revealed Aging-Dependent Protein Degradation,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 2]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.aging_role
doi:10.1016/j.phymed.2025.156697,Vaccarin ameliorates osteoarthritis by suppressing the c-Jun N-terminal kinase (JNK)-serum amyloid A2 (SAA2) pathway mediating chondrocyte senescence.,manual_review,five_run_decisive_criterion_disagreement,,"[0, null, null, 0, null]",False,False,,causal_evidence_reviewer.estimand_complete;eligibility_reviewer.first_failed_criterion;eligibility_reviewer.multiomics_status
doi:10.1016/j.psj.2026.107043,Dietary supplementation with Cuscuta chinensis improves ovarian function and production performance in aged laying hens via modulation of steroid hormone biosynthesis and gut microbiota,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.validation_strength
doi:10.1016/j.ymthe.2025.12.035,Targeting KAT8 Alleviates Vascular Senescence by Modulating the INHBA/TGF-β Pathway.,manual_review,five_run_decisive_criterion_disagreement,,"[2, 2, 2, 2, 2]",True,True,2,causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength;eligibility_reviewer.aging_role
doi:10.1038/s41392-026-02799-x,Multiomic profiling of responses to clinical and novel bisphosphonates reveals extraskeletal effects on ageing related signatures,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 2, 2, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families
doi:10.1038/s41413-025-00422-3,Sirt6 deficiency promotes senescence and age-associated intervertebral disc degeneration in mice,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,eligibility_reviewer.aging_role
doi:10.1038/s41421-025-00860-7,IGF2BP3-dependent glutamine/BCAA metabolic rewiring rejuvenates aged human adipose-derived stem cells for enhanced tissue regeneration,manual_review,five_run_decisive_criterion_disagreement,,"[2, 2, 3, 2, 2]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families
doi:10.1038/s41438-020-00420-y,Multiomics analyses unveil the involvement of microRNAs in pear fruit senescence under high- or low-temperature conditions,manual_review,five_run_decisive_criterion_disagreement,,"[2, 2, 3, 2, 2]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families
doi:10.1038/s41467-021-23545-7,Restoration of energy homeostasis by SIRT6 extends healthy lifespan,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,eligibility_reviewer.aging_role
doi:10.1038/s41467-023-37729-w,Multi-omic underpinnings of epigenetic aging and human longevity,manual_review,five_run_decisive_criterion_disagreement,,"[2, 3, 3, 3, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.validation_strength
doi:10.1038/s41467-024-46037-w,Reducing the metabolic burden of rRNA synthesis promotes healthy longevity in Caenorhabditis elegans,manual_review,role_execution_failed,,[],False,False,,
doi:10.1038/s41467-024-52967-2,Depletion of loss-of-function germline mutations in centenarians reveals longevity genes,manual_review,five_run_decisive_criterion_disagreement,,"[2, 3, 3, 2, 3]",False,False,,causal_evidence_reviewer.estimand_complete;eligibility_reviewer.aging_role
doi:10.1038/s41467-025-59964-z,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk,manual_review,five_run_decisive_criterion_disagreement,,"[2, 3, 2, 2, 2]",False,False,,causal_evidence_reviewer.estimand_complete
doi:10.1038/s41467-025-61433-6,Immuno-metabolic stress responses control longevity from mitochondrial translation inhibition in C. elegans,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,eligibility_reviewer.integration_mode
doi:10.1038/s41467-026-69424-x,Lack of MDA5 delays hematopoietic aging by modulating inflammaging and proteostasis in mice,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength;eligibility_reviewer.aging_role;eligibility_reviewer.integration_mode
doi:10.1038/s41536-026-00490-x,Multi-omics profiling reveals systemic rejuvenation of the aged kidney through senolytic therapy.,assessed,,3,"[3, 3, 3, 3, 3]",True,True,3,
doi:10.1038/s41586-025-09873-4,Transient hepatic reconstitution of trophic factors enhances aged immunity,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.integration_mode
doi:10.1038/s41586-026-10524-5,Sleep chart of biological ageing clocks in middle and late life,manual_review,five_run_decisive_criterion_disagreement,,"[2, 2, 2, 2, 2]",True,True,2,causal_evidence_reviewer.design_role;causal_evidence_reviewer.primary_design_family;causal_evidence_reviewer.supporting_design_families
doi:10.1038/s41598-025-17390-7,Aqueous extract of Acer truncatum leaves retards Drosophila melanogaster senescence by regulating amino acid metabolism and gut microbiota,manual_review,five_run_decisive_criterion_disagreement,,"[2, 3, 3, 2, 2]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.primary_design_family;causal_evidence_reviewer.supporting_design_families
doi:10.1038/s42003-025-08296-1,NHE7 drives endometrial cancer progression by delaying senescence through cAMP/CREB/GRIN2B axis-mediated Ca²⁺ influx,manual_review,five_run_decisive_criterion_disagreement,,"[0, null, 3, 0, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength;eligibility_reviewer.first_failed_criterion;eligibility_reviewer.integration_mode;eligibility_reviewer.multiomics_status
doi:10.1038/s42255-020-0200-2,NFYB-1 regulates mitochondrial function and longevity via lysosomal prosaposin.,manual_review,role_execution_failed,,[],False,False,,
doi:10.1038/s42255-026-01515-x,Redox rhythms promote fitness by modulating ageing-dependent reprogramming.,manual_review,role_execution_failed,,[],False,False,,
doi:10.1038/s43587-023-00451-9,Multi-omic rejuvenation and lifespan extension upon exposure to youthful circulation,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.primary_design_family;causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength;eligibility_reviewer.aging_role
doi:10.1038/s43587-023-00460-8,Impaired BCAA catabolism in adipose tissues promotes age-associated metabolic derangement.,manual_review,five_run_decisive_criterion_disagreement,,"[2, 3, 3, 3, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.aging_role
doi:10.1038/s43587-026-01100-7,Multiomic single-cell perturbation screens reveal critical lncRNA regulators of senescence.,manual_review,five_run_decisive_criterion_disagreement,,"[2, 2, null, 2, null]",False,False,,eligibility_reviewer.first_failed_criterion;eligibility_reviewer.full_text_sufficient
doi:10.1080/15548627.2025.2561073,Urolithin Α modulates inter-organellar communication via calcium-dependent mitophagy to promote healthy ageing,manual_review,five_run_decisive_criterion_disagreement,,"[2, 3, 3, 3, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.aging_role
doi:10.1093/bib/bbag271,StackAge: an ensemble-based clock for precise quantification of biological age using multi-omics data,assessed,,2,"[2, 2, 2, 2, 2]",True,True,2,
doi:10.1093/brain/awaf282,Compensatory roles of STT3A and ALG5 in glucose metabolism of aged macaque hippocampus.,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 2, 2, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.validation_strength;eligibility_reviewer.aging_role
doi:10.1093/eurheartj/ehad361,Subclinical atherosclerosis and accelerated epigenetic age mediated by inflammation: a multi-omics study,manual_review,five_run_decisive_criterion_disagreement,,"[2, 2, 2, 2, 2]",True,True,2,causal_evidence_reviewer.estimand_complete
doi:10.1093/geroni/igaa057.414,Metabolic Regulation of Longevity by One-Carbon Metabolism and Flavin-Containing Monooxygenase,manual_review,five_run_decisive_criterion_disagreement,,"[2, null, 2, 2, 2]",False,False,,causal_evidence_reviewer.assumptions_assessable;causal_evidence_reviewer.design_role;causal_evidence_reviewer.identification_status;causal_evidence_reviewer.validation_strength;eligibility_reviewer.aging_role;eligibility_reviewer.integration_mode
doi:10.1093/geroni/igac059.2661,OXR1 STABILIZES THE RETROMER TO EXTEND LIFESPAN AND NEURONAL HEALTH BY DIETARY RESTRICTION,manual_review,five_run_decisive_criterion_disagreement,,"[null, 2, null, null, null]",False,False,,causal_evidence_reviewer.assumptions_assessable;causal_evidence_reviewer.design_role;causal_evidence_reviewer.identification_status;eligibility_reviewer.first_failed_criterion;eligibility_reviewer.full_text_sufficient;eligibility_reviewer.integration_mode
doi:10.1093/geroni/igad104.1942,BIOLOGICAL AGE REDUCTION AND LIFESPAN EXTENSION UPON YOUTHFUL CIRCULATION EXPOSURE,manual_review,five_run_decisive_criterion_disagreement,,"[null, null, null, 3, null]",False,False,,causal_evidence_reviewer.assumptions_assessable;causal_evidence_reviewer.design_role;causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.identification_status;eligibility_reviewer.aging_role;eligibility_reviewer.first_failed_criterion;eligibility_reviewer.full_text_sufficient
doi:10.1093/geroni/igae098.2630,MULTIMODEL APPROACHES IDENTIFY CONSERVED ROLE OF TRP CATABOLIC PATHWAY IN THE REGULATION OF LIFE- AND HEALTHSPAN,manual_review,five_run_decisive_criterion_disagreement,,"[null, null, null, null, null]",True,False,,causal_evidence_reviewer.assumptions_assessable;causal_evidence_reviewer.identification_status;eligibility_reviewer.full_text_sufficient;eligibility_reviewer.integration_mode;eligibility_reviewer.multiomics_status
doi:10.1093/geroni/igaf122.3850,Targeting Vascular Aging in Progeria by mTOR Inhibitors from Multi-Omics Screening,manual_review,five_run_decisive_criterion_disagreement,,"[null, null, null, null, null]",True,False,,causal_evidence_reviewer.assumptions_assessable;causal_evidence_reviewer.design_role;causal_evidence_reviewer.identification_status;eligibility_reviewer.first_failed_criterion;eligibility_reviewer.full_text_sufficient
doi:10.1093/plphys/kiaa034,Multi-omics approach reveals the contribution of KLU to leaf longevity and drought tolerance.,manual_review,five_run_decisive_criterion_disagreement,,"[3, 2, 2, 3, 2]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.validation_strength;eligibility_reviewer.aging_role
doi:10.1097/md.0000000000047376,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis.,manual_review,five_run_decisive_criterion_disagreement,,"[2, 2, 4, 2, 4]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.integration_mode
doi:10.1101/2025.10.29.685384,The Age-Dependent Resident Myonuclear Multi-Omic Response to a Skeletal Muscle Hypertrophic Stimulus,manual_review,five_run_decisive_criterion_disagreement,,"[2, 3, 3, 3, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength
doi:10.1111/acel.13497,A trans-omic Mendelian randomization study of parental lifespan uncovers novel aging biology and therapeutic candidates for chronic diseases.,manual_review,role_execution_failed,,[],False,False,,
doi:10.1111/acel.13852,Dysregulated cellular redox status during hyperammonemia causes mitochondrial dysfunction and senescence by inhibiting sirtuin‐mediated deacetylation,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 2, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.aging_role;eligibility_reviewer.integration_mode
doi:10.1111/acel.70064,Aged Gut Microbiota Contributes to Cognitive Impairment and Hippocampal Synapse Loss in Mice,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.aging_role
doi:10.1111/acel.70103,Multi-Omics Analysis Reveals Biomarkers That Contribute to Biological Age Rejuvenation in Response to Single-Blinded Randomized Placebo-Controlled Therapeutic Plasma Exchange.,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,eligibility_reviewer.aging_role
doi:10.1111/acel.70328,Multi-Omics Analysis Reveals Photodynamic Therapy Ameliorating Skin Photoaging by Improving Cellular Senescence Through Mitohormesis-Mediated Reduction of Citrate Content.,manual_review,five_run_decisive_criterion_disagreement,,"[3, 2, 2, 2, 2]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.aging_role
doi:10.1111/acel.70498,Multi-Omics Reveals Mechanisms of Metabolic Rejuvenation in Aged Mice and Pre-Frail Older Men by Losartan.,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 2, 2, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.aging_role
doi:10.1111/acel.70564,Sex-Specific Regulation of the Turandot Gene Family Modulates Temperature-Dependent Lifespan in Drosophila melanogaster.,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength;eligibility_reviewer.aging_role
doi:10.1126/sciadv.adu2294,Multiomic identification of senescent stem cell populations critical for osteoarthritis progression and therapy in subchondral bones.,manual_review,five_run_decisive_criterion_disagreement,,"[0, 0, 0, 0, 0]",True,True,0,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength
doi:10.1128/msystems.01665-24,Microbiota-derived indole acetic acid extends lifespan through the AhR-Sirt2 pathway in Drosophila,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.primary_design_family;causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.aging_role
doi:10.1161/circresaha.125.327427,LATS1/2-CD38 Metabolic Rewiring Links Senescence to Intraplaque Thrombosis.,manual_review,five_run_decisive_criterion_disagreement,,"[2, 2, 2, 2, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength
doi:10.1172/jci.insight.154089,Metabolic reprogramming during hyperammonemia targets mitochondrial function and postmitotic senescence.,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.validation_strength
doi:10.1172/jci.insight.174007,Targeted Bmal1 restoration in muscle prolongs lifespan with systemic health effects in aging model.,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength;eligibility_reviewer.aging_role;eligibility_reviewer.integration_mode
doi:10.1186/s11658-026-00879-y,HK2-driven histone H3K18 lactylation promotes stromal cell senescence and decidualization deficiency in URSA via CUX1-mediated SASP factor transcription,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 2, 2, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength
doi:10.1186/s12964-026-02985-y,"Multi-omics and experimental evidence in human chondrocytes identify caspase-8 as a non-apoptotic regulator of inflammatory, senescent, and fibrotic signaling in osteoarthritis",manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,eligibility_reviewer.aging_role;eligibility_reviewer.integration_mode
doi:10.1186/s12967-026-07766-2,Multiomics analysis reveals that senescent CXCL16<sup>+</sup> macrophages promote lung adenocarcinoma progression through TGF-β signalling.,manual_review,five_run_decisive_criterion_disagreement,,"[2, null, 2, 2, 2]",False,False,,causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength;eligibility_reviewer.first_failed_criterion;eligibility_reviewer.full_text_sufficient;eligibility_reviewer.integration_mode
doi:10.1186/s12974-025-03588-z,Profilin 1 controls a microglial cytoskeleton checkpoint to prevent senescence and premature synaptic decline.,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength
doi:10.1186/s13020-025-01154-6,Multi-omics reveals mechanism of Qi-Po-Sheng-Mai granule in reducing atrial fibrillation susceptibility in aged rats.,manual_review,five_run_decisive_criterion_disagreement,,"[2, null, 2, 2, 2]",False,False,,causal_evidence_reviewer.assumptions_assessable;causal_evidence_reviewer.identification_status;causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.aging_role;eligibility_reviewer.first_failed_criterion;eligibility_reviewer.full_text_sufficient
doi:10.1186/s13287-023-03415-3,Anti-aging mechanism of different age donor-matched adipose-derived stem cells,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.supporting_design_families
doi:10.1186/s40364-023-00458-9,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study,manual_review,five_run_decisive_criterion_disagreement,,"[2, 2, 2, 3, 2]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families
doi:10.14336/ad.2026.0356,Integrating AI and Causal Genetics to Prioritize Therapeutic Targets for Aging and Age-Related Diseases.,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,eligibility_reviewer.integration_mode
doi:10.20892/j.issn.2095-3941.2025.0691,Integrative multi-omic analysis identified ERBB2 mutations and senescence-driven immune suppression as dual therapeutic targets in LAR triple-negative breast cancer,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,eligibility_reviewer.aging_role;eligibility_reviewer.integration_mode
doi:10.21037/tcr-2026-1-0264,A senescence-based machine learning model prognosticates and personalizes therapy in cervical cancer,manual_review,five_run_decisive_criterion_disagreement,,"[null, null, null, null, null]",True,False,,causal_evidence_reviewer.identification_status;causal_evidence_reviewer.validation_strength;eligibility_reviewer.first_failed_criterion;eligibility_reviewer.integration_mode
doi:10.21203/rs.3.rs-1264931/v1,Multi-omics analysis reveals a non-canonical regulatory pattern of UPL3 on carbon metabolism related cell senescence,manual_review,five_run_decisive_criterion_disagreement,,"[2, 3, 3, 2, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.validation_strength
doi:10.2147/jir.s525168,Multi-Omics Analysis and Validation of Cell Senescence-Related Genes Associated with Non-Alcoholic Fatty Liver Disease,manual_review,five_run_decisive_criterion_disagreement,,"[4, 2, 3, 2, 2]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.supporting_design_families;causal_evidence_reviewer.validation_strength;eligibility_reviewer.integration_mode
doi:10.2147/jir.s545622,Retinoic Acid-Loaded Cartilage Organoids Attenuate Chondrocyte Senescence in Osteoarthritis,manual_review,five_run_decisive_criterion_disagreement,,"[0, 0, 0, 0, 0]",True,True,0,causal_evidence_reviewer.estimand_complete;eligibility_reviewer.integration_mode
doi:10.26508/lsa.202201492,Ubiquitome profiling reveals a regulatory pattern of UPL3 with UBP12 on metabolic-leaf senescence,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 2, 3, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.validation_strength;eligibility_reviewer.aging_role;eligibility_reviewer.integration_mode
doi:10.26599/fshw.2026.9251125,Unraveling the Key Pathways through Cordycepin Prolongs Lifespan in C. elegans by Integrating Multi-omics Approaches,manual_review,five_run_decisive_criterion_disagreement,,"[3, 3, 3, 3, 3]",True,True,3,causal_evidence_reviewer.primary_design_family;causal_evidence_reviewer.supporting_design_families;eligibility_reviewer.aging_role
doi:10.3389/fendo.2025.1661666,Investigating the causal role of cellular senescence-related genes in preeclampsia: a multi-omics Mendelian randomization study with differential expression analysis,manual_review,five_run_decisive_criterion_disagreement,,"[2, 4, 4, 3, 3]",False,False,,causal_evidence_reviewer.estimand_complete;causal_evidence_reviewer.validation_strength;eligibility_reviewer.integration_mode
doi:10.3389/fimmu.2026.1762222,Machine learning-driven multi-omics integration uncovers a senescence associated molecular axis in HCC.,manual_review,five_run_decisive_criterion_disagreement,,"[2, 2, 2, 2, 2]",True,True,2,eligibility_reviewer.integration_mode
