source,source_record_id,title,abstract,year,publication_date,doi,pmid,pmcid,authors,venue,document_type,language,url,is_preprint,raw_page,query_branches,local_multiomics_match,local_explicit_multiomics_match,local_layer_pair_match,local_omics_layer_count,local_omics_layers,local_aging_match,local_causal_anchor_match,local_three_block_match,provenance_sources,duplicate_count
europepmc,MED:18828915,A genome wide analysis of the response to uncapped telomeres in budding yeast reveals a novel role for the NAD+ biosynthetic gene BNA2 in chromosome end protection.,"Background Telomeres prevent the ends of eukaryotic chromosomes from being recognized as damaged DNA and protect against cancer and ageing. When telomere structure is perturbed, a co-ordinated series of events promote arrest of the cell cycle so that cells carrying damaged telomeres do not divide. In order to better understand the eukaryotic response to telomere damage, budding yeast strains harboring a temperature sensitive allele of an essential telomere capping gene (cdc13-1) were subjected to a transcriptomic study. Results The genome-wide response to uncapped telomeres in yeast cdc13-1 strains, which have telomere capping defects at temperatures above approximately 27 degrees C, was determined. Telomere uncapping in cdc13-1 strains is associated with the differential expression of over 600 transcripts. Transcripts affecting responses to DNA damage and diverse environmental stresses were statistically over-represented. BNA2, required for the biosynthesis of NAD+, is highly and significantly up-regulated upon telomere uncapping in cdc13-1 strains. We find that deletion of BNA2 and NPT1, which is also involved in NAD+ synthesis, suppresses the temperature sensitivity of cdc13-1 strains, indicating that NAD+ metabolism may be linked to telomere end protection. Conclusions Our data support the hypothesis that the response to telomere uncapping is related to, but distinct from, the response to non-telomeric double-strand breaks. The induction of environmental stress responses may be a conserved feature of the eukaryotic response to telomere damage. BNA2, which is involved in NAD+ synthesis, plays previously unidentified roles in the cellular response to telomere uncapping.",2008,2008-10-01,10.1186/gb-2008-9-10-r146,18828915,PMC2760873,"Greenall A, Lei G, Swan DC, James K, Wang L, Peters H, Wipat A, Wilkinson DJ, Lydall D.",,"Research Support, Non-U.S. Gov't; research-article; Journal Article",eng,https://europepmc.org/article/MED/18828915,False,page_0002.json.gz,,True,False,True,2,genomics;transcriptomics,True,True,True,europepmc;pubmed;scopus,2
europepmc,MED:18948123,Modulation of genomic and postgenomic alterations in noncancer diseases and critical periods of life.,"Genomic and postgenomic changes are extensively investigated in cancer research. Similar alterations, affecting genome, transcriptome, mirnome and/or proteome end-points, have been detected in a variety of other chronic degenerative diseases, such as atherosclerosis, degenerative heart diseases, chronic obstructive pulmonary diseases, neurological disorders, eye diseases, diabetes, metabolic syndrome, skin ageing and alopecia. No generalization can be made due to the myriad of diverse clinical entities classified as chronic degenerative diseases. Moreover, the detection of molecular changes does not automatically imply their causal role. Nevertheless, common mechanisms, such as DNA damage, epigenetic alterations, oxidative stress, and chronic inflammation, in addition to genetic predisposition, are often involved in noncancer diseases. We debate here in more detail the subjects of cardiovascular diseases and of skin diseases. Moreover, we discuss our experimental studies suggesting that genomic and postgenomic changes do also occur during critical periods of life, including the prenatal life, the perinatal period, and ageing. In addition, we comment on the finding that stem-derived cells are more susceptible to molecular damage than more differentiated cells. All these data are viewed in the perspective of preventive medicine. In fact, there is evidence that the genomic and postgenomic alterations occurring not only in several pathological conditions but also in paraphysiological situations that affect critical periods of life can be modulated by means of dietary and pharmacological agents. The discovery that chemopreventive agents are also able to attenuate nucleotide damage in stem-derived cells warrants further studies in view of possible clinical applications.",2009,2008-10-02,10.1016/j.mrfmmm.2008.09.010,18948123,,"De Flora S, Izzotti A.",,Review; Journal Article,eng,https://europepmc.org/article/MED/18948123,False,page_0002.json.gz,,True,False,True,3,genomics;proteomics;transcriptomics,True,True,True,europepmc;pubmed;scopus,2
pubmed,20588053,An 8-week high-fat diet induces obesity and insulin resistance with small changes in the muscle transcriptome of C57BL/6J mice.,"Skeletal muscle is responsible for most of the insulin-stimulated glucose uptake and metabolism. Therefore, it plays an important role in the development of insulin resistance, one of the characteristics of the metabolic syndrome (MS). As the prevalence of the MS is increasing, there is an urgent need for more effective intervention strategies. C57BL/6J mice were fed an 8-week low-fat diet (10 kcal%; LFD) or high-fat diet (45 kcal%; HFD). Microarray analysis was performed by using two comparisons: (1) 8-week HFD transcriptome versus 8-week LFD transcriptome and (2) transcriptome of mice sacrificed at the start of the intervention versus 8-week LFD transcriptome and 8-week HFD transcriptome, respectively. Although an 8-week HFD induced obesity and impaired insulin sensitivity, HFD-responsive changes in the muscle transcriptome were relatively small (<1.3-fold). In fact, 8-weeks of aging induced more pronounced changes than an HFD. One comparison revealed the transcriptional downregulation of the mito- gen-activated protein kinase cascade, whereas both comparisons showed the upregulation of fatty acid oxidation, demonstrating that the two comparison strategies are confirmative as well as complementary. We suggest using complementary analysis strategies in the genome-wide search for gene expression changes induced by mild interventions, such as an HFD.",2010,2010-06-28,10.1159/000308466,20588053,,Janneke de Wilde; Egbert Smit; Ronny Mohren; Mark V Boekschoten; Philip de Groot; Sjoerd A A van den Berg; Silvia Bijland; Peter J Voshol; Ko Willems van Dijk; Nicole W J de Wit; Annelies Bunschoten; Gert Schaart; Martijn F M Hulshof; Edwin C M Mariman,Journal of nutrigenetics and nutrigenomics,"Journal Article; Research Support, Non-U.S. Gov't",eng,https://pubmed.ncbi.nlm.nih.gov/20588053/,False,page_0104.xml.gz,,True,False,True,2,genomics;transcriptomics,True,True,True,europepmc;pubmed;scopus,2
europepmc,MED:19962715,Methusaleh's Zoo: how nature provides us with clues for extending human health span.,"As impressive as the accomplishments of modern molecular biologists have been in finding genetic alterations that lengthen life in short-lived model organisms, they pale in comparison to the remarkable diversity of lifespans produced by evolution. Some animal species are now firmly documented to live for more than four centuries and even some mammals, like the bowhead whale, appear to survive 200 years or more. Another group of species may not be as absolutely long-lived, but they are remarkably long-lived for their body size and metabolic rate. These species include a number of bats, some of which live for at least 40 years in the wild, as well as the naked mole-rat, which is the same size, but lives nearly 10 times as long as the laboratory mouse. Together these exceptionally long-lived organisms have important roles to play in our future understanding of the causal mechanisms and modulation of ageing. Bats and naked mole-rats in particular have already contributed in the following ways: (1) they have contributed to the abandonment of the rate-of-living theory and weakened enthusiasm for the oxidative stress hypothesis of ageing, (2) they have helped evaluate how the tumour-suppressing role of cellular senescence is affected by the evolution of diverse body sizes as well as diverse longevities, (3) they have shed light on the relationship between specific types of DNA repair and ageing and (4) they have yielded insight into new processes, specifically the maintenance of the proteome and hypotheses concerning how evolution shapes ageing. The continuing acceleration of progress in genome sequencing and development of more and more cross-species investigatory techniques will facilitate even more contributions of these species in the near future.",2010,2009-12-04,10.1016/j.jcpa.2009.10.024,19962715,PMC3535457,Austad SN.,,"Research Support, Non-U.S. Gov't; research-article; Review; Journal Article; Research Support, N.I.H., Extramural",eng,https://europepmc.org/article/MED/19962715,False,page_0002.json.gz,,True,False,True,2,genomics;proteomics,True,True,True,europepmc;pubmed;scopus,2
europepmc,MED:19854800,Overexpression of the CBF2 transcriptional activator in Arabidopsis delays leaf senescence and extends plant longevity.,"Leaf senescence is a programmed developmental process governed by various endogenous and exogenous factors, such as the plant developmental stage, leaf age, phytohormone levels, darkness, and exposure to stresses. It was found that, in addition to its well-documented role in the enhancement of plant frost tolerance, overexpression of the C-repeat/dehydration responsive element binding factor 2 (CBF2) gene in Arabidopsis delayed the onset of leaf senescence and extended the life span of the plants by approximately 2 weeks. This phenomenon was exhibited both during developmental leaf senescence and during senescence of detached leaves artificially induced by either darkness or phytohormones. Transcriptome analysis using the Affymetrix ATH1 genome array revealed that overexpression of CBF2 significantly influenced the expression of 286 genes in mature leaf tissue. In addition to 30 stress-related genes, overexpression of CBF2 also affected the expression of 24 transcription factor (TF) genes, and 20 genes involved in protein metabolism, degradation, and post-translational modification. These results indicate that overexpression of CBF2 not only increases frost tolerance, but also affects other developmental processes, most likely through interactions with additional TFs and protein modification genes. The present findings shed new light on the crucial relationship between plant stress tolerance and longevity, as reported for other eukaryotic organisms.",2010,2010-01-01,10.1093/jxb/erp300,19854800,PMC2791123,"Sharabi-Schwager M, Lers A, Samach A, Guy CL, Porat R.",,research-article; Journal Article,eng,https://europepmc.org/article/MED/19854800,False,page_0002.json.gz,,True,False,True,2,genomics;transcriptomics,True,True,True,europepmc;pubmed;scopus,2
europepmc,MED:20202279,Nutritional developmental epigenomics: immediate and long-lasting effects.,"The phenotype of an individual is the result of complex interactions between genome, epigenome and current, past and ancestral environment leading to a lifelong remodelling of the epigenomes. The genetic information expression contained in the genome is controlled by labile chromatin-associated epigenetic marks. Epigenetic misprogramming during development is widely thought to have a persistent effect on the health of the offspring and may even be transmitted to the next generation. The epigenome serves as an interface between the environment and the genome. Dietary factors, including folate involved in C1 metabolism, and other social and lifestyle exposures have a profound effect on many aspects of health including ageing and do so, at least partly, through interactions with the genome, which result in altered gene expression with consequences for cell function and health throughout the life course. Depending on the nature and intensity of the environmental insult, the critical spatiotemporal windows and developmental or lifelong processes involved, epigenetic alterations can lead to permanent changes in tissue and organ structure and function or to phenotypic changes that can (or cannot) be reversed using appropriate epigenetic tools. Moreover, the flexibility of epigenetic marks may make it possible for environmental, nutritional and hormonal factors or endocrine disruptors to alter, during a particular spatiotemporal window in a sex-specific manner, the sex-specific methylation or demethylation of specific CpG and/or histone modifications underlying sex-specific expression of a substantial proportion of genes. Moreover, genetic factors, the environment and stochastic events change the epigenetic landscape during the lifetime of an individual. Epigenetic alterations leading to gene expression dysregulation accumulate during ageing and are important in tumorigenesis and age-related diseases. Several encouraging trials suggest that prevention and therapy of age- and lifestyle-related diseases by individualised tailoring to optimal epigenetic diets or drugs are conceivable. However, these interventions will require intense efforts to unravel the complexity of these epigenetic, genetic and environment interactions and to evaluate their potential reversibility with minimal side effects.",2010,2010-03-05,10.1017/s002966511000008x,20202279,,"Attig L, Gabory A, Junien C.",,"Research Support, Non-U.S. Gov't; Journal Article",eng,https://europepmc.org/article/MED/20202279,False,page_0002.json.gz,,True,False,True,3,epigenomics;genomics;transcriptomics,True,True,True,europepmc;pubmed;scopus,2
europepmc,MED:20383568,Functional genomics of endothelial cells treated with anti-angiogenic or angiopreventive drugs.,"Angiogenesis is a highly regulated physiological process that has been studied in considerable detail given its importance in several chronic pathologies. Many endogenous factors and hormones intervene in the regulation of angiogensis and classical as well as targeted drugs have been developed for its control. Angiogenesis inhibition has come off the bench and entered into clinical application for cancer therapy, particularly for metastatic disease. While the clinical benefit is currently in terms of months, preclinical data suggest that novel drugs and drug combinations could lead to substantial improvement. The many targets of endogenous angiogenesis inhibitors reflect the complexity of the process; in contrast, current clinical therapies mainly target the vascular endothelial growth factor system. Cancer chemopreventive compounds can retard tumor insurgence and delay or prevent metastasis and many of these molecules hinder angiogenesis, a mechanism that we termed angioprevention. Angiopreventive drugs appear to prevalently act through the inhibition of the pro-inflammatory and anti-apoptotic player NFkappaB, thus contrasting inflammation dependent angiogenesis. Relatively little is known concerning the effects of these angiogenesis inhibitors on gene expression of endothelial cells, the main target of many of these molecules. Here we provide an exhaustive list of anti-angiogenic molecules, and summarize their effects, where known, on the transcriptome and functional genomics of endothelial cells. The regulation of specific genes can be crucial to preventive or therapeutic intervention. Further, novel targets might help to circumvent resistance to anti-angiogenic therapy. The studies we review are relevant not only to cancer but also to other chronic degenerative diseases involving endothelial cells, such as cardiovascular disorders, diabetes, rheumatoid arthritis and retinopaties, as well as vessel aging.",2010,2010-04-10,10.1007/s10585-010-9312-5,20383568,,"Albini A, Indraccolo S, Noonan DM, Pfeffer U.",,"Research Support, Non-U.S. Gov't; Review; Journal Article",eng,https://europepmc.org/article/MED/20383568,False,page_0002.json.gz,,True,False,True,2,genomics;transcriptomics,True,True,True,europepmc;pubmed;scopus,2
europepmc,MED:21173893,Perspective on sleep and aging.,"There is a strong body of data directly interrelating sleep problems with mood disorders. There is a growing data base directly associating sleep disorders with attention and memory problems. Motor disorders, especially involving the dopaminergic system, may produce sleep problems, including a possible association between disordered sleep and nocturnal falls. Sleep disorders may be causal conditions for metabolic diseases and increased risk for morbidity and mortality. Sleep and health are directly interrelated. To further probe these issues, especially as related to the aging process, investigators need to utilize tools and concepts from genomics and epigenetics, proteomics, metabolomics, any future …omics, molecular neuroimaging, and cognitive neuroscience.",2010,2010-09-28,10.3389/fneur.2010.00124,21173893,PMC2995617,Monjan AA.,,research-article; Journal Article,eng,https://europepmc.org/article/MED/21173893,False,page_0002.json.gz,,True,False,True,3,genomics;metabolomics;proteomics,True,True,True,europepmc;pubmed;scopus;semantic_scholar,3
europepmc,MED:21320620,Glyoxalase in ageing.,"The glyoxalase system has been studied since 1913. The biochemical function of this enzymatic system is the metabolism of reactive dicarbonyl metabolites, glyoxal and methylglyoxal, to less reactive products. In the last decade research has shown that methylglyoxal is the precursor of quantitatively important damage to the proteome and genome, forming mainly hydroimidazolone and imidazopurinone adducts in protein and DNA respectively. The aim of this article is to review the evidence of the involvement of the glyoxalase system in ageing and role of glyoxalase in future research into healthy ageing-mainly in mammalian systems for insights into consequences and interventions in human health. Protein and DNA damage by glyoxalase system substrates is linked to dysfunction of proteins susceptible to dicarbonyl modification-the dicarbonyl proteome, and DNA instability and mutation. A component of the glyoxalase system, glyoxalase 1, is a gene with expression influential on lifespan-increasing longevity being associated with increased expression of glyoxalase 1. The glyoxalase 1 gene is also a site of copy number variation in both transcribed and non-transcribed regions giving rise to population variation of expression. The glyoxalase system and Glo1 expression particularly is therefore likely linked to healthy ageing.",2011,2011-02-12,10.1016/j.semcdb.2011.02.013,21320620,,"Xue M, Rabbani N, Thornalley PJ.",,"Research Support, Non-U.S. Gov't; Review; Journal Article",eng,https://europepmc.org/article/MED/21320620,False,page_0002.json.gz,,True,False,True,3,genomics;metabolomics;proteomics,True,True,True,europepmc;pubmed;scopus,2
europepmc,MED:21502357,Manifestations and mechanisms of stem cell aging.,"Adult stem cells exist in most mammalian organs and tissues and are indispensable for normal tissue homeostasis and repair. In most tissues, there is an age-related decline in stem cell functionality but not a depletion of stem cells. Such functional changes reflect deleterious effects of age on the genome, epigenome, and proteome, some of which arise cell autonomously and others of which are imposed by an age-related change in the local milieu or systemic environment. Notably, some of the changes, particularly epigenomic and proteomic, are potentially reversible, and both environmental and genetic interventions can result in the rejuvenation of aged stem cells. Such findings have profound implications for the stem cell-based therapy of age-related diseases.",2011,2011-04-01,10.1083/jcb.201010131,21502357,PMC3080271,"Liu L, Rando TA.",,"Research Support, Non-U.S. Gov't; review-article; Review; Research Support, U.S. Gov't, Non-P.H.S.; Journal Article; Research Support, N.I.H., Extramural",eng,https://europepmc.org/article/MED/21502357,False,page_0002.json.gz,,True,False,True,3,epigenomics;genomics;proteomics,True,True,True,europepmc;pubmed;scopus;semantic_scholar,3
